Entry	Protein names	Gene Names
Q2L4W6	Sporulation-specific protein 5 (Meiotic RNA-binding protein 1) (Meiotically up-regulated gene 12 protein)	spo5 mrb1 mug12 SPBC29A10.02 SPBC365.18
Q4LB35	Folic acid synthesis protein fol1 [Includes: Dihydroneopterin aldolase, DHNA, EC 4.1.2.25 (7,8-dihydroneopterin aldolase) (FASA) (FASB); 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase, HPPK, EC 2.7.6.3 (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase, PPPK) (FASC); Dihydropteroate synthase, DHPS, EC 2.5.1.15 (Dihydropteroate pyrophosphorylase) (FASD) ]	fol1 SPBC1734.03 SPBC337.19
Q4PIR3	E3 SUMO-protein ligase nse2, EC 2.3.2.- (E3 SUMO-protein transferase nse2) (Non-structural maintenance of chromosomes element 2, Non-SMC element 2)	nse2 pli2 SPAC16A10.06c
Q53EK2	Non-structural maintenance of chromosomes element 1, Non-SMC element 1, EC 2.3.2.27	nse1 SPCC550.05
Q6BDR8	Non-structural maintenance of chromosome element 4, Non-SMC element 4 (DNA repair protein rad62)	nse4 rad62 SPBC20F10.04c
Q6E434	Telomeric DNA-binding factor trf1	trf1 SPBC19G7.13
Q7LL22	Kinetochore protein nsk1 (Nucleolus spindle kinetochore protein 1)	nsk1 SPAC3G9.01
Q874R1	GTP-binding protein rho4	rho4 SPAC16A10.04
Q8WZJ7	C-1-tetrahydrofolate synthase, cytoplasmic, C1-THF synthase [Includes: Methylenetetrahydrofolate dehydrogenase, EC 1.5.1.5; Methenyltetrahydrofolate cyclohydrolase, EC 3.5.4.9; Formyltetrahydrofolate synthetase, EC 6.3.4.3 ]	SPBC839.16
Q92340	High affinity heme transporter	shu1 SPAC1F8.02c
Q92341	Low affinity heme transporter str3 (Siderophore iron transporter 3)	str3 SPAC1F8.03c
Q92351	Spindle pole body protein pcp1	pcp1 SPAC6G9.06c
Q92353	Ubiquitin carboxyl-terminal hydrolase 6, EC 3.4.19.12 (Deubiquitinating enzyme 6) (Ubiquitin thiollesterase 6) (Ubiquitin-specific-processing protease 6)	ubp6 SPAC6G9.08
Q92355	Helicase sen1, EC 3.6.4.-	sen1 SPAC6G9.10c
Q92356	Synaptobrevin homolog 1	syb1 SPAC6G9.11
Q92358	Telomere bouquet protein 1 (Meiotic chromosome segregation protein bqt1) (Meiotic recombination protein rec26) (Meiotically up-regulated gene 23 protein)	bqt1 mug23 rec26 SPAC6G9.13c
Q92370	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2, AS, EC 4.1.3.27 (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase, IGPS, EC 4.1.1.48; N-(5'-phosphoribosyl)anthranilate isomerase, PRAI, EC 5.3.1.24 ]	trp1 SPBC1539.09c
Q92372	Replication factor A protein 1 (Single-stranded DNA-binding protein p68 subunit)	ssb1 rad11 rpa1 SPBC660.13c
Q92376	Kinesin-like protein 1	klp1 pkl1 SPAC3A11.14c
Q92383	DNA-3-methyladenine glycosylase 1, EC 3.2.2.21 (3-methyladenine DNA glycosidase 1) (3MEA DNA glycosylase 1)	mag1 SPAPB24D3.04c
Q92398	Mitogen-activated protein kinase spm1, MAP kinase spm1, EC 2.7.11.24 (MAP kinase pmk1)	spm1 pmk1 SPBC119.08
Q92462	E3 ubiquitin-protein ligase pub1, EC 2.3.2.26 (HECT-type E3 ubiquitin transferase pub1)	pub1 SPAC11G7.02
Q96TL7	DNA-binding protein rap1	rap1 SPBC1778.02
Q96UP3	Telomere length regulator protein rif1	rif1 SPAC6F6.17 SPAPJ736.01
Q96WV9	Probable cyclin-dependent kinase 9, EC 2.7.11.22, EC 2.7.11.23 (Cell division protein kinase 9)	cdk9 pi014 SPBC32H8.10
Q9C0U7	Vacuolar protein sorting-associated protein vps5	vps5 SPCPJ732.01
Q9C0Y4	Alpha-glucosidase, EC 3.2.1.20 (Maltase)	agl1 agl SPAPB24D3.10c
Q9C100	Dolichyl-phosphate-mannose--protein mannosyltransferase 2, EC 2.4.1.109	ogm2 oma2 SPAPB1E7.09
Q9C102	Glutamate synthase [NADH], EC 1.4.1.14 (Glutamine-oxoglutarate aminotransferase, GOGAT)	glt1 SPAPB1E7.07
Q9C103	Crossover junction endonuclease eme1, EC 3.1.21.10 (Essential meiotic endonuclease 1)	eme1 mms4 slx2 SPAPB1E7.06c
Q9C107	Minichromosome loss protein 1 (DNA polymerase alpha accessory factor Mcl1)	mcl1 slr3 SPAPB1E7.02c
Q9C115	Linear element protein rec25 (Meiotic recombination protein rec25) (Meiotically up-regulated gene 19 protein)	rec25 mug19 SPAC17A5.18c
Q9C1W3	Squalene epoxidase erg1, SE, EC 1.14.14.17 (Ergosterol biosynthetic protein 1) (Squalene monooxygenase erg1)	erg1 SPBC713.12
Q9HDV4	Lid2 complex component lid2, Lid2C component lid2	lid2 SPBP19A11.06 SPBP4H10.01
Q9HDY0	Ypt/Rab-type GTPase ypt71	ypt71 SPAPB1A10.10c
Q9HDY1	Anaphase spindle elongation protein 1	ase1 SPAPB1A10.09
Q9HDZ6	DASH complex subunit dam1 (Outer kinetochore protein dam1)	dam1 SPAC589.08c
Q9HDZ7	Autophagy-related protein 18	atg18 atg18a SPAC589.07c
Q9HE04	GTP-binding protein rho5	rho5 SPAC20H4.11c
Q9HFE5	AP-1 complex subunit mu-1 (Clathrin assembly protein complex 1 mu-1 medium chain) (Mu-adaptin)	apm1 SPBP16F5.07
Q9HFF5	Sister chromatid cohesion protein pds5 (Precocious dissociation of sisters protein 5)	pds5 SPAC110.02
Q9HGK2	Homologous-pairing protein 2 (Meiotic expression up-regulated protein 13)	meu13 hop2 SPAC222.15 SPAC821.01
Q9HGM4	Acyl-coenzyme A diphosphatase fit1, EC 3.6.1.- (Acyl-coenzyme A diphosphatase scs3) (FIT family protein scs3)	fit1 fit2b scs3 SPBC543.08
Q9HGM8	ATP-dependent DNA helicase II subunit 2, EC 3.6.4.12 (ATP-dependent DNA helicase II subunit Ku80) (Pombe Ku80)	pku80 ku80 SPBC543.03c
Q9HGN1	eIF-2-alpha kinase GCN2 (Serine/threonine-protein kinase gcn2, EC 2.7.11.1) (Serine/threonine-protein kinase ppk28)	gcn2 ppk28 SPBC36B7.09 SPBP18G5.01
Q9HGN4	Linear element protein Mug20 (Meiotically up-regulated gene 20 protein)	mug20 SPBC36B7.06c
Q9HGN6	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)], EC 1.3.1.88 (mRNA-dihydrouridine synthase dus1, EC 1.3.1.-) (tRNA-dihydrouridine synthase 1)	dus1 SPBC36B7.04
Q9HGP5	F-actin-capping protein subunit beta	acp2 SPAC631.01c
Q9HGQ2	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase trm4a, EC 2.1.1.-, EC 2.1.1.203 (tRNA (cytosine-5-)-methyltransferase trm4a)	trm4a SPAC17D4.04 SPAC458.01
Q9HGQ3	Probable zinc transporter cis4	cis4 SPAC17D4.03c
Q9P371	AMSH-like protease sst2, EC 3.4.19.- (Suppressor of ste12 deletion protein 2)	sst2 SPAC19B12.10
Q9P376	RNA polymerase II subunit A C-terminal domain phosphatase, EC 3.1.3.16 (CTD phosphatase fcp1)	fcp1 SPAC19B12.05c
Q9P377	1,3-beta-glucan synthase component bgs3, EC 2.4.1.34 (1,3-beta-D-glucan-UDP glucosyltransferase)	bgs3 SPAC19B12.03
Q9P378	1,3-beta-glucanosyltransferase gas1, EC 2.4.1.-	gas1 SPAC19B12.02c
Q9P380	Probable peptide transporter ptr2 (Peptide permease ptr2)	ptr2 SPBC13A2.04c
Q9P3A7	Cell division cycle protein 48, EC 3.6.4.6 (Transitional endoplasmic reticulum ATPase homolog)	cdc48 SPAC1565.08 SPAC6F12.01
Q9P3U4	E3 ubiquitin-protein ligase dbl4, EC 2.3.2.31 (DNA-break-localizing protein 4) (Histone E3 ligase 1) (RING-type E3 ubiquitin transferase dbl4)	dbl4 SPAC328.02
Q9P3W2	SVP1-like protein 2	hsv2 atg18c SPAC458.06
Q9P3W4	Dynein intermediate light chain dil1	dil1 SPAC458.04c
Q9P5N0	Vacuolar heme ABC transmembrane exporter abc3	abc3 SPBC359.05
Q9P6H9	DNA-binding protein reb1	reb1 SPBC1198.11c SPBC660.01c
Q9P6I7	Adenine deaminase, ADE, EC 3.5.4.2 (Adenine aminohydrolase, AAH)	aah1 dea2 SPBC1198.02
Q9P6L5	Endocytosis protein end4 (SLA2 protein homolog)	end4 sla2 SPAC688.11
Q9P6L6	DNA polymerase zeta catalytic subunit, EC 2.7.7.7 (Protein reversionless 3)	rev3 SPAC688.10
Q9P6M1	Glutathione S-transferase 3, EC 2.5.1.18 (GST-III)	gst3 SPAC688.04c
Q9P6M3	Kinetochore protein mis14 (NMS complex subunit mis14)	mis14 SPAC688.02c
Q9P6N1	Autophagy-related protein 21 (Meiotically up-regulated gene 179 protein)	mug179 atg18b SPAC823.16c
Q9P6N2	Pdp3-interacting factor 1, EC 3.1.3.50	ptf1 SPAC823.14
Q9P6N4	E3 ubiquitin-protein ligase pep5, EC 2.3.2.27 (Carboxypeptidase Y-deficient protein 5) (Histone E3 ligase pep5) (RING-type E3 ubiquitin transferase pep5) (Vacuolar protein sorting-associated protein 11)	vps11 pep5 SPAC823.12
Q9P6P3	Serine/threonine-protein kinase ppk15, EC 2.7.11.1	ppk15 SPAC1E11.03 SPAC823.03
Q9P6R0	Transcription factor IIIB 60 kDa subunit, TFIIIB (B-related factor 1, BRF-1) (TFIIB-related factor)	brf1 SPBC13E7.10c SPBC30D10.20
Q9P6R1	Verprolin	vrp1 SPBC13E7.09
Q9P6S5	DASH complex subunit ask1 (Associated with spindles and kinetochores protein 1) (Meiotically up-regulated gene 181 protein) (Outer kinetochore protein ask1)	ask1 mug181 SPBC27.02c
Q9P793	Chromatin remodeling factor mit1, EC 3.6.4.- (Mi2-like interacting with clr3 protein 1) (Snf2/Hdac-containing repressor complex protein mit1, SHREC protein mit1)	mit1 SPBP35G2.10
Q9P795	Protein air1	air1 SPBP35G2.08c
Q9P7A0	Shugoshin-1	sgo1 SPBP35G2.03c
Q9P7C3	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase, EC 3.2.1.113 (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	SPAC2E1P5.01c SPAPB1E7.13c
Q9P7C7	Pre-mRNA-processing ATP-dependent RNA helicase prp11, EC 3.6.4.13	prp11 SPCC10H11.01
Q9P7F2	Copper amine oxidase 1, EC 1.4.3.21	cao1 spao1 SPAC2E1P3.04
Q9P7F8	ATPase get3, EC 3.6.-.- (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	get3 SPAC1142.06
Q9P7H0	H/ACA ribonucleoprotein complex subunit nhp2 (H/ACA snoRNP protein NHP2) (High mobility group-like nuclear protein 2) (P17-nhp2)	nhp2 SPAC1782.10c
Q9P7H1	Tyrosine-protein phosphatase CDC14 homolog, EC 3.1.3.48 (CDC fourteen-like phosphatase 1)	clp1 flp1 SPAC1782.09c
Q9P7I2	Calcium/calmodulin-dependent protein kinase type I, CaMK-I, EC 2.7.11.17	cmk1 SPAC25D11.02c SPACUNK12.02c
Q9P7J7	Transcriptional adapter 2	ada2 SPCC24B10.08c
Q9P7J8	Serine/threonine-protein kinase gad8, EC 2.7.11.1	gad8 SPCC24B10.07
Q9P7M3	Structure-specific endonuclease subunit slx1, EC 3.1.-.-	slx1 SPAP27G11.15
Q9P7N2	AP-1 complex subunit sigma-1 (Sigma1-adaptin) (Valproic acid-sensitive protein 2)	vas2 aps1 SPAP27G11.06c
Q9P7P2	Linear element-associated protein hop1 (Meiosis-specific protein hop1)	hop1 SPBC1718.02
Q9P7R0	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase, DHQS, EC 4.2.3.4; 3-phosphoshikimate 1-carboxyvinyltransferase, EC 2.5.1.19 (5-enolpyruvylshikimate-3-phosphate synthase, EPSP synthase, EPSPS); Shikimate kinase, SK, EC 2.7.1.71; 3-dehydroquinate dehydratase, 3-dehydroquinase, EC 4.2.1.10; Shikimate dehydrogenase, EC 1.1.1.25 ]	aro1 SPAC1834.02
Q9P7S3	SWI/SNF and RSC complexes subunit ssr3	ssr3 SPAC23G3.10c
Q9P7S9	INO80 complex subunit 4	ies4 SPAC23G3.04
Q9P7T4	Mediator of replication checkpoint protein 1 (DNA replication checkpoint mediator mrc1)	mrc1 SPAC694.06c
Q9P7V2	ATP-binding cassette transporter abc4, ABC transporter abc4, EC 7.6.2.2 (ATP-energized glutathione S-conjugate pump abc4) (Glutathione S-conjugate-transporting ATPase abc4)	abc4 SPAC30.04c
Q9P7V9	Probable ubiquitin carboxyl-terminal hydrolase 9, EC 3.4.19.12 (Deubiquitinating enzyme 9) (Ubiquitin thioesterase 9) (Ubiquitin-specific-processing protease 9)	ubp9 SPBC1703.12
Q9P7W8	Chromatin structure-remodeling complex subunit rsc9 (RSC complex subunit rsc9) (Remodel the structure of chromatin complex subunit 9)	rsc9 SPBC1703.02
Q9P7Y0	SWI/SNF and RSC complexes subunit ssr4	ssr4 SPBP23A10.05
Q9P7Y8	Septin ring organizing protein mid2	mid2 bud4 SPAPYUG7.03c
Q9P7Y9	Target of rapamycin complex 2 subunit sin1, TORC2 subunit sin1 (Stress-activated map kinase-interacting protein 1, SAPK-interacting protein 1)	sin1 SPAPYUG7.02c
Q9P802	Kinetochore protein mis18	mis18 SPCC970.12
Q9P805	mRNA-decapping enzyme subunit 1	dcp1 SPBC3B9.21
Q9UQX0	Superoxide dismutase [Mn], mitochondrial, EC 1.15.1.1	sod2 SPAC1486.01
Q9UQY9	Cell cycle protein kinase spo4, EC 2.7.11.1 (Sporulation-specific protein 4)	spo4 SPBC21C3.18
Q9UR17	Vacuolar transporter chaperone 1 (Negative regulator of cdc42)	nrf1 vtc1 SPBC21B10.04c
Q9UR39	NAD-dependent protein deacetylase hst4, EC 2.3.1.286 (Homologous to SIR2 protein 4) (Regulatory protein SIR2 homolog 4)	hst4 SPAC1783.04c
Q9URT4	CENP-A multicopy suppressor protein 2	ams2 SPCC290.04 SPCC4F11.01
Q9URU2	DNA replication ATP-dependent helicase/nuclease dna2 [Includes: DNA replication nuclease dna2, EC 3.1.-.-; DNA replication ATP-dependent helicase dna2, EC 3.6.4.12 ]	dna2 SPBC16D10.04c
Q9URV2	Anaphase-promoting complex subunit 1 (20S cyclosome/APC complex protein apc1) (Cell untimely torn protein 4)	cut4 apc1 SPBC106.09
Q9URW7	Vacuolar protein sorting-associated protein 17	vps17 SPAPJ696.01c
Q9URY1	Serine/threonine-protein kinase ppk16, EC 2.7.11.1 (Meiotically up-regulated gene 92 protein)	ppk16 mug92 SPAC890.03
Q9URY2	Microtubule protein alp7 (Altered polarity protein 7) (Transforming acidic coiled-coil protein mia1, TACC protein mia1)	alp7 mia1 SPAC890.02c
Q9URY5	Flavohemoprotein, EC 1.14.12.17 (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase, NO oxygenase, NOD)	SPAC869.02c
Q9URZ4	Cationic amino acid transporter 1	cat1 SPAC869.11 SPAC922.08c
Q9US03	Kinesin-like protein 2	klp2 SPAC664.10
Q9US04	Glutathione hydrolase proenzyme 1, EC 3.4.19.13 (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1, EC 2.3.2.2) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain ]	ggt1 SPAC664.09
Q9US24	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	atg12 SPAC1783.06c
Q9US25	Chromodomain helicase hrp1, EC 3.6.4.- (ATP-dependent helicase hrp1)	hrp1 SPAC1783.05
Q9US26	Inner kinetochore subunit fta2 (CENP-P homolog) (Constitutive centromere-associated network protein fta2) (Sim4 complex subunit fta2) (Sim4-mal2-associated protein 2)	fta2 sma2 SPAC1783.03
Q9US36	Zinc finger protein klf1 (Krueppel-like zinc finger transcription factor 1)	klf1 SPAC1039.05c
Q9US52	Telomere bouquet protein 2 (Meiotic chromosome segregation protein bqt2) (Meiotically up-regulated gene 18 protein)	bqt2 mug18 SPAC1002.06c
Q9US55	Glucosidase 2 subunit alpha, EC 3.2.1.207 (Alpha-glucosidase II subunit alpha) (Glucosidase II gls2) (Glucosidase II subunit alpha)	gls2 SPAC1002.03c
Q9US60	Kinesin-like protein 3 (Kinesin-related protein 1)	klp3 krp1 SPAC1834.07
Q9USG8	Meiotically up-regulated gene 190 protein	mug190 SPCP31B10.06
Q9USH7	Syntaxin-like protein psy1	psy1 sso1 SPCC825.03c
Q9USH8	Glucosidase 2 subunit beta (Alpha-glucosidase 2 subunit beta)	gtb1 gls2-beta SPCC825.02
Q9USI6	Myosin type-2 heavy chain 1 (Myosin type II heavy chain 1)	myo2 SPCC645.05c
Q9USJ7	Negative regulator of ofd1	nro1 SPCC4B3.07
Q9USK8	Cell wall alpha-1,3-glucan synthase ags1, EC 2.4.1.183 (Cell wall alpha-1,4-glucan synthase)	ags1 mok1 SPCC1281.01 SPCC17A7.01 SPCC338.01c
Q9USL5	Protein dom34, EC 3.1.-.-	dom34 SPCC18B5.06
Q9USM3	Chromatin structure-remodeling complex subunit sfh1 (RSC complex subunit sfh1) (SNF5 homolog 1)	sfh1 SPCC16A11.14
Q9USN7	NAD-dependent protein deacetylase hst2, EC 2.3.1.286 (Homologous to sir2 protein 2) (Regulatory protein SIR2 homolog 2)	hst2 SPCC132.02
Q9USP2	Golgi apyrase, EC 3.6.1.5 (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase, ADPase) (Golgi nucleoside diphosphatase)	ynd1 SPCC11E10.05c
Q9USP6	Clathrin light chain, CLC	clc1 SPBC9B6.08
Q9USP7	Uncharacterized protein C902.06	SPBC902.06
Q9USQ2	Spindle pole body component alp6 (Altered polarity protein 6)	alp6 SPBC428.20c SPBC902.01c
Q9USR4	Linear element protein rec27 (Meiotic recombination protein rec27) (Meiotically up-regulated gene 41 protein)	rec27 mug41 SPBC577.05c
Q9USR9	Inner kinetochore subunit cnp3 (CENP-C homolog) (Centromere protein 3) (Constitutive centromere-associated network protein cnp3)	cnp3 SPBC1861.01c SPBC56F2.13
Q9UST6	Kinetochore protein spc24	spc24 SPBC336.08
Q9USU3	F-box DNA helicase protein 1, EC 3.6.4.12	fbh1 fdh fdh1 SPBC336.01
Q9USU5	1,3-beta-glucanosyltransferase gas2, EC 2.4.1.-	gas2 SPBC29A10.08
Q9USV1	Swi5-dependent recombination DNA repair protein 1 (DNA repair protein dds20) (Meiotically up-regulated gene 13 protein)	sfr1 dds20 mug13 SPBC28F2.07
Q9USW9	SAGA-associated factor 29	sgf29 SPBC1921.07c SPBC21D10.13
Q9USX0	Beta-1,3-galactosyltransferase pvg3, EC 2.4.1.134 (Meiotically up-regulated gene 49 protein) (Pyruvylated Gal-beta-1,3-epitope synthesis protein 3, PvGal synthesis protein 3)	pvg3 mug49 SPBC1921.06c
Q9UT08	Protein phosphatase PP2A regulatory subunit A (Protein phosphatase 2A 65 kDa regulatory subunit, PR65)	paa1 SPAP8A3.09c
Q9UT18	Thiamine transporter thi9	thi9 SPAC9.10
Q9UT19	Probable 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase, EC 2.1.1.14 (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	met26 SPAC9.09
Q9UT23	ATP-dependent DNA helicase fml1, EC 3.6.4.12 (FANCM-like protein 1)	fml1 SPAC9.05
Q9UT24	Pre-mRNA-splicing factor brr2, EC 3.6.4.13 (Pre-mRNA-splicing factor spp41) (Pre-mRNA-splicing helicase BRR2)	brr2 spp41 SPAC9.03c
Q9UT30	Nucleus export protein brr6	brr6 brl1 SPAC8F11.06
Q9UT35	Guanosine-diphosphatase, GDPase, EC 3.6.1.42	gdp1 SPAC824.08
Q9UT45	Primary septum endo-1,3(4)-beta-glucanase (Endo-1,3(4)-beta-glucanase 1, Endo-1,3-beta-glucanase 1, Endo-1,4-beta-glucanase 1, EC 3.2.1.6) (Laminarinase-1)	eng1 SPAC821.09
Q9UT49	Poly(A) RNA polymerase cid13, PAP, EC 2.7.7.19 (Caffeine-induced death protein 13) (Polynucleotide adenylyltransferase cid13)	cid13 SPAC821.04c
Q9UT72	E3 ubiquitin-protein ligase complex slx8-rfp subunit rfp2, EC 2.3.2.27 (RING finger protein 2) (RING-type E3 ubiquitin transferase rfp2)	rfp2 SPAC343.18
Q9UTB5	Phosphatidylserine decarboxylase proenzyme 2, mitochondrial, EC 4.1.1.65 [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain ]	psd2 SPAC25B8.03
Q9UTD5	Ubiquitin-like-conjugating enzyme ATG10, EC 2.3.2.- (Autophagy-related protein 10)	ATG10 SPAC227.04
Q9UTE3	Rpb7-binding protein seb1	seb1 SPAC222.09
Q9UTE5	Eukaryotic translation initiation factor 2-alpha kinase 2, EC 2.7.11.1 (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor 2)	hri2 SPAC222.07c
Q9UTG2	E3 ubiquitin-protein ligase pub2, EC 2.3.2.26 (HECT-type E3 ubiquitin transferase pub2)	pub2 SPAC1805.15c
Q9UTG8	DASH complex subunit dad2 (High osmolarity sensitivity protein 2) (Outer kinetochore protein dad2)	dad2 hos2 SPAC1805.07c
Q9UTH0	Nucleoporin nup132 (Nuclear pore protein nup132)	nup132 nup133b SPAC1805.04
Q9UTH9	tRNA-dihydrouridine(47) synthase [NAD(P)(+)], EC 1.3.1.89 (mRNA-dihydrouridine synthase dus3, EC 1.3.1.-) (tRNA-dihydrouridine synthase 3)	dus3 SPAC16.04
Q9UTI3	N-terminal acetyltransferase A complex catalytic subunit ard1, NatA complex subunit ARD1, EC 2.3.1.255	ard1 SPAC15E1.08
Q9UTI4	Monopolar attachment protein 1 (Meiotically up-regulated gene 159 protein)	moa1 mug159 SPAC15E1.07c
Q9UTJ8	DNA repair protein rad50, EC 3.6.-.-	rad50 SPAC1556.01c SPAP4C9.01c
Q9UTK4	Nucleoporin nup189, EC 3.4.21.- (Nuclear pore protein nup189) [Cleaved into: Nucleoporin nup98; Nucleoporin nup96 ]	nup189 nup96 nup98 SPAC1486.05
Q9UTK5	Nucleoporin alm1 (Abnormal long morphology protein 1) (Sp8)	alm1 SPAC1486.04c
Q9UTK7	DSC E3 ubiquitin ligase complex subunit 2, EC 2.3.2.27 (Defective for SREBP cleavage protein 2) (RING-type E3 ubiquitin transferase DSC2) (UBA domain-containing protein 14)	dsc2 ucp14 SPAC1486.02c
Q9UTL6	J-type co-chaperone jac1, mitochondrial (J-type accessory chaperone 1)	jac1 SPAC144.08
Q9UTM2	Rsm22-cox11 tandem protein 1, mitochondrial [Cleaved into: 37S ribosomal protein S22-1, EC 2.1.1.-; Cytochrome c oxidase assembly protein cox11-1 ]	cox1101 cox11 cox11-a SPAC1420.04c SPAPB17E12.01c
Q9UTM7	Histone acetyltransferase type B catalytic subunit, EC 2.3.1.48	hat1 SPAC139.06 SPAC23C4.01
Q9UTN3	Poly(A) RNA polymerase cid14, PAP, EC 2.7.7.19 (Caffeine-induced death protein 14) (Polynucleotide adenylyltransferase cid14)	cid14 SPAC12G12.13c
Q9UTN6	Chromatin structure-remodeling complex subunit snf21, EC 3.6.4.- (ATP-dependent helicase snf21) (RSC complex subunit snf21)	snf21 SPAC1250.01 SPAC29A4.21
Q9UTQ7	SWI/SNF and RSC complexes subunit arp9 (Actin-like protein arp9) (Actin-related protein 9) (Chromatin structure-remodeling complex subunit arp9)	arp9 SPAC1071.06
Q9UTR5	Rho1 guanine nucleotide exchange factor 2	rgf2 SPAC1006.06
Q9UTR6	Initiation-specific alpha-1,6-mannosyltransferase, EC 2.4.1.232	och1 SPAC1006.05c
Q9UTR8	NURS complex subunit red1	red1 iss3 SPAC1006.03c
Q9UTS6	Dynein light chain Tctex-type (TCTEX-1 protein homolog)	dlc1 SPAC1805.08
Q9UTT1	Ubiquitin carboxyl-terminal hydrolase 21, EC 3.4.19.12 (Deubiquitinating enzyme 21) (Ubiquitin thioesterase 21) (Ubiquitin-specific-processing protease 21)	ubp21 ubp15 ubpd SPBC713.02c
Q9UU89	Inosine triphosphate pyrophosphatase, ITPase, Inosine triphosphatase, EC 3.6.1.9 (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase, NTPase)	SPCC830.10
Q9UU96	Polynucleotide 5'-hydroxyl-kinase grc3, EC 2.7.1.-	grc3 SPCC830.03
Q9UUA2	ATP-dependent DNA helicase pfh1, EC 3.6.4.12 (DNA repair and recombination helicase pfh1) (PIF1 helicase homolog) (RRM3/PIF1 homolog 1)	pfh1 pif1 rph1 SPBC887.14c
Q9UUB1	6,7-dimethyl-8-ribityllumazine synthase, DMRL synthase, LS, Lumazine synthase, EC 2.5.1.78 (Riboflavin synthase beta chain)	rib4 SPBC409.13
Q9UUB6	Ubiquitin carboxyl-terminal hydrolase 2, EC 3.4.19.12	uch2 SPBC409.06
Q9UUB7	Mating-type switching protein swi5 (DNA repair protein swi5)	swi5 SPBC409.03
Q9UUC6	Small nuclear ribonucleoprotein Sm D3, Sm-D3 (snRNP core protein D3)	smd3 SPBC19C2.14
Q9UUD1	Sterol regulatory element-binding protein 1 [Cleaved into: Processed sterol regulatory element-binding protein 1 ]	sre1 SPBC19C2.09
Q9UUE5	Nucleoporin nup85 (Nuclear pore protein nup85)	nup85 SPBC17G9.04c
Q9UUG0	Fatty acid synthase subunit beta, EC 2.3.1.86 [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, EC 4.2.1.59; Enoyl-[acyl-carrier-protein] reductase [NADH], EC 1.3.1.9; [Acyl-carrier-protein] acetyltransferase, EC 2.3.1.38; [Acyl-carrier-protein] malonyltransferase, EC 2.3.1.39; S-acyl fatty acid synthase thioesterase, EC 3.1.2.14 ]	fas1 SPAC926.09c
