Entry	Protein names	Gene Names
A0A1B6Q3J9	Uncharacterized protein	SORBI_3003G163200
A0A1B6Q3K0	Uncharacterized protein	SORBI_3003G161700
A0A1B6Q3K2	Thiamine diphosphokinase, EC 2.7.6.2	SORBI_3003G160500
A0A1B6Q3K4	Protein kinase domain-containing protein	SORBI_3003G163100
A0A1B6Q3K5	Potassium transporter	SORBI_3003G164400
A0A1B6Q3P8	CYTB_CTER domain-containing protein	SORBI_3003G168600
A0A1B6Q3P9	Photosystem II reaction center protein T	SORBI_3003G169000
A0A1B6Q3Q3	Protein PsbN	psbN SORBI_3001G231300 SORBI_3003G168900
A0A1B6Q3T2	Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII)	SORBI_3003G171900
A0A1B6Q3X6	Uncharacterized protein	SORBI_3003G175100
A0A1B6Q3Y4	Uncharacterized protein	SORBI_3003G175000
A0A1B6Q413	Bidirectional sugar transporter SWEET	SORBI_3003G182800
A0A1B6Q433	Non-specific serine/threonine protein kinase, EC 2.7.11.1	SORBI_3003G181800
A0A1B6Q438	J domain-containing protein	SORBI_3003G185200
A0A1B6Q442	MFS domain-containing protein	SORBI_3003G186800
A0A1B6Q455	Uncharacterized protein	SORBI_3003G180400
A0A1B6Q460	Protein-serine/threonine phosphatase, EC 3.1.3.16	SORBI_3003G185900
A0A1B6Q474	Protein-serine/threonine phosphatase, EC 3.1.3.16	SORBI_3003G182700
A0A1B6Q477	Uncharacterized protein	SORBI_3003G187400
A0A1B6Q480	Uncharacterized protein	SORBI_3003G188100
A0A1B6Q482	Uncharacterized protein	SORBI_3003G188000
A0A1B6Q485	Uncharacterized protein	SORBI_3003G188300
A0A1B6Q4A5	Elongation factor Ts, mitochondrial, EF-Ts, EF-TsMt	EFTS SORBI_3003G196200
A0A1B6Q4A6	Non-specific serine/threonine protein kinase, EC 2.7.11.1	SORBI_3003G192400
A0A1B6Q4E2	Dilute domain-containing protein	SORBI_3003G198500
A0A1B6Q4F6	UDENN domain-containing protein	SORBI_3003G195900
A0A1B6Q4G6	Protein kinase domain-containing protein	SORBI_3003G197500
A0A1B6Q4L8	Uncharacterized protein	SORBI_3003G215400
A0A1B6Q4N5	MADS-box domain-containing protein	SORBI_3003G216800
A0A1B6Q4S0	Lipase_3 domain-containing protein	SORBI_3003G222800
A0A1B6Q4S1	AAA domain-containing protein	SORBI_3003G222900
A0A1B6Q4S2	Uncharacterized protein	SORBI_3003G221500
A0A1B6Q4S3	Neutral ceramidase, EC 3.5.1.23	SORBI_3003G226200
A0A1B6Q4S6	Neutral ceramidase, EC 3.5.1.23	SORBI_3003G226300
A0A1B6Q4T2	GH18 domain-containing protein	SORBI_3003G223300
A0A1B6Q4T4	Mitogen-activated protein kinase, EC 2.7.11.24	SORBI_3003G229400
A0A1B6Q4T5	Mitogen-activated protein kinase, EC 2.7.11.24	SORBI_3003G229400
A0A1B6Q4V2	TP_methylase domain-containing protein	SORBI_3003G229600
A0A1B6Q4V9	Uncharacterized protein	SORBI_3003G231300
A0A1B6Q4W0	Pectinesterase, EC 3.1.1.11	SORBI_3003G231500
A0A1B6Q4W1	Pectinesterase, EC 3.1.1.11	SORBI_3003G231500
A0A1B6Q4X1	Protein kinase domain-containing protein	SORBI_3003G233800
A0A1B6Q4X2	Carbonic anhydrase, EC 4.2.1.1 (Carbonate dehydratase)	SORBI_3003G234500
A0A1B6Q4X5	Carbonic anhydrase, EC 4.2.1.1 (Carbonate dehydratase)	SORBI_3003G234600
A0A1B6Q4X6	Carbonic anhydrase, EC 4.2.1.1	CA SORBI_3003G234200
A0A1B6Q4Y1	Carbonic anhydrase, EC 4.2.1.1 (Carbonate dehydratase)	SORBI_3003G234400
A0A1B6Q4Y6	Radical SAM core domain-containing protein	SORBI_3003G234900
A0A1B6Q4Z4	GTP-binding nuclear protein	SORBI_3003G238000
A0A1B6Q4Z5	Auxin efflux carrier component	SORBI_3003G235800
A0A1B6Q4Z7	GTP-binding nuclear protein	SORBI_3003G238000
A0A1B6Q4Z8	GTP-binding nuclear protein	SORBI_3003G238000
A0A1B6Q509	Carbonic anhydrase, EC 4.2.1.1 (Carbonate dehydratase)	SORBI_3003G234500
A0A1B6Q515	Malate dehydrogenase, EC 1.1.1.37	SORBI_3003G238500
A0A1B6Q520	CTP synthase, EC 6.3.4.2 (UTP--ammonia ligase)	SORBI_3003G241000
A0A1B6Q523	CTP synthase, EC 6.3.4.2 (UTP--ammonia ligase)	SORBI_3003G241000
A0A1B6Q524	CTP synthase, EC 6.3.4.2 (UTP--ammonia ligase)	SORBI_3003G241000
A0A1B6Q533	Protein-serine/threonine phosphatase, EC 3.1.3.16	SORBI_3003G242200
A0A1B6Q538	BZIP domain-containing protein	SORBI_3003G244100
A0A1B6Q543	UBC core domain-containing protein	SORBI_3003G243600
A0A1B6Q546	UBC core domain-containing protein	SORBI_3003G243600
A0A1B6Q548	GATA-type domain-containing protein	SORBI_3003G246800
A0A1B6Q549	Endopeptidase S2P	SORBI_3003G241100
A0A1B6Q550	4a-hydroxytetrahydrobiopterin dehydratase, EC 4.2.1.96	SORBI_3003G247200
A0A1B6Q551	Mitogen-activated protein kinase, EC 2.7.11.24	SORBI_3003G248100
A0A1B6Q556	Mitogen-activated protein kinase, EC 2.7.11.24	SORBI_3003G248100
A0A1B6Q557	Mitogen-activated protein kinase, EC 2.7.11.24	SORBI_3003G248100
A0A1B6Q567	Protein VACUOLELESS1	SORBI_3003G249600
A0A1B6Q570	acidPPc domain-containing protein	SORBI_3003G249000
A0A1B6Q578	MPN domain-containing protein	SORBI_3003G246100
A0A1B6Q581	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3003G251200
A0A1B6Q586	1,3-beta-glucan synthase, EC 2.4.1.34 (1,3-beta-glucan synthase)	SORBI_3003G252500
A0A1B6Q5A1	Protein kinase domain-containing protein	SORBI_3003G254100
A0A1B6Q5A6	Photosystem II reaction center protein T	SORBI_3003G255266
A0A1B6Q5B1	Auxin-responsive protein	SORBI_3003G254800
A0A1B6Q5C4	Sde2_N_Ubi domain-containing protein	SORBI_3003G258400
A0A1B6Q5C6	Sde2_N_Ubi domain-containing protein	SORBI_3003G258400
A0A1B6Q5F0	DNA ligase, EC 6.5.1.1	SORBI_3003G260400
A0A1B6Q5F6	DNA ligase, EC 6.5.1.1	SORBI_3003G260400
A0A1B6Q5G2	Uncharacterized protein	SORBI_3003G258300
A0A1B6Q5H9	PALP domain-containing protein	SORBI_3003G267000
A0A1B6Q5I2	Protein kinase domain-containing protein	SORBI_3003G265900
A0A1B6Q5I8	Uncharacterized protein	SORBI_3003G267300
A0A1B6Q5J0	Uncharacterized protein	SORBI_3003G267700
A0A1B6Q5J4	PPR_long domain-containing protein	SORBI_3003G265800
A0A1B6Q5M2	Uncharacterized protein	SORBI_3003G272300
A0A1B6Q5N5	Protein kinase domain-containing protein	SORBI_3003G274300
A0A1B6Q5N7	Protein kinase domain-containing protein	SORBI_3003G274300
A0A1B6Q5N8	Protein kinase domain-containing protein	SORBI_3003G274300
A0A1B6Q5N9	Protein kinase domain-containing protein	SORBI_3003G274900
A0A1B6Q5P0	Protein kinase domain-containing protein	SORBI_3003G274300
A0A1B6Q5P2	Uncharacterized protein	SORBI_3003G275700
A0A1B6Q5P5	Uncharacterized protein	SORBI_3003G275700
A0A1B6Q5Q0	Uncharacterized protein	SORBI_3003G275700
A0A1B6Q5R0	Alpha-amylase, EC 3.2.1.1 (1,4-alpha-D-glucan glucanohydrolase)	SORBI_3003G276400
A0A1B6Q5S8	Chlorophyll a-b binding protein, chloroplastic	SORBI_3003G279400
A0A1B6Q5U2	Malic enzyme	SORBI_3003G280900
A0A1B6Q5U5	Malic enzyme	SORBI_3003G280900
A0A1B6Q5U8	CASP-like protein	SORBI_3003G281800
A0A1B6Q5V6	Hexosyltransferase, EC 2.4.1.-	SORBI_3003G282600
A0A1B6Q5W0	DNA_pol3_gamma3 domain-containing protein	SORBI_3003G285700
A0A1B6Q5W3	HSF_DOMAIN domain-containing protein	SORBI_3003G286700
A0A1B6Q5W6	Flavin-containing monooxygenase, EC 1.-.-.-	SORBI_3003G286500
A0A1B6Q5W7	rRNA N-glycosylase, EC 3.2.2.22	SORBI_3003G285200
A0A1B6Q5X5	Phenylalanine--tRNA ligase, EC 6.1.1.20 (Phenylalanyl-tRNA synthetase)	SORBI_3003G287900
A0A1B6Q5Y0	Phenylalanine--tRNA ligase, EC 6.1.1.20 (Phenylalanyl-tRNA synthetase)	SORBI_3003G287900
A0A1B6Q5Y1	ENTH domain-containing protein	SORBI_3003G289900
A0A1B6Q5Y2	Reticulon-like protein	SORBI_3003G288600
A0A1B6Q5Z3	Auxin-responsive protein	SORBI_3003G291200
A0A1B6Q5Z4	Auxin-responsive protein	SORBI_3003G291200
A0A1B6Q5Z6	DUF4005 domain-containing protein	SORBI_3003G292000
A0A1B6Q5Z7	Protein kinase domain-containing protein	SORBI_3003G291600
A0A1B6Q5Z8	Pectinesterase, EC 3.1.1.11	SORBI_3003G292100
A0A1B6Q5Z9	Auxin-responsive protein	SORBI_3003G291200
A0A1B6Q603	Protein cereblon	SORBI_3003G292500
A0A1B6Q609	Protein cereblon	SORBI_3003G292500
A0A1B6Q610	Protein cereblon	SORBI_3003G292500
A0A1B6Q613	Dolichyl-diphosphooligosaccharide--protein glycotransferase, EC 2.4.99.18	SORBI_3003G293400
A0A1B6Q615	Dihydroorotase, EC 3.5.2.3	SORBI_3003G294100
A0A1B6Q627	TPT domain-containing protein	SORBI_3003G296200
A0A1B6Q631	Protein kinase domain-containing protein	SORBI_3003G296700
A0A1B6Q637	Lipid-A-disaccharide synthase, EC 2.4.1.182	SORBI_3003G297700
A0A1B6Q638	Auxin response factor	SORBI_3003G298600
A0A1B6Q644	1,3-beta-glucan synthase, EC 2.4.1.34 (1,3-beta-glucan synthase)	SORBI_3003G298900
A0A1B6Q645	Auxin response factor	SORBI_3003G298600
A0A1B6Q646	Uncharacterized protein	SORBI_3003G298500
A0A1B6Q660	Phosphoenolpyruvate carboxylase, EC 4.1.1.31	SORBI_3003G301800
A0A1B6Q667	Cysteine dioxygenase, EC 1.13.11.20	SORBI_3003G302200
A0A1B6Q668	Dynein light chain	SORBI_3003G303100
A0A1B6Q670	Aspartate aminotransferase, EC 2.6.1.1	SORBI_3003G303300
A0A1B6Q673	Aspartate aminotransferase, EC 2.6.1.1	SORBI_3003G303300
A0A1B6Q685	Exocyst subunit Exo70 family protein	SORBI_3003G305400
A0A1B6Q699	Isopentenyl phosphate kinase, EC 2.7.4.26	SORBI_3003G306300
A0A1B6Q6A0	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3003G307700
A0A1B6Q6B3	Uncharacterized protein	SORBI_3003G309500
A0A1B6Q6B8	Copper transport protein	SORBI_3003G310200
A0A1B6Q6C0	Uncharacterized protein	SORBI_3003G310400
A0A1B6Q6C2	Ubiquitinyl hydrolase 1, EC 3.4.19.12	SORBI_3003G310900
A0A1B6Q6C3	Ubiquitinyl hydrolase 1, EC 3.4.19.12	SORBI_3003G310900
A0A1B6Q6D6	alpha-1,2-Mannosidase, EC 3.2.1.-	SORBI_3003G312700
A0A1B6Q6D7	Ubiquitinyl hydrolase 1, EC 3.4.19.12	SORBI_3003G310900
A0A1B6Q6I3	NAD(P)H dehydrogenase (quinone), EC 1.6.5.2	SORBI_3003G319700
A0A1B6Q6I5	DAGKc domain-containing protein	SORBI_3003G317400
A0A1B6Q6I7	NAD(P)H dehydrogenase (quinone), EC 1.6.5.2	SORBI_3003G319700
A0A1B6Q6J0	BHLH domain-containing protein	SORBI_3003G319800
A0A1B6Q6K8	Uncharacterized protein	SORBI_3003G324700
A0A1B6Q6L0	Morc6_S5 domain-containing protein	SORBI_3003G325800
A0A1B6Q6L4	Purple acid phosphatase, EC 3.1.3.2	SORBI_3003G326000
A0A1B6Q6L7	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3003G327100
A0A1B6Q6M3	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase, EC 2.7.1.148 (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	SORBI_3003G327200
A0A1B6Q6M5	SAP domain-containing protein	SORBI_3003G326500
A0A1B6Q6Q7	Uncharacterized protein	SORBI_3003G334700
A0A1B6Q6R1	Protein kinase domain-containing protein	SORBI_3003G335000
A0A1B6Q6R7	Uncharacterized protein	SORBI_3003G334700
A0A1B6Q6T7	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3003G339500
A0A1B6Q6T9	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3003G343600
A0A1B6Q6U3	Non-specific serine/threonine protein kinase, EC 2.7.11.1	SORBI_3003G339700
A0A1B6Q6V3	Uncharacterized protein	SORBI_3003G341100
A0A1B6Q6W5	Ammonium transporter	SORBI_3003G344700
A0A1B6Q6Y7	Uncharacterized protein	SORBI_3003G352300
A0A1B6Q702	Laccase, EC 1.10.3.2	SORBI_3003G357500
A0A1B6Q708	ULP_PROTEASE domain-containing protein	SORBI_3003G354700
A0A1B6Q709	Protein kinase domain-containing protein	SORBI_3003G358800
A0A1B6Q718	Nsp1_C domain-containing protein	SORBI_3003G361400
A0A1B6Q729	Protein-serine/threonine phosphatase, EC 3.1.3.16	SORBI_3003G361800
A0A1B6Q731	BZIP domain-containing protein	SORBI_3003G363400
A0A1B6Q743	Uncharacterized protein	SORBI_3003G363600
A0A1B6Q750	Fructose-bisphosphatase, EC 3.1.3.11 (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	SORBI_3003G367500
A0A1B6Q753	Trafficking protein particle complex subunit	SORBI_3003G366500
A0A1B6Q754	Protein kinase domain-containing protein	SORBI_3003G366300
A0A1B6Q766	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3003G364500
A0A1B6Q767	Castor_Poll_mid domain-containing protein	SORBI_3003G370200
A0A1B6Q769	Castor_Poll_mid domain-containing protein	SORBI_3003G370200
A0A1B6Q770	Uricase, EC 1.7.3.3	SORBI_3003G366400
A0A1B6Q781	Protein kinase domain-containing protein	SORBI_3003G370100
A0A1B6Q790	C2H2-type domain-containing protein	SORBI_3003G370700
A0A1B6Q7A1	Hexosyltransferase, EC 2.4.1.-	SORBI_3003G375300
A0A1B6Q7A6	Pectinesterase, EC 3.1.1.11	SORBI_3003G376900
A0A1B6Q7A9	ENTH domain-containing protein	SORBI_3003G377400
A0A1B6Q7B1	Uncharacterized protein	SORBI_3003G377300
A0A1B6Q7B4	Aa_trans domain-containing protein	SORBI_3003G376000
A0A1B6Q7B7	Protein kinase domain-containing protein	SORBI_3003G378100
A0A1B6Q7C2	Bidirectional sugar transporter SWEET	SORBI_3003G377700
A0A1B6Q7E1	AP2/ERF domain-containing protein	SORBI_3003G381400
A0A1B6Q7E5	Uncharacterized protein	SORBI_3003G377900
A0A1B6Q7F5	PHD-type domain-containing protein	SORBI_3003G382100
A0A1B6Q7F7	MLO-like protein	MLO SORBI_3003G382400
A0A1B6Q7F9	Beta-hexosaminidase, EC 3.2.1.52	SORBI_3003G384200
A0A1B6Q7G0	Protein ZIP4 homolog	SORBI_3003G384100
A0A1B6Q7G5	PHD-type domain-containing protein	SORBI_3003G382100
A0A1B6Q7G8	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3003G383800
A0A1B6Q7H1	Pectin acetylesterase, EC 3.1.1.-	SORBI_3003G384900
A0A1B6Q7H2	Protein kinase domain-containing protein	SORBI_3003G385000
A0A1B6Q7H3	Uncharacterized protein	SORBI_3003G382600
A0A1B6Q7H8	Trigger_N domain-containing protein	SORBI_3003G386300
A0A1B6Q7I0	Pectin acetylesterase, EC 3.1.1.-	SORBI_3003G384700
A0A1B6Q7J3	Ribosomal_L18_c domain-containing protein	SORBI_3003G387900
A0A1B6Q7K4	Uncharacterized protein	SORBI_3003G388300
A0A1B6Q7K5	Uncharacterized protein	SORBI_3003G388000
A0A1B6Q7M4	BHLH domain-containing protein	SORBI_3003G391100
A0A1B6Q7N7	Exocyst subunit Exo70 family protein	SORBI_3003G393400
A0A1B6Q7Q4	Uncharacterized protein	SORBI_3003G394900
A0A1B6Q7Q6	Vps53_N domain-containing protein	SORBI_3003G394200
A0A1B6Q7R2	Uncharacterized protein	SORBI_3003G396700
A0A1B6Q7T8	PMR5N domain-containing protein	SORBI_3003G400100
A0A1B6Q7V4	Auxin efflux carrier component	SORBI_3003G403900
A0A1B6Q7X7	Transaldolase, EC 2.2.1.2	SORBI_3003G410500
A0A1B6Q7Y0	Transaldolase, EC 2.2.1.2	SORBI_3003G410500
A0A1B6Q7Y1	S-acyltransferase, EC 2.3.1.225 (Palmitoyltransferase)	SORBI_3003G409600
A0A1B6Q7Y9	Nop domain-containing protein	SORBI_3003G407800
A0A1B6Q7Z0	Auxin response factor	SORBI_3003G411900
A0A1B6Q7Z8	Transaldolase, EC 2.2.1.2	SORBI_3003G410500
A0A1B6Q802	Aspartokinase, EC 2.7.2.4	SORBI_3003G412100
A0A1B6Q803	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	SORBI_3003G412000
A0A1B6Q812	Potassium transporter	SORBI_3003G413700
A0A1B6Q818	Glutathione transferase, EC 2.5.1.18	SORBI_3003G416300
A0A1B6Q846	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating), EC 1.1.1.44	SORBI_3003G418600
A0A1B6Q848	ERCC4 domain-containing protein	SORBI_3003G423700
A0A1B6Q859	Uncharacterized protein	SORBI_3003G425100
A0A1B6Q861	ERCC4 domain-containing protein	SORBI_3003G423800
A0A1B6Q873	Beta-galactosidase, EC 3.2.1.23 (Lactase)	SORBI_3003G428400
A0A1B6Q875	Glutathione transferase, EC 2.5.1.18	SORBI_3003G425701
A0A1B6Q877	Beta-galactosidase, EC 3.2.1.23 (Lactase)	SORBI_3003G428400
A0A1B6Q878	Glutathione transferase, EC 2.5.1.18	SORBI_3003G426300
A0A1B6Q880	SRP54 domain-containing protein	SORBI_3003G427400
A0A1B6Q885	NAD(P)H dehydrogenase (quinone), EC 1.6.5.2	SORBI_3003G429000
A0A1B6Q894	BHLH domain-containing protein	SORBI_3003G428800
A0A1B6Q8A7	Protein kinase domain-containing protein	SORBI_3003G432000
A0A1B6Q8C7	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3003G434900
A0A1B6Q8D3	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3003G434900
A0A1B6Q8D9	Sulfotransferase, EC 2.8.2.-	SORBI_3003G437200
A0A1B6Q8E3	DNA-directed RNA polymerase subunit, EC 2.7.7.6	SORBI_3003G439200
A0A1B6Q8E5	Plasma membrane ATPase, EC 7.1.2.1	SORBI_3003G436400
A0A1B6Q8E8	Uncharacterized protein	SORBI_3003G439100
A0A1B6Q8H9	Vacuolar fusion protein MON1 homolog	SORBI_3003G445400
A0A1B6Q8I7	Uncharacterized protein	SORBI_3003G445500
A0A1B6Q8J6	Pectin acetylesterase, EC 3.1.1.-	SORBI_3003G445000
A0A1B6Q8L5	Alanine transaminase, EC 2.6.1.2	SORBI_3002G006600
A0A1B6Q8L6	Uncharacterized protein	SORBI_3002G006900
A0A1B6Q8L9	Eukaryotic translation initiation factor 5A, eIF-5A	SORBI_3002G007100
A0A1B6Q8M8	Protein kinase domain-containing protein	SORBI_3002G005800
A0A1B6Q8N2	Alanine transaminase, EC 2.6.1.2	SORBI_3002G006600
A0A1B6Q8N4	Protein kinase domain-containing protein	SORBI_3002G013800
A0A1B6Q8N5	WRKY domain-containing protein	SORBI_3002G008600
A0A1B6Q8S6	Uncharacterized protein	SORBI_3002G023000
A0A1B6Q8S8	Glyco_trans_2-like domain-containing protein	SORBI_3002G022700
A0A1B6Q8U7	Epidermal patterning factor-like protein	SORBI_3002G025300
A0A1B6Q8V9	Protein kinase domain-containing protein	SORBI_3002G025000
A0A1B6Q8Y1	PH domain-containing protein	SORBI_3002G029300
A0A1B6Q8Y2	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, EC 1.3.5.1	SORBI_3002G028700
A0A1B6Q8Z1	Reticulon-like protein	SORBI_3002G030500
A0A1B6Q904	Protein kinase domain-containing protein	SORBI_3002G032800
A0A1B6Q914	(S)-2-hydroxy-acid oxidase, EC 1.1.3.15	SORBI_3002G036000
A0A1B6Q915	Peroxin-13	SORBI_3002G035900
A0A1B6Q918	(S)-2-hydroxy-acid oxidase, EC 1.1.3.15	SORBI_3002G036000
A0A1B6Q933	Protein kinase domain-containing protein	SORBI_3002G035600
A0A1B6Q940	Nuclear transcription factor Y subunit	SORBI_3002G038500
A0A1B6Q946	Ubiquitinyl hydrolase 1, EC 3.4.19.12	SORBI_3002G042600
A0A1B6Q949	Aminotran_1_2 domain-containing protein	SORBI_3002G041200
A0A1B6Q955	Ubiquitinyl hydrolase 1, EC 3.4.19.12	SORBI_3002G042600
A0A1B6Q962	Aminotran_1_2 domain-containing protein	SORBI_3002G041100
A0A1B6Q966	Valine--tRNA ligase, EC 6.1.1.9 (Valyl-tRNA synthetase)	SORBI_3002G042500
A0A1B6Q967	Protein kinase domain-containing protein	SORBI_3002G045200
A0A1B6Q970	Small nuclear ribonucleoprotein-associated protein	SORBI_3002G045100
A0A1B6Q972	Polyribonucleotide nucleotidyltransferase, EC 2.7.7.8 (Polynucleotide phosphorylase 1)	SORBI_3002G045700
A0A1B6Q9A4	Protein kinase domain-containing protein	SORBI_3002G051000
A0A1B6Q9B4	Protein kinase domain-containing protein	SORBI_3002G047700
A0A1B6Q9B9	MMS19 nucleotide excision repair protein	SORBI_3002G051600
A0A1B6Q9D8	RING-type domain-containing protein	SORBI_3002G055800
A0A1B6Q9E1	Protein kinase domain-containing protein	SORBI_3002G056500
A0A1B6Q9E2	RING-type domain-containing protein	SORBI_3002G055800
A0A1B6Q9E8	HAUS-augmin3 domain-containing protein	SORBI_3002G057400
A0A1B6Q9F9	DNA (cytosine-5)-methyltransferase, EC 2.1.1.37	SORBI_3002G056000
A0A1B6Q9G5	FAD-binding PCMH-type domain-containing protein	SORBI_3002G058500
A0A1B6Q9I0	TPX2 domain-containing protein	SORBI_3002G057200
A0A1B6Q9L1	AAA domain-containing protein	SORBI_3002G067000
A0A1B6Q9L5	AAA domain-containing protein	SORBI_3002G067000
A0A1B6Q9L9	AAA domain-containing protein	SORBI_3002G067300
A0A1B6Q9M9	AAA domain-containing protein	SORBI_3002G067400
A0A1B6Q9N4	RNA helicase, EC 3.6.4.13	SORBI_3002G071000
A0A1B6Q9P8	RNA helicase, EC 3.6.4.13	SORBI_3002G071000
A0A1B6Q9Q2	Galectin domain-containing protein	SORBI_3002G069000
A0A1B6Q9S5	Protein kinase domain-containing protein	SORBI_3002G075400
A0A1B6Q9S9	NAD(P)H dehydrogenase (quinone), EC 1.6.5.2	SORBI_3002G074400
A0A1B6Q9T3	Protein kinase domain-containing protein	SORBI_3002G074900
A0A1B6Q9U0	Uncharacterized protein	SORBI_3002G077700
A0A1B6Q9U4	Eukaryotic translation initiation factor 3 subunit E, eIF3e (Eukaryotic translation initiation factor 3 subunit 6)	SORBI_3002G077900
A0A1B6Q9V2	Methyltransferase, EC 2.1.1.-	SORBI_3002G073700
A0A1B6Q9V4	Uncharacterized protein	SORBI_3002G079500
A0A1B6Q9V6	Eukaryotic translation initiation factor 3 subunit E, eIF3e (Eukaryotic translation initiation factor 3 subunit 6)	SORBI_3002G077900
A0A1B6Q9V7	MADS-box domain-containing protein	SORBI_3002G080600
A0A1B6Q9X6	MADS-box domain-containing protein	SORBI_3002G081000
A0A1B6Q9Y2	Uncharacterized protein	SORBI_3002G083000
A0A1B6QA12	Glucose-1-phosphate adenylyltransferase, EC 2.7.7.27 (ADP-glucose pyrophosphorylase)	SORBI_3002G088600
A0A1B6QA24	MLO-like protein	MLO SORBI_3002G091700
A0A1B6QA32	Calreticulin	SORBI_3002G090500
A0A1B6QA33	Calreticulin	SORBI_3002G090500
A0A1B6QA72	Uncharacterized protein	SORBI_3002G094500
A0A1B6QA90	Dirigent protein	SORBI_3002G093800
A0A1B6QAA2	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3002G101200
A0A1B6QAB4	Uncharacterized protein	SORBI_3002G102700
A0A1B6QAD6	WRKY domain-containing protein	SORBI_3002G104400
A0A1B6QAE5	FAD-binding PCMH-type domain-containing protein	SORBI_3002G107000
A0A1B6QAF0	VOC domain-containing protein	SORBI_3002G105600
A0A1B6QAF9	Uncharacterized protein	SORBI_3002G107200
A0A1B6QAG2	Uncharacterized protein	SORBI_3002G107000
A0A1B6QAH1	ABC transporter domain-containing protein	SORBI_3002G109300
A0A1B6QAJ4	FAD-binding PCMH-type domain-containing protein	SORBI_3002G107400
A0A1B6QAJ5	Aspartate kinase, EC 2.7.2.4	SORBI_3002G111800
A0A1B6QAK9	GAGA-binding transcriptional activator	SORBI_3002G114200
A0A1B6QAM5	Uncharacterized protein	SORBI_3002G117600
A0A1B6QAQ0	t-SNARE coiled-coil homology domain-containing protein	SORBI_3002G118600
A0A1B6QAQ5	Carboxypeptidase, EC 3.4.16.-	SORBI_3002G121100
A0A1B6QAR9	Uncharacterized protein	SORBI_3002G123200
A0A1B6QAS0	WAT1-related protein	SORBI_3002G118900
A0A1B6QAS1	Uncharacterized protein	SORBI_3002G120700
A0A1B6QAS9	Flavin-containing monooxygenase, EC 1.-.-.-	SORBI_3002G120300
A0A1B6QAT1	Flavin-containing monooxygenase, EC 1.-.-.-	SORBI_3002G120300
A0A1B6QAU0	Alkyl transferase, EC 2.5.1.-	SORBI_3002G123500
A0A1B6QAX9	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent), EC 5.4.2.2	SORBI_3002G125800
A0A1B6QAY1	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent), EC 5.4.2.2	SORBI_3002G125800
A0A1B6QAY7	S-acyltransferase, EC 2.3.1.225 (Palmitoyltransferase)	SORBI_3002G130900
A0A1B6QB11	Pyr_redox_2 domain-containing protein	SORBI_3002G133800
A0A1B6QB34	Chlorophyllase, EC 3.1.1.14	SORBI_3002G135800
A0A1B6QB38	Uncharacterized protein	SORBI_3002G137000
A0A1B6QB47	Pectinesterase, EC 3.1.1.11	SORBI_3002G138400
A0A1B6QB52	Histidine--tRNA ligase, EC 6.1.1.21	SORBI_3002G140000
A0A1B6QB56	AP2/ERF domain-containing protein	SORBI_3002G139400
A0A1B6QB61	Uncharacterized protein	SORBI_3002G138200
A0A1B6QB79	AP2/ERF domain-containing protein	SORBI_3002G139300
A0A1B6QB99	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3002G142300
A0A1B6QBC2	HECT-type E3 ubiquitin transferase, EC 2.3.2.26	SORBI_3002G147600
A0A1B6QBC6	Uncharacterized protein	SORBI_3002G145800
A0A1B6QBC8	HECT-type E3 ubiquitin transferase, EC 2.3.2.26	SORBI_3002G147600
