Uniprot_arabadopsis	Uniprot_cerevisiae	AlphaFold_arabadopsis	AlphaFold_cerevisiae	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9C952	Q06224	AF-Q9C952-F1-model_v3	AF-Q06224-F1-model_v3	5.1e-176	520.0	0.00e+00	1698.80	5.231E-85	3525	platinum
Q9C9C4	P00924	AF-Q9C9C4-F1-model_v3	AF-P00924-F1-model_v3	3.6e-184	520.0	NA	NA	2.663E-66	2796	gold
Q9C9G6	P38829	AF-Q9C9G6-F1-model_v3	AF-P38829-F1-model_v3	6.1e-32	112.1	5.85e-14	367.36	2.523E-15	612	platinum
Q9C9M8	P38767	AF-Q9C9M8-F1-model_v3	AF-P38767-F1-model_v3	1.7e-28	116.7	NA	NA	NA	NA	silver
Q9C9Z8	P22203	AF-Q9C9Z8-F1-model_v3	AF-P22203-F1-model_v3	9.3e-32	114.4	0.00e+00	614.14	9.370E-17	656	platinum
Q9CA92	P22516	AF-Q9CA92-F1-model_v3	AF-P22516-F1-model_v3	5.0e-116	372.5	2.22e-16	1642.74	7.766E-63	2845	platinum
Q9CAD1	P38625	AF-Q9CAD1-F1-model_v3	AF-P38625-F1-model_v3	5.1e-178	510.0	0.00e+00	1320.41	1.618E-69	2852	platinum
Q9CAI1	P53295	AF-Q9CAI1-F1-model_v3	AF-P53295-F1-model_v3	3.9e-144	412.5	0.00e+00	968.56	1.083E-54	2214	platinum
Q9CAM7	P40339	AF-Q9CAM7-F1-model_v3	AF-P40339-F1-model_v3	3.6e-136	387.9	0.00e+00	923.96	2.127E-35	1826	platinum
Q9CAP1	P47039	AF-Q9CAP1-F1-model_v3	AF-P47039-F1-model_v3	1.6e-74	238.4	0.00e+00	996.42	1.549E-40	1757	platinum
Q9CAQ8	P38629	AF-Q9CAQ8-F1-model_v3	AF-P38629-F1-model_v3	3.7e-99	295.8	0.00e+00	898.19	6.096E-32	1609	platinum
Q9CAW4	Q99394	AF-Q9CAW4-F1-model_v3	AF-Q99394-F1-model_v3	2.0e-23	91.3	7.52e-08	334.94	1.209E-11	526	platinum
Q9CAX8	P32873	AF-Q9CAX8-F1-model_v3	AF-P32873-F1-model_v3	5.8e-09	56.2	NA	NA	NA	NA	silver
Q9FDZ9	Q02753	AF-Q9FDZ9-F1-model_v3	AF-Q02753-F1-model_v3	5.0e-55	169.1	0.00e+00	436.96	1.489E-18	738	platinum
Q9FE17	P53686	AF-Q9FE17-F1-model_v3	AF-P53686-F1-model_v3	3.5e-15	74.7	NA	NA	3.785E-16	688	gold
Q9FE62	Q06819	AF-Q9FE62-F1-model_v3	AF-Q06819-F1-model_v3	3.1e-63	188.3	0.00e+00	405.84	1.183E-25	951	platinum
Q9FEA2	P48525	AF-Q9FEA2-F1-model_v3	AF-P48525-F1-model_v3	8.0e-67	224.6	1.11e-16	1130.07	1.885E-33	1596	platinum
Q9FF17	Q12001	AF-Q9FF17-F1-model_v3	AF-Q12001-F1-model_v3	1.7e-96	301.6	0.00e+00	1264.96	1.241E-29	1823	platinum
Q9FFB0	P00729	AF-Q9FFB0-F1-model_v3	AF-P00729-F1-model_v3	4.8e-77	249.6	2.22e-15	1063.01	4.081E-42	1828	platinum
Q9FFF4	P25605	AF-Q9FFF4-F1-model_v3	AF-P25605-F1-model_v3	4.4e-14	70.9	1.09e-05	443.36	2.934E-14	642	platinum
Q9FFF9	P53886	AF-Q9FFF9-F1-model_v3	AF-P53886-F1-model_v3	1.8e-50	195.3	3.43e-10	1780.14	2.636E-38	2580	platinum
Q9FFI3	Q02873	AF-Q9FFI3-F1-model_v3	AF-Q02873-F1-model_v3	2.5e-09	51.6	1.56e-01	143.14	NA	NA	gold
Q9FFT9	P20448	AF-Q9FFT9-F1-model_v3	AF-P20448-F1-model_v3	7.0e-141	430.6	2.10e-13	1455.70	2.984E-64	2681	platinum
Q9FG01	P19736	AF-Q9FG01-F1-model_v3	AF-P19736-F1-model_v3	8.0e-30	120.6	3.25e-10	857.04	1.837E-19	1062	platinum
Q9FG38	P40959	AF-Q9FG38-F1-model_v3	AF-P40959-F1-model_v3	6.7e-10	58.5	NA	NA	NA	NA	silver
Q9FG73	P40991	AF-Q9FG73-F1-model_v3	AF-P40991-F1-model_v3	5.5e-150	447.2	3.36e-14	1318.90	7.717E-60	2457	platinum
Q9FG93	P38888	AF-Q9FG93-F1-model_v3	AF-P38888-F1-model_v3	1.8e-89	292.7	2.22e-16	1279.12	3.685E-38	1932	platinum
Q9FGI9	Q12400	AF-Q9FGI9-F1-model_v3	AF-Q12400-F1-model_v3	6.4e-32	119.4	1.37e-08	583.11	6.255E-21	832	platinum
Q9FGY9	Q02890	AF-Q9FGY9-F1-model_v3	AF-Q02890-F1-model_v3	4.0e-61	207.6	2.56e-13	835.30	2.366E-24	1145	platinum
Q9FH40	P53930	AF-Q9FH40-F1-model_v3	AF-P53930-F1-model_v3	2.2e-34	122.1	8.01e-13	474.97	6.770E-18	795	platinum
Q9FH91	P53759	AF-Q9FH91-F1-model_v3	AF-P53759-F1-model_v3	4.5e-77	243.8	0.00e+00	830.56	2.439E-34	1518	platinum
Q9FHA3	P13382	AF-Q9FHA3-F1-model_v3	AF-P13382-F1-model_v3	8.1e-169	545.8	2.04e-13	2737.02	NA	NA	gold
Q9FI61	P21734	AF-Q9FI61-F1-model_v3	AF-P21734-F1-model_v3	3.5e-52	164.9	0.00e+00	480.46	9.085E-21	861	platinum
Q9FI94	P38791	AF-Q9FI94-F1-model_v3	AF-P38791-F1-model_v3	7.8e-138	396.0	0.00e+00	870.11	7.868E-42	1855	platinum
Q9FIG0	Q03071	AF-Q9FIG0-F1-model_v3	AF-Q03071-F1-model_v3	4.8e-15	62.8	1.33e-15	211.49	1.302E-08	345	platinum
Q9FIN1	P38858	AF-Q9FIN1-F1-model_v3	AF-P38858-F1-model_v3	2.9e-35	124.8	0.00e+00	553.93	9.389E-25	953	platinum
Q9FIZ7	P28273	AF-Q9FIZ7-F1-model_v3	AF-P28273-F1-model_v3	0.0e+00	1159.8	0.00e+00	3375.13	0.000E+00	7550	platinum
Q9FJ79	P04786	AF-Q9FJ79-F1-model_v3	AF-P04786-F1-model_v3	6.8e-160	485.7	5.60e-11	1561.20	2.870E-59	2743	platinum
Q9FJ95	P35497	AF-Q9FJ95-F1-model_v3	AF-P35497-F1-model_v3	1.4e-85	261.5	0.00e+00	956.89	1.685E-45	1756	platinum
Q9FJD4	Q06142	AF-Q9FJD4-F1-model_v3	AF-Q06142-F1-model_v3	3.6e-131	412.1	0.00e+00	2246.36	4.712E-42	2764	platinum
Q9FJH6	P40024	AF-Q9FJH6-F1-model_v3	AF-P40024-F1-model_v3	4.5e-206	587.0	0.00e+00	1616.56	3.439E-76	3264	platinum
Q9FJI1	Q12055	AF-Q9FJI1-F1-model_v3	AF-Q12055-F1-model_v3	2.6e-41	136.0	0.00e+00	484.60	8.721E-23	857	platinum
Q9FJI5	P11412	AF-Q9FJI5-F1-model_v3	AF-P11412-F1-model_v3	5.5e-165	475.3	0.00e+00	1310.88	1.519E-63	2857	platinum
Q9FJK6	P47821	AF-Q9FJK6-F1-model_v3	AF-P47821-F1-model_v3	2.0e-23	94.7	0.00e+00	580.24	6.137E-12	683	platinum
Q9FJL0	Q12267	AF-Q9FJL0-F1-model_v3	AF-Q12267-F1-model_v3	4.0e-184	578.2	1.68e-13	3267.98	NA	NA	gold
Q9FJR0	P30771	AF-Q9FJR0-F1-model_v3	AF-P30771-F1-model_v3	0.0e+00	921.0	1.11e-16	2290.88	0.000E+00	5041	platinum
Q9FJW0	Q12464	AF-Q9FJW0-F1-model_v3	AF-Q12464-F1-model_v3	1.0e-218	608.6	0.00e+00	1258.49	5.518E-72	2975	platinum
Q9FJY5	P47083	AF-Q9FJY5-F1-model_v3	AF-P47083-F1-model_v3	4.4e-38	145.6	2.84e-07	884.01	NA	NA	gold
Q9FK29	P33296	AF-Q9FK29-F1-model_v3	AF-P33296-F1-model_v3	7.8e-51	164.5	1.11e-16	560.18	4.519E-24	966	platinum
Q9FKB0	P40089	AF-Q9FKB0-F1-model_v3	AF-P40089-F1-model_v3	1.7e-17	68.6	NA	NA	6.509E-09	431	gold
Q9FKB3	P40459	AF-Q9FKB3-F1-model_v3	AF-P40459-F1-model_v3	3.9e-46	156.4	0.00e+00	698.92	1.485E-30	1210	platinum
Q9FKI4	P07347	AF-Q9FKI4-F1-model_v3	AF-P07347-F1-model_v3	7.0e-49	157.1	0.00e+00	428.53	1.008E-21	870	platinum
Q9FKT8	P40086	AF-Q9FKT8-F1-model_v3	AF-P40086-F1-model_v3	2.8e-82	260.4	0.00e+00	967.67	3.380E-25	1439	platinum
Q9FL33	P24279	AF-Q9FL33-F1-model_v3	AF-P24279-F1-model_v3	7.9e-195	577.8	2.92e-12	1795.43	3.196E-82	3563	platinum
Q9FL69	P40529	AF-Q9FL69-F1-model_v3	AF-P40529-F1-model_v3	6.0e-30	116.7	7.29e-05	521.18	8.866E-14	556	platinum
Q9FL95	P36156	AF-Q9FL95-F1-model_v3	AF-P36156-F1-model_v3	1.2e-66	211.8	NA	NA	3.795E-30	1327	gold
Q9FLE4	P46943	AF-Q9FLE4-F1-model_v3	AF-P46943-F1-model_v3	2.5e-224	637.5	0.00e+00	1698.22	4.707E-84	3662	platinum
Q9FLI5	P36163	AF-Q9FLI5-F1-model_v3	AF-P36163-F1-model_v3	1.7e-35	133.3	5.76e-08	631.84	2.338E-18	871	platinum
Q9FLL1	Q08444	AF-Q9FLL1-F1-model_v3	AF-Q08444-F1-model_v3	3.0e-14	73.2	5.66e-05	604.27	3.244E-23	916	platinum
Q9FLM1	Q02979	AF-Q9FLM1-F1-model_v3	AF-Q02979-F1-model_v3	6.3e-32	125.6	NA	NA	1.165E-24	999	gold
Q9FLN4	P12687	AF-Q9FLN4-F1-model_v3	AF-P12687-F1-model_v3	5.1e-20	84.3	1.27e-04	308.67	2.384E-10	446	platinum
Q9FLX9	P25382	AF-Q9FLX9-F1-model_v3	AF-P25382-F1-model_v3	6.9e-57	194.9	0.00e+00	1284.38	2.416E-66	2863	platinum
Q9FLZ5	P53916	AF-Q9FLZ5-F1-model_v3	AF-P53916-F1-model_v3	8.5e-11	61.2	NA	NA	NA	NA	silver
Q9FMF9	P49955	AF-Q9FMF9-F1-model_v3	AF-P49955-F1-model_v3	5.2e-289	837.4	4.32e-13	2529.77	2.155E-65	4343	platinum
Q9FMG0	P47177	AF-Q9FMG0-F1-model_v3	AF-P47177-F1-model_v3	2.0e-10	59.3	3.89e-15	536.59	1.836E-15	642	platinum
Q9FMK9	Q05924	AF-Q9FMK9-F1-model_v3	AF-Q05924-F1-model_v3	5.1e-55	188.7	0.00e+00	723.88	6.012E-32	1274	platinum
Q9FMR9	Q03940	AF-Q9FMR9-F1-model_v3	AF-Q03940-F1-model_v3	4.6e-215	598.6	0.00e+00	1224.18	6.864E-69	2907	platinum
Q9FMU5	P40362	AF-Q9FMU5-F1-model_v3	AF-P40362-F1-model_v3	5.2e-54	190.7	2.61e-12	1104.95	2.469E-42	1871	platinum
Q9FMX3	P32466	AF-Q9FMX3-F1-model_v3	AF-P32466-F1-model_v3	4.7e-61	208.4	NA	NA	NA	NA	silver
Q9FN03	Q08023	AF-Q9FN03-F1-model_v3	AF-Q08023-F1-model_v3	2.5e-13	69.7	NA	NA	NA	NA	silver
Q9FN05	P38138	AF-Q9FN05-F1-model_v3	AF-P38138-F1-model_v3	2.1e-191	573.5	0.00e+00	2097.84	0.000E+00	4390	platinum
Q9FN21	P38758	AF-Q9FN21-F1-model_v3	AF-P38758-F1-model_v3	1.0e-32	127.1	0.00e+00	818.01	2.981E-34	1396	platinum
Q9FN41	P47095	AF-Q9FN41-F1-model_v3	AF-P47095-F1-model_v3	4.3e-44	154.1	1.09e-14	549.99	3.099E-20	961	platinum
Q9FN52	P48570	AF-Q9FN52-F1-model_v3	AF-P48570-F1-model_v3	1.1e-41	152.5	NA	NA	1.057E-34	1506	gold
Q9FN89	P38066	AF-Q9FN89-F1-model_v3	AF-P38066-F1-model_v3	4.7e-36	135.2	NA	NA	NA	NA	silver
Q9FNA4	Q06706	AF-Q9FNA4-F1-model_v3	AF-Q06706-F1-model_v3	2.1e-71	260.8	3.39e-14	2503.89	7.593E-59	3530	platinum
Q9FNH2	P40078	AF-Q9FNH2-F1-model_v3	AF-P40078-F1-model_v3	2.0e-109	314.7	3.33e-16	662.88	2.991E-37	1408	platinum
Q9FNK4	P07991	AF-Q9FNK4-F1-model_v3	AF-P07991-F1-model_v3	1.6e-151	436.4	0.00e+00	1153.55	1.294E-55	2375	platinum
Q9FNP1	P24004	AF-Q9FNP1-F1-model_v3	AF-P24004-F1-model_v3	5.9e-88	305.1	0.00e+00	1738.06	2.717E-72	3057	platinum
Q9FNQ1	P53327	AF-Q9FNQ1-F1-model_v3	AF-P53327-F1-model_v3	0.0e+00	1476.1	NA	NA	0.000E+00	9510	gold
Q9FNY7	P53397	AF-Q9FNY7-F1-model_v3	AF-P53397-F1-model_v3	4.9e-39	141.0	1.11e-16	728.68	1.329E-19	942	platinum
Q9FPS3	Q01477	AF-Q9FPS3-F1-model_v3	AF-Q01477-F1-model_v3	2.5e-22	99.4	NA	NA	NA	NA	silver
Q9FQ03	Q02792	AF-Q9FQ03-F1-model_v3	AF-Q02792-F1-model_v3	7.1e-200	600.5	8.88e-16	1905.48	2.147E-73	3331	platinum
Q9FR53	P32600	AF-Q9FR53-F1-model_v3	AF-P32600-F1-model_v3	0.0e+00	1637.5	0.00e+00	5926.20	0.000E+00	9302	platinum
Q9FT93	P25586	AF-Q9FT93-F1-model_v3	AF-P25586-F1-model_v3	3.7e-117	341.7	4.44e-16	830.58	1.292E-38	1570	platinum
Q9FX21	P39007	AF-Q9FX21-F1-model_v3	AF-P39007-F1-model_v3	6.1e-221	634.4	0.00e+00	1912.44	1.885E-61	3648	platinum
Q9FXD1	P38688	AF-Q9FXD1-F1-model_v3	AF-P38688-F1-model_v3	1.3e-08	55.8	NA	NA	NA	NA	silver
Q9FY49	Q10740	AF-Q9FY49-F1-model_v3	AF-Q10740-F1-model_v3	1.7e-86	281.6	0.00e+00	1372.06	1.706E-48	2409	platinum
Q9FYK3	P38732	AF-Q9FYK3-F1-model_v3	AF-P38732-F1-model_v3	1.3e-08	55.1	NA	NA	NA	NA	silver
Q9FZ49	P53868	AF-Q9FZ49-F1-model_v3	AF-P53868-F1-model_v3	7.7e-52	184.5	0.00e+00	1158.18	3.315E-32	1738	platinum
Q9FZH5	P29952	AF-Q9FZH5-F1-model_v3	AF-P29952-F1-model_v3	9.6e-87	269.6	0.00e+00	1060.15	2.003E-46	2084	platinum
Q9FZK4	P33331	AF-Q9FZK4-F1-model_v3	AF-P33331-F1-model_v3	2.7e-41	131.3	0.00e+00	358.61	5.640E-17	739	platinum
Q9LD55	P38249	AF-Q9LD55-F1-model_v3	AF-P38249-F1-model_v3	2.3e-79	276.9	3.33e-16	2038.66	4.306E-37	1963	platinum
Q9LD90	P33322	AF-Q9LD90-F1-model_v3	AF-P33322-F1-model_v3	6.0e-207	583.2	0.00e+00	1260.94	2.936E-69	2859	platinum
Q9LDK9	P46682	AF-Q9LDK9-F1-model_v3	AF-P46682-F1-model_v3	1.3e-25	111.3	NA	NA	NA	NA	silver
Q9LDR4	P32462	AF-Q9LDR4-F1-model_v3	AF-P32462-F1-model_v3	1.5e-64	209.9	NA	NA	1.892E-22	1196	gold
Q9LE16	Q08235	AF-Q9LE16-F1-model_v3	AF-Q08235-F1-model_v3	1.2e-79	242.3	0.00e+00	730.66	8.531E-38	1505	platinum
Q9LE22	Q06580	AF-Q9LE22-F1-model_v3	AF-Q06580-F1-model_v3	2.3e-04	37.7	NA	NA	NA	NA	silver
Q9LEU8	P04076	AF-Q9LEU8-F1-model_v3	AF-P04076-F1-model_v3	2.3e-109	331.6	0.00e+00	1320.11	1.187E-41	2223	platinum
Q9LEW0	P50102	AF-Q9LEW0-F1-model_v3	AF-P50102-F1-model_v3	4.6e-56	193.7	2.06e-13	912.70	2.936E-39	1661	platinum
Q9LEY9	P32495	AF-Q9LEY9-F1-model_v3	AF-P32495-F1-model_v3	2.2e-24	90.5	8.99e-15	369.67	1.041E-18	713	platinum
Q9LF27	Q12024	AF-Q9LF27-F1-model_v3	AF-Q12024-F1-model_v3	3.9e-49	171.8	0.00e+00	939.71	2.878E-41	1835	platinum
Q9LF41	P54860	AF-Q9LF41-F1-model_v3	AF-P54860-F1-model_v3	5.7e-84	290.8	0.00e+00	2120.70	4.749E-40	2690	platinum
Q9LF46	P39994	AF-Q9LF46-F1-model_v3	AF-P39994-F1-model_v3	3.7e-112	344.0	0.00e+00	1318.90	1.524E-54	2310	platinum
Q9LF61	P39542	AF-Q9LF61-F1-model_v3	AF-P39542-F1-model_v3	1.3e-07	51.2	NA	NA	7.095E-13	734	gold
Q9LFE2	Q05946	AF-Q9LFE2-F1-model_v3	AF-Q05946-F1-model_v3	3.5e-38	151.4	0.00e+00	1954.63	1.487E-68	3224	platinum
Q9LFP1	Q12255	AF-Q9LFP1-F1-model_v3	AF-Q12255-F1-model_v3	7.1e-11	58.2	NA	NA	NA	NA	silver
Q9LFS8	Q08204	AF-Q9LFS8-F1-model_v3	AF-Q08204-F1-model_v3	6.6e-67	243.0	7.93e-09	2514.50	1.060E-63	2818	platinum
Q9LFV6	P13433	AF-Q9LFV6-F1-model_v3	AF-P13433-F1-model_v3	8.5e-167	523.5	7.77e-16	2120.45	1.317E-64	3420	platinum
Q9LHE7	P20604	AF-Q9LHE7-F1-model_v3	AF-P20604-F1-model_v3	1.1e-150	422.9	NA	NA	1.774E-51	2063	gold
Q9LHN4	Q12185	AF-Q9LHN4-F1-model_v3	AF-Q12185-F1-model_v3	1.2e-35	132.5	NA	NA	2.292E-24	1115	gold
Q9LHQ7	P32783	AF-Q9LHQ7-F1-model_v3	AF-P32783-F1-model_v3	8.3e-59	194.9	6.59e-13	662.89	7.368E-33	1298	platinum
Q9LI77	Q03557	AF-Q9LI77-F1-model_v3	AF-Q03557-F1-model_v3	2.2e-70	231.1	0.00e+00	1050.24	2.778E-42	1877	platinum
Q9LIH6	P12887	AF-Q9LIH6-F1-model_v3	AF-P12887-F1-model_v3	1.4e-47	162.2	5.82e-12	632.62	1.141E-24	1030	platinum
Q9LIN4	Q12463	AF-Q9LIN4-F1-model_v3	AF-Q12463-F1-model_v3	1.2e-64	213.4	0.00e+00	933.93	7.732E-41	1667	platinum
Q9LIP9	P14742	AF-Q9LIP9-F1-model_v3	AF-P14742-F1-model_v3	5.3e-230	655.2	0.00e+00	1733.85	7.341E-89	4022	platinum
Q9LIQ6	Q08465	AF-Q9LIQ6-F1-model_v3	AF-Q08465-F1-model_v3	2.4e-20	84.0	NA	NA	NA	NA	silver
Q9LIR4	P39522	AF-Q9LIR4-F1-model_v3	AF-P39522-F1-model_v3	1.5e-236	664.1	0.00e+00	1627.42	8.298E-81	3441	platinum
Q9LJ87	Q06697	AF-Q9LJ87-F1-model_v3	AF-Q06697-F1-model_v3	1.0e-24	102.8	1.09e-09	731.01	3.037E-26	1024	platinum
Q9LJ98	P40005	AF-Q9LJ98-F1-model_v3	AF-P40005-F1-model_v3	1.5e-15	66.2	0.00e+00	311.41	5.235E-07	302	platinum
Q9LK96	P35183	AF-Q9LK96-F1-model_v3	AF-P35183-F1-model_v3	1.9e-14	72.0	NA	NA	NA	NA	silver
Q9LKI5	P06777	AF-Q9LKI5-F1-model_v3	AF-P06777-F1-model_v3	1.3e-92	315.8	4.22e-15	1750.72	2.430E-57	2683	platinum
Q9LKU3	Q04048	AF-Q9LKU3-F1-model_v3	AF-Q04048-F1-model_v3	3.8e-54	201.1	1.11e-16	1771.06	2.089E-30	1915	platinum
Q9LM02	P25087	AF-Q9LM02-F1-model_v3	AF-P25087-F1-model_v3	1.9e-111	327.4	0.00e+00	913.17	7.869E-43	1885	platinum
Q9LM13	P00950	AF-Q9LM13-F1-model_v3	AF-P00950-F1-model_v3	3.1e-45	152.9	0.00e+00	558.72	2.213E-23	935	platinum
Q9LM20	P39016	AF-Q9LM20-F1-model_v3	AF-P39016-F1-model_v3	6.3e-43	161.4	NA	NA	NA	NA	silver
Q9LM25	Q05787	AF-Q9LM25-F1-model_v3	AF-Q05787-F1-model_v3	9.5e-18	85.5	5.66e-08	1163.13	9.772E-17	1081	platinum
Q9LMH0	P34253	AF-Q9LMH0-F1-model_v3	AF-P34253-F1-model_v3	2.9e-29	111.7	0.00e+00	636.11	6.467E-22	962	platinum
Q9LMS7	P05453	AF-Q9LMS7-F1-model_v3	AF-P05453-F1-model_v3	7.4e-164	479.9	0.00e+00	1372.53	1.222E-69	2927	platinum
Q9LMT0	P06242	AF-Q9LMT0-F1-model_v3	AF-P06242-F1-model_v3	8.0e-101	299.7	NA	NA	4.723E-33	1477	gold
Q9LMX8	P50278	AF-Q9LMX8-F1-model_v3	AF-P50278-F1-model_v3	5.5e-25	99.4	NA	NA	NA	NA	silver
Q9LP45	Q12377	AF-Q9LP45-F1-model_v3	AF-Q12377-F1-model_v3	6.4e-104	313.2	0.00e+00	1175.42	2.697E-29	1634	platinum
Q9LPC8	Q04311	AF-Q9LPC8-F1-model_v3	AF-Q04311-F1-model_v3	4.7e-32	129.0	1.59e-07	915.73	1.415E-28	1244	platinum
Q9LPD9	P29469	AF-Q9LPD9-F1-model_v3	AF-P29469-F1-model_v3	9.1e-242	700.7	0.00e+00	1983.43	6.262E-97	4177	platinum
Q9LPM7	P36110	AF-Q9LPM7-F1-model_v3	AF-P36110-F1-model_v3	4.6e-25	96.3	NA	NA	NA	NA	silver
Q9LPP3	P40055	AF-Q9LPP3-F1-model_v3	AF-P40055-F1-model_v3	3.1e-108	332.4	0.00e+00	1265.63	1.041E-54	2359	platinum
Q9LR75	P11353	AF-Q9LR75-F1-model_v3	AF-P11353-F1-model_v3	3.5e-114	334.3	0.00e+00	809.45	2.204E-36	1633	platinum
Q9LRX8	P26784	AF-Q9LRX8-F1-model_v3	AF-P26784-F1-model_v3	2.2e-68	206.1	NA	NA	4.570E-27	1052	gold
Q9LRZ3	Q04373	AF-Q9LRZ3-F1-model_v3	AF-Q04373-F1-model_v3	4.3e-35	139.0	2.11e-13	1262.91	1.631E-18	1235	platinum
Q9LSD6	P32381	AF-Q9LSD6-F1-model_v3	AF-P32381-F1-model_v3	5.1e-167	471.1	0.00e+00	1079.79	1.438E-56	2367	platinum
Q9LSW8	P42940	AF-Q9LSW8-F1-model_v3	AF-P42940-F1-model_v3	9.2e-71	216.1	0.00e+00	685.26	1.178E-33	1346	platinum
Q9LT02	P39986	AF-Q9LT02-F1-model_v3	AF-P39986-F1-model_v3	6.4e-273	801.6	0.00e+00	2884.06	9.743E-98	5412	platinum
Q9LT08	P43588	AF-Q9LT08-F1-model_v3	AF-P43588-F1-model_v3	1.9e-130	371.7	0.00e+00	830.10	5.144E-45	1732	platinum
Q9LT31	P54787	AF-Q9LT31-F1-model_v3	AF-P54787-F1-model_v3	6.9e-33	128.6	9.53e-09	728.20	2.694E-13	787	platinum
Q9LTF2	P46784	AF-Q9LTF2-F1-model_v3	AF-P46784-F1-model_v3	3.4e-32	109.8	NA	NA	8.877E-16	580	gold
Q9LTR9	P14743	AF-Q9LTR9-F1-model_v3	AF-P14743-F1-model_v3	6.8e-113	337.4	0.00e+00	1036.30	2.903E-52	2106	platinum
Q9LTS6	Q02608	AF-Q9LTS6-F1-model_v3	AF-Q02608-F1-model_v3	9.2e-22	82.0	3.90e-08	230.19	9.436E-09	406	platinum
Q9LTU6	Q99216	AF-Q9LTU6-F1-model_v3	AF-Q99216-F1-model_v3	2.7e-76	229.2	0.00e+00	548.30	1.473E-26	1099	platinum
Q9LTV6	P32573	AF-Q9LTV6-F1-model_v3	AF-P32573-F1-model_v3	2.9e-52	171.4	0.00e+00	717.19	3.201E-30	1190	platinum
Q9LTW8	P28274	AF-Q9LTW8-F1-model_v3	AF-P28274-F1-model_v3	3.8e-231	649.4	0.00e+00	1575.30	6.441E-84	3533	platinum
Q9LTX7	Q12532	AF-Q9LTX7-F1-model_v3	AF-Q12532-F1-model_v3	1.2e-49	189.5	4.62e-09	1622.42	5.732E-58	2664	platinum
Q9LU28	P33753	AF-Q9LU28-F1-model_v3	AF-P33753-F1-model_v3	7.5e-30	122.1	1.13e-08	908.52	1.496E-37	1551	platinum
Q9LU44	Q12186	AF-Q9LU44-F1-model_v3	AF-Q12186-F1-model_v3	6.2e-40	152.1	NA	NA	4.282E-24	951	gold
Q9LU86	P40553	AF-Q9LU86-F1-model_v3	AF-P40553-F1-model_v3	1.1e-18	79.0	1.51e-09	430.41	2.140E-17	688	platinum
Q9LU93	P40958	AF-Q9LU93-F1-model_v3	AF-P40958-F1-model_v3	6.2e-45	146.4	0.00e+00	515.20	2.994E-23	970	platinum
Q9LUJ5	P36049	AF-Q9LUJ5-F1-model_v3	AF-P36049-F1-model_v3	5.5e-19	84.3	2.05e-05	509.74	7.454E-10	400	platinum
Q9LV03	Q12680	AF-Q9LV03-F1-model_v3	AF-Q12680-F1-model_v3	0.0e+00	1995.7	0.00e+00	5558.71	0.000E+00	12155	platinum
Q9LV21	P39078	AF-Q9LV21-F1-model_v3	AF-P39078-F1-model_v3	2.6e-214	602.4	0.00e+00	1509.32	2.168E-64	3199	platinum
Q9LV27	P41318	AF-Q9LV27-F1-model_v3	AF-P41318-F1-model_v3	2.2e-77	236.5	0.00e+00	865.90	1.484E-43	2018	platinum
Q9LV77	P49090	AF-Q9LV77-F1-model_v3	AF-P49090-F1-model_v3	2.6e-201	572.8	0.00e+00	1463.99	1.103E-66	3238	platinum
Q9LV94	P25040	AF-Q9LV94-F1-model_v3	AF-P25040-F1-model_v3	3.7e-12	65.1	1.37e-04	495.21	NA	NA	gold
Q9LVC8	P49017	AF-Q9LVC8-F1-model_v3	AF-P49017-F1-model_v3	1.5e-68	213.4	0.00e+00	689.62	8.057E-31	1321	platinum
Q9LVD0	P25627	AF-Q9LVD0-F1-model_v3	AF-P25627-F1-model_v3	3.0e-77	234.6	0.00e+00	620.30	3.954E-34	1342	platinum
Q9LVD8	P53309	AF-Q9LVD8-F1-model_v3	AF-P53309-F1-model_v3	1.3e-20	93.6	NA	NA	NA	NA	silver
Q9LVF2	Q12220	AF-Q9LVF2-F1-model_v3	AF-Q12220-F1-model_v3	1.6e-68	245.0	0.00e+00	2206.27	7.832E-93	4191	platinum
Q9LVG7	P46683	AF-Q9LVG7-F1-model_v3	AF-P46683-F1-model_v3	1.8e-04	40.8	NA	NA	NA	NA	silver
Q9LVM1	P40416	AF-Q9LVM1-F1-model_v3	AF-P40416-F1-model_v3	8.1e-196	568.9	0.00e+00	1770.22	1.814E-60	3087	platinum
Q9LVN7	P15436	AF-Q9LVN7-F1-model_v3	AF-P15436-F1-model_v3	0.0e+00	983.0	0.00e+00	2788.17	0.000E+00	5624	platinum
Q9LVP1	P13099	AF-Q9LVP1-F1-model_v3	AF-P13099-F1-model_v3	6.6e-131	406.8	0.00e+00	1619.16	1.787E-64	3133	platinum
Q9LX30	P15442	AF-Q9LX30-F1-model_v3	AF-P15442-F1-model_v3	1.1e-63	236.5	6.59e-06	1593.18	NA	NA	gold
Q9LX33	P29703	AF-Q9LX33-F1-model_v3	AF-P29703-F1-model_v3	5.4e-15	72.4	0.00e+00	679.29	5.105E-13	766	platinum
Q9LXC9	P00817	AF-Q9LXC9-F1-model_v3	AF-P00817-F1-model_v3	1.8e-76	233.4	0.00e+00	634.55	1.839E-31	1320	platinum
Q9LXD1	Q04772	AF-Q9LXD1-F1-model_v3	AF-Q04772-F1-model_v3	1.4e-19	80.9	7.73e-06	294.70	7.172E-11	436	platinum
