Uniprot_arabadopsis	Uniprot_arabadopsis	AlphaFold_arabadopsis	AlphaFold_arabadopsis	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q53YF3	Q9MA96	AF-Q53YF3-F1-model_v3	AF-Q9MA96-F1-model_v3	2.8e-107	303.1	0.00e+00	479.73	9.968E-28	1269	platinum
Q56WL5	Q9LXI8	AF-Q56WL5-F1-model_v3	AF-Q9LXI8-F1-model_v3	1.4e-23	84.0	5.87e-12	168.10	9.208E-05	171	platinum
Q56X46	Q8L7W1	AF-Q56X46-F1-model_v3	AF-Q8L7W1-F1-model_v3	1.3e-216	620.9	1.72e-10	1438.79	7.548E-59	2660	platinum
Q56X75	Q8GWD5	AF-Q56X75-F1-model_v3	AF-Q8GWD5-F1-model_v3	1.4e-70	211.1	0.00e+00	486.60	2.575E-19	936	platinum
Q56XE2	Q94JV0	AF-Q56XE2-F1-model_v3	AF-Q94JV0-F1-model_v3	2.3e-47	161.4	1.84e-08	670.96	NA	NA	gold
Q56Y15	Q84JD6	AF-Q56Y15-F1-model_v3	AF-Q84JD6-F1-model_v3	2.3e-156	440.7	3.51e-08	678.11	1.509E-34	1092	platinum
Q56YK7	Q9SN87	AF-Q56YK7-F1-model_v3	AF-Q9SN87-F1-model_v3	1.4e-04	37.0	2.49e-03	118.95	NA	NA	gold
Q58FX0	Q941L2	AF-Q58FX0-F1-model_v3	AF-Q941L2-F1-model_v3	2.8e-62	191.8	2.52e-11	420.20	6.756E-22	1003	platinum
Q58FY7	Q9M375	AF-Q58FY7-F1-model_v3	AF-Q9M375-F1-model_v3	5.5e-81	252.3	5.00e-15	739.13	3.426E-37	1620	platinum
Q58G35	Q5BQ04	AF-Q58G35-F1-model_v3	AF-Q5BQ04-F1-model_v3	8.9e-130	366.7	0.00e+00	606.14	3.117E-24	1337	platinum
Q58G48	Q8VY47	AF-Q58G48-F1-model_v3	AF-Q8VY47-F1-model_v3	4.9e-18	77.4	2.81e-02	169.52	NA	NA	gold
Q58G56	Q9SIN7	AF-Q58G56-F1-model_v3	AF-Q9SIN7-F1-model_v3	2.4e-56	169.5	0.00e+00	297.36	2.020E-12	508	platinum
Q5BPR0	Q9MAI8	AF-Q5BPR0-F1-model_v3	AF-Q9MAI8-F1-model_v3	7.6e-22	90.9	3.74e-03	324.39	6.193E-11	419	platinum
Q5BPR8	Q7Y227	AF-Q5BPR8-F1-model_v3	AF-Q7Y227-F1-model_v3	1.7e-186	534.6	0.00e+00	1160.19	7.568E-50	2507	platinum
Q5BPZ1	Q9LFX3	AF-Q5BPZ1-F1-model_v3	AF-Q9LFX3-F1-model_v3	2.0e-209	587.0	0.00e+00	1386.57	4.200E-45	2635	platinum
Q5G5E0	Q9SVW8	AF-Q5G5E0-F1-model_v3	AF-Q9SVW8-F1-model_v3	4.6e-91	288.9	0.00e+00	1355.17	3.264E-59	2794	platinum
Q5MK23	Q5MK24	AF-Q5MK23-F1-model_v3	AF-Q5MK24-F1-model_v3	5.8e-94	275.0	0.00e+00	593.60	5.098E-21	1074	platinum
Q5PP38	Q8W4H1	AF-Q5PP38-F1-model_v3	AF-Q8W4H1-F1-model_v3	5.2e-197	556.6	1.70e-07	856.91	2.142E-41	1610	platinum
Q5Q0B1	Q9SJ21	AF-Q5Q0B1-F1-model_v3	AF-Q9SJ21-F1-model_v3	7.8e-11	55.1	6.63e-03	168.71	NA	NA	gold
Q5Q0D8	Q944L5	AF-Q5Q0D8-F1-model_v3	AF-Q944L5-F1-model_v3	2.8e-33	110.2	5.96e-05	137.79	1.778E-06	260	platinum
Q5Q0F0	Q9SUE9	AF-Q5Q0F0-F1-model_v3	AF-Q9SUE9-F1-model_v3	2.0e-96	299.3	1.15e-06	999.12	3.199E-30	1506	platinum
Q5S4W1	Q9M397	AF-Q5S4W1-F1-model_v3	AF-Q9M397-F1-model_v3	5.1e-141	412.5	2.32e-04	758.33	2.768E-35	1299	platinum
Q5XV66	Q8VZD1	AF-Q5XV66-F1-model_v3	AF-Q8VZD1-F1-model_v3	9.3e-59	191.0	1.19e-09	580.55	1.058E-24	920	platinum
Q5XVH5	Q9FGV2	AF-Q5XVH5-F1-model_v3	AF-Q9FGV2-F1-model_v3	1.1e-78	256.5	2.13e-02	521.31	1.312E-21	798	platinum
Q5XVI1	Q9SQR5	AF-Q5XVI1-F1-model_v3	AF-Q9SQR5-F1-model_v3	6.0e-115	352.1	1.58e-05	1087.45	8.525E-28	1607	platinum
Q5XVJ3	Q9M330	AF-Q5XVJ3-F1-model_v3	AF-Q9M330-F1-model_v3	1.4e-57	182.2	0.00e+00	399.45	3.261E-17	762	platinum
Q5XVK9	Q8GW93	AF-Q5XVK9-F1-model_v3	AF-Q8GW93-F1-model_v3	2.3e-51	172.6	1.53e-14	580.41	3.827E-27	1138	platinum
Q67YA7	Q94K10	AF-Q67YA7-F1-model_v3	AF-Q94K10-F1-model_v3	1.3e-125	362.5	1.71e-08	739.14	NA	NA	gold
Q67YC9	Q8L9Q7	AF-Q67YC9-F1-model_v3	AF-Q8L9Q7-F1-model_v3	5.7e-105	300.1	0.00e+00	516.55	2.526E-28	1306	platinum
Q67YG7	Q9CA45	AF-Q67YG7-F1-model_v3	AF-Q9CA45-F1-model_v3	9.2e-25	92.4	9.13e-04	223.33	9.367E-08	283	platinum
Q67ZM7	Q9LZ76	AF-Q67ZM7-F1-model_v3	AF-Q9LZ76-F1-model_v3	1.1e-63	203.0	2.22e-16	733.48	2.741E-20	1116	platinum
Q67ZU1	Q71DJ5	AF-Q67ZU1-F1-model_v3	AF-Q71DJ5-F1-model_v3	1.8e-92	283.9	0.00e+00	970.56	1.282E-44	1778	platinum
Q680A5	Q93Z66	AF-Q680A5-F1-model_v3	AF-Q93Z66-F1-model_v3	1.1e-166	470.3	0.00e+00	901.69	5.871E-56	2296	platinum
Q680K8	Q9XHZ8	AF-Q680K8-F1-model_v3	AF-Q9XHZ8-F1-model_v3	2.8e-115	336.3	0.00e+00	882.49	1.291E-43	1808	platinum
Q682I4	Q8RUX8	AF-Q682I4-F1-model_v3	AF-Q8RUX8-F1-model_v3	2.8e-104	295.8	9.99e-16	426.90	1.593E-31	1205	platinum
Q683D2	Q8RWW8	AF-Q683D2-F1-model_v3	AF-Q8RWW8-F1-model_v3	3.5e-37	148.7	5.29e-06	952.29	7.345E-21	1156	platinum
Q6AWV7	Q6NME2	AF-Q6AWV7-F1-model_v3	AF-Q6NME2-F1-model_v3	7.5e-30	104.0	1.24e-04	184.02	2.920E-09	344	platinum
Q6AWX1	Q9LK77	AF-Q6AWX1-F1-model_v3	AF-Q9LK77-F1-model_v3	2.4e-181	513.5	0.00e+00	1017.97	1.651E-63	2625	platinum
Q6DBG0	Q9LZK0	AF-Q6DBG0-F1-model_v3	AF-Q9LZK0-F1-model_v3	4.1e-60	182.2	1.05e-03	230.34	9.298E-11	402	platinum
Q6DBH4	Q93ZV1	AF-Q6DBH4-F1-model_v3	AF-Q93ZV1-F1-model_v3	5.1e-86	256.5	0.00e+00	648.74	8.393E-24	1151	platinum
Q6DBN0	Q6NLZ3	AF-Q6DBN0-F1-model_v3	AF-Q6NLZ3-F1-model_v3	2.0e-163	452.6	0.00e+00	712.54	2.067E-44	1823	platinum
Q6DR08	Q94AQ7	AF-Q6DR08-F1-model_v3	AF-Q94AQ7-F1-model_v3	2.7e-35	124.4	2.33e-15	437.16	7.500E-13	671	platinum
Q6DR24	Q9LZ58	AF-Q6DR24-F1-model_v3	AF-Q9LZ58-F1-model_v3	2.4e-06	45.8	1.59e-01	129.18	NA	NA	gold
Q6DSU0	Q9SSK4	AF-Q6DSU0-F1-model_v3	AF-Q9SSK4-F1-model_v3	1.3e-144	404.1	0.00e+00	623.27	7.128E-27	1383	platinum
Q6DSU1	Q6ID76	AF-Q6DSU1-F1-model_v3	AF-Q6ID76-F1-model_v3	5.6e-19	75.1	2.05e-02	121.86	NA	NA	gold
Q6DYB5	Q9LQ84	AF-Q6DYB5-F1-model_v3	AF-Q9LQ84-F1-model_v3	4.4e-26	90.1	2.54e-06	150.16	1.576E-05	208	platinum
Q6DYC4	Q9LZZ7	AF-Q6DYC4-F1-model_v3	AF-Q9LZZ7-F1-model_v3	7.8e-08	49.7	2.92e-03	221.11	NA	NA	gold
Q6GKX4	Q9LT07	AF-Q6GKX4-F1-model_v3	AF-Q9LT07-F1-model_v3	2.2e-46	149.1	1.18e-12	403.51	1.610E-10	555	platinum
Q6ID99	Q9FPG2	AF-Q6ID99-F1-model_v3	AF-Q9FPG2-F1-model_v3	1.5e-102	291.2	0.00e+00	478.11	2.453E-25	1272	platinum
Q6IDB0	Q84X40	AF-Q6IDB0-F1-model_v3	AF-Q84X40-F1-model_v3	2.9e-65	198.4	4.73e-03	251.07	4.781E-16	531	platinum
Q6IDB8	Q8LC40	AF-Q6IDB8-F1-model_v3	AF-Q8LC40-F1-model_v3	1.6e-57	172.9	3.78e-09	293.98	2.678E-14	617	platinum
Q6NKS4	Q9SYX1	AF-Q6NKS4-F1-model_v3	AF-Q9SYX1-F1-model_v3	1.1e-138	390.2	3.68e-11	627.76	4.513E-30	1183	platinum
Q6NLE5	Q9LYJ1	AF-Q6NLE5-F1-model_v3	AF-Q9LYJ1-F1-model_v3	5.3e-36	124.8	3.50e-05	300.14	8.740E-16	554	platinum
Q6NLF1	Q9ASZ6	AF-Q6NLF1-F1-model_v3	AF-Q9ASZ6-F1-model_v3	4.3e-51	159.1	9.73e-04	203.44	NA	NA	gold
Q6NLG7	Q9LXK1	AF-Q6NLG7-F1-model_v3	AF-Q9LXK1-F1-model_v3	8.1e-60	178.3	0.00e+00	296.66	4.645E-22	835	platinum
Q6NLH0	Q8L5V0	AF-Q6NLH0-F1-model_v3	AF-Q8L5V0-F1-model_v3	9.2e-83	236.9	0.00e+00	334.33	2.202E-21	915	platinum
Q6NMD4	Q9FE62	AF-Q6NMD4-F1-model_v3	AF-Q9FE62-F1-model_v3	1.8e-23	89.4	0.00e+00	389.15	2.600E-15	599	platinum
Q6NMD6	Q8RXL7	AF-Q6NMD6-F1-model_v3	AF-Q8RXL7-F1-model_v3	5.3e-40	130.2	1.80e-05	242.77	1.291E-08	332	platinum
Q6NMD7	Q9T077	AF-Q6NMD7-F1-model_v3	AF-Q9T077-F1-model_v3	1.2e-24	90.9	1.16e-03	172.05	7.497E-05	195	platinum
Q6NN00	Q9SQT9	AF-Q6NN00-F1-model_v3	AF-Q9SQT9-F1-model_v3	6.0e-06	42.0	6.20e-04	194.18	NA	NA	gold
Q6NNK6	Q9FK46	AF-Q6NNK6-F1-model_v3	AF-Q9FK46-F1-model_v3	4.1e-76	221.9	2.83e-08	282.77	1.019E-13	486	platinum
Q6NPN9	Q8RWD8	AF-Q6NPN9-F1-model_v3	AF-Q8RWD8-F1-model_v3	2.3e-220	604.4	0.00e+00	978.20	1.360E-62	2873	platinum
Q6NQ43	Q8LCJ2	AF-Q6NQ43-F1-model_v3	AF-Q8LCJ2-F1-model_v3	7.5e-11	50.1	2.70e-04	95.47	NA	NA	gold
Q6NQD9	Q9FMP0	AF-Q6NQD9-F1-model_v3	AF-Q9FMP0-F1-model_v3	1.6e-60	188.3	1.21e-08	435.83	8.625E-21	754	platinum
Q6NQH9	Q9LYE5	AF-Q6NQH9-F1-model_v3	AF-Q9LYE5-F1-model_v3	1.8e-36	123.6	3.33e-06	293.53	1.177E-10	432	platinum
Q6NQL4	Q9AV97	AF-Q6NQL4-F1-model_v3	AF-Q9AV97-F1-model_v3	5.4e-198	542.7	0.00e+00	862.98	2.333E-59	2365	platinum
Q7X6A5	Q9M1D8	AF-Q7X6A5-F1-model_v3	AF-Q9M1D8-F1-model_v3	6.7e-129	382.1	0.00e+00	1266.77	5.863E-45	2588	platinum
Q7X9I4	Q9C7S7	AF-Q7X9I4-F1-model_v3	AF-Q9C7S7-F1-model_v3	4.9e-224	623.6	0.00e+00	1117.52	8.845E-47	2491	platinum
Q7Y1C4	Q7Y1C5	AF-Q7Y1C4-F1-model_v3	AF-Q7Y1C5-F1-model_v3	0.0e+00	2090.5	4.59e-12	2625.29	0.000E+00	7758	platinum
Q84J57	Q9C5G8	AF-Q84J57-F1-model_v3	AF-Q9C5G8-F1-model_v3	8.4e-291	792.3	0.00e+00	1297.79	8.553E-86	3777	platinum
Q84J77	Q8RXM5	AF-Q84J77-F1-model_v3	AF-Q8RXM5-F1-model_v3	1.8e-172	477.6	0.00e+00	739.49	1.899E-45	2018	platinum
Q84J78	Q9LII1	AF-Q84J78-F1-model_v3	AF-Q9LII1-F1-model_v3	3.5e-27	102.4	3.56e-08	390.63	4.530E-15	670	platinum
Q84JL6	Q9SA48	AF-Q84JL6-F1-model_v3	AF-Q9SA48-F1-model_v3	7.7e-76	229.9	4.59e-04	351.32	NA	NA	gold
Q84JM6	Q8VY97	AF-Q84JM6-F1-model_v3	AF-Q8VY97-F1-model_v3	3.8e-115	326.2	0.00e+00	522.54	4.559E-30	1245	platinum
Q84L08	Q9S845	AF-Q84L08-F1-model_v3	AF-Q9S845-F1-model_v3	5.0e-94	284.3	0.00e+00	943.50	5.633E-27	1497	platinum
Q84L09	Q941R4	AF-Q84L09-F1-model_v3	AF-Q941R4-F1-model_v3	3.2e-140	401.7	0.00e+00	908.23	1.655E-31	1753	platinum
Q84MA8	Q9SRK7	AF-Q84MA8-F1-model_v3	AF-Q9SRK7-F1-model_v3	2.0e-184	529.6	0.00e+00	1401.67	5.667E-47	2511	platinum
Q84MC3	Q8GZ51	AF-Q84MC3-F1-model_v3	AF-Q8GZ51-F1-model_v3	5.0e-108	311.6	9.08e-09	516.52	8.038E-19	956	platinum
Q84MC9	Q944J0	AF-Q84MC9-F1-model_v3	AF-Q944J0-F1-model_v3	7.6e-45	139.4	2.19e-12	239.10	4.577E-11	472	platinum
Q84MD7	Q8LAM2	AF-Q84MD7-F1-model_v3	AF-Q8LAM2-F1-model_v3	2.3e-62	202.6	9.86e-14	664.95	6.337E-33	1288	platinum
Q84VW3	Q9LFE0	AF-Q84VW3-F1-model_v3	AF-Q9LFE0-F1-model_v3	8.2e-27	106.7	3.70e-03	367.91	2.712E-09	355	platinum
Q84VW7	Q9M2N7	AF-Q84VW7-F1-model_v3	AF-Q9M2N7-F1-model_v3	5.0e-55	165.6	6.37e-14	287.28	2.565E-11	464	platinum
Q84W43	Q9LXU4	AF-Q84W43-F1-model_v3	AF-Q9LXU4-F1-model_v3	0.0e+00	1603.6	0.00e+00	2450.88	0.000E+00	6875	platinum
Q84W96	Q9S710	AF-Q84W96-F1-model_v3	AF-Q9S710-F1-model_v3	2.8e-117	372.5	8.44e-15	1651.28	1.887E-35	2262	platinum
Q84W98	Q941C5	AF-Q84W98-F1-model_v3	AF-Q941C5-F1-model_v3	4.5e-21	80.1	2.53e-04	173.24	4.657E-06	224	platinum
Q84WF5	Q9SN26	AF-Q84WF5-F1-model_v3	AF-Q9SN26-F1-model_v3	1.6e-95	280.4	2.34e-08	538.14	1.594E-25	1029	platinum
Q84WM0	Q9M7X7	AF-Q84WM0-F1-model_v3	AF-Q9M7X7-F1-model_v3	5.9e-37	117.1	0.00e+00	167.95	1.761E-09	321	platinum
Q84WU4	Q8VYU6	AF-Q84WU4-F1-model_v3	AF-Q8VYU6-F1-model_v3	1.0e-248	706.1	9.81e-11	1756.00	1.957E-65	2135	platinum
Q84WW7	Q9LXL1	AF-Q84WW7-F1-model_v3	AF-Q9LXL1-F1-model_v3	9.5e-127	378.3	1.89e-15	1023.18	1.838E-51	2239	platinum
Q8GRX2	Q9C8D8	AF-Q8GRX2-F1-model_v3	AF-Q9C8D8-F1-model_v3	5.5e-82	243.8	2.65e-10	497.20	2.744E-23	856	platinum
Q8GRX8	Q8LG42	AF-Q8GRX8-F1-model_v3	AF-Q8LG42-F1-model_v3	4.3e-42	131.3	3.28e-12	212.62	1.210E-08	357	platinum
Q8GS41	Q9SFV0	AF-Q8GS41-F1-model_v3	AF-Q9SFV0-F1-model_v3	2.7e-49	158.3	6.06e-07	368.74	2.098E-15	596	platinum
Q8GUI4	Q8RWE3	AF-Q8GUI4-F1-model_v3	AF-Q8RWE3-F1-model_v3	3.7e-94	291.6	1.04e-14	977.15	8.190E-33	1567	platinum
Q8GUK6	Q8LBA6	AF-Q8GUK6-F1-model_v3	AF-Q8LBA6-F1-model_v3	2.9e-138	386.3	0.00e+00	647.86	1.380E-28	1468	platinum
Q8GUN7	Q8RY94	AF-Q8GUN7-F1-model_v3	AF-Q8RY94-F1-model_v3	0.0e+00	903.7	0.00e+00	1462.19	8.618E-66	3644	platinum
Q8GUN9	Q9AT60	AF-Q8GUN9-F1-model_v3	AF-Q9AT60-F1-model_v3	2.1e-62	202.6	4.76e-09	693.59	NA	NA	gold
Q8GW24	Q9M097	AF-Q8GW24-F1-model_v3	AF-Q9M097-F1-model_v3	3.4e-14	68.6	2.41e-03	294.81	2.433E-05	222	platinum
Q8GW27	Q8VZB2	AF-Q8GW27-F1-model_v3	AF-Q8VZB2-F1-model_v3	2.8e-25	98.2	0.00e+00	560.03	1.331E-10	615	platinum
Q8GW66	Q9M0H9	AF-Q8GW66-F1-model_v3	AF-Q9M0H9-F1-model_v3	5.4e-09	47.0	9.67e-03	95.31	NA	NA	gold
Q8GW78	Q93WL3	AF-Q8GW78-F1-model_v3	AF-Q93WL3-F1-model_v3	3.1e-63	197.2	3.72e-11	541.62	2.073E-19	981	platinum
Q8GWA2	Q9LXW8	AF-Q8GWA2-F1-model_v3	AF-Q9LXW8-F1-model_v3	4.0e-38	132.5	9.86e-12	413.72	1.486E-18	779	platinum
Q8GWC0	Q94AJ7	AF-Q8GWC0-F1-model_v3	AF-Q94AJ7-F1-model_v3	1.9e-08	46.2	1.50e-03	128.47	NA	NA	gold
Q8GWS7	Q8L641	AF-Q8GWS7-F1-model_v3	AF-Q8L641-F1-model_v3	9.6e-11	62.8	4.51e-03	566.79	3.970E-05	243	platinum
Q8GX16	Q9FIP8	AF-Q8GX16-F1-model_v3	AF-Q9FIP8-F1-model_v3	2.7e-11	55.8	1.88e-01	84.10	NA	NA	gold
Q8GX72	Q9FK78	AF-Q8GX72-F1-model_v3	AF-Q9FK78-F1-model_v3	8.6e-31	105.1	5.22e-03	147.72	5.217E-08	305	platinum
Q8GX93	Q8RXR2	AF-Q8GX93-F1-model_v3	AF-Q8RXR2-F1-model_v3	8.4e-128	397.5	0.00e+00	1555.35	8.600E-45	2464	platinum
Q8GXB7	Q8L8R4	AF-Q8GXB7-F1-model_v3	AF-Q8L8R4-F1-model_v3	1.2e-08	54.3	2.51e-13	439.61	9.012E-17	650	platinum
Q8GXI9	Q9XI37	AF-Q8GXI9-F1-model_v3	AF-Q9XI37-F1-model_v3	3.3e-130	376.3	0.00e+00	856.58	1.404E-50	1947	platinum
Q8GXP1	Q9STU3	AF-Q8GXP1-F1-model_v3	AF-Q9STU3-F1-model_v3	1.9e-138	428.7	0.00e+00	1863.35	8.026E-39	2383	platinum
Q8GXR5	Q9LZM3	AF-Q8GXR5-F1-model_v3	AF-Q9LZM3-F1-model_v3	3.1e-190	525.0	0.00e+00	908.33	8.351E-59	2296	platinum
Q8GXS3	Q94AF0	AF-Q8GXS3-F1-model_v3	AF-Q94AF0-F1-model_v3	6.8e-78	232.3	0.00e+00	543.81	7.223E-31	1218	platinum
Q8GXU7	Q94K36	AF-Q8GXU7-F1-model_v3	AF-Q94K36-F1-model_v3	6.9e-22	79.7	4.62e-08	177.30	8.872E-07	241	platinum
Q8GXZ7	Q8L9X5	AF-Q8GXZ7-F1-model_v3	AF-Q8L9X5-F1-model_v3	1.7e-41	129.8	2.38e-10	193.66	4.000E-10	366	platinum
Q8GYA6	Q8RWF0	AF-Q8GYA6-F1-model_v3	AF-Q8RWF0-F1-model_v3	1.7e-258	703.7	0.00e+00	1150.71	2.823E-48	2618	platinum
Q8GYJ0	Q9FLP2	AF-Q8GYJ0-F1-model_v3	AF-Q9FLP2-F1-model_v3	8.6e-21	85.5	1.21e-01	179.20	NA	NA	gold
Q8GYQ9	Q9FX82	AF-Q8GYQ9-F1-model_v3	AF-Q9FX82-F1-model_v3	9.4e-238	656.4	8.34e-06	798.43	6.370E-49	1887	platinum
Q8GYS0	Q8LED7	AF-Q8GYS0-F1-model_v3	AF-Q8LED7-F1-model_v3	6.7e-38	126.3	2.13e-02	160.45	NA	NA	gold
Q8GZA8	Q8S8I2	AF-Q8GZA8-F1-model_v3	AF-Q8S8I2-F1-model_v3	5.6e-137	383.6	0.00e+00	641.54	3.710E-38	1545	platinum
Q8H0Y9	Q9CAQ2	AF-Q8H0Y9-F1-model_v3	AF-Q9CAQ2-F1-model_v3	4.6e-55	166.8	1.11e-15	285.70	3.655E-17	671	platinum
Q8H107	Q9FLQ4	AF-Q8H107-F1-model_v3	AF-Q9FLQ4-F1-model_v3	3.8e-201	565.1	0.00e+00	1169.51	5.070E-78	3001	platinum
Q8H114	Q94JV1	AF-Q8H114-F1-model_v3	AF-Q94JV1-F1-model_v3	1.3e-13	69.7	1.26e-06	387.90	1.473E-11	510	platinum
Q8H128	Q9FI41	AF-Q8H128-F1-model_v3	AF-Q9FI41-F1-model_v3	8.2e-201	559.3	0.00e+00	1073.22	9.619E-61	2509	platinum
Q8H130	Q8LBK1	AF-Q8H130-F1-model_v3	AF-Q8LBK1-F1-model_v3	3.1e-16	68.2	2.38e-03	149.96	1.645E-05	269	platinum
Q8H1F3	Q93ZJ9	AF-Q8H1F3-F1-model_v3	AF-Q93ZJ9-F1-model_v3	4.7e-167	488.4	1.53e-02	680.37	6.342E-40	1310	platinum
Q8H1G5	Q9ZQ18	AF-Q8H1G5-F1-model_v3	AF-Q9ZQ18-F1-model_v3	2.6e-188	527.3	1.11e-16	960.48	2.358E-55	2164	platinum
Q8L3S7	Q9SLC8	AF-Q8L3S7-F1-model_v3	AF-Q9SLC8-F1-model_v3	1.6e-74	216.1	2.47e-09	270.13	1.142E-15	557	platinum
Q8L633	Q8LGU7	AF-Q8L633-F1-model_v3	AF-Q8LGU7-F1-model_v3	3.6e-116	337.8	0.00e+00	790.48	8.287E-43	1749	platinum
Q8L6Z4	Q9XJ27	AF-Q8L6Z4-F1-model_v3	AF-Q9XJ27-F1-model_v3	1.2e-20	89.4	7.15e-06	445.87	NA	NA	gold
Q8L774	Q944L7	AF-Q8L774-F1-model_v3	AF-Q944L7-F1-model_v3	5.0e-58	193.7	0.00e+00	696.68	1.632E-29	1244	platinum
Q8L7M7	Q9CAT4	AF-Q8L7M7-F1-model_v3	AF-Q9CAT4-F1-model_v3	0.0e+00	904.0	3.31e-06	1452.52	1.345E-75	3210	platinum
Q8L7N0	Q9M888	AF-Q8L7N0-F1-model_v3	AF-Q9M888-F1-model_v3	0.0e+00	992.6	0.00e+00	1568.10	6.257E-86	4307	platinum
Q8L7S2	Q8L7Z7	AF-Q8L7S2-F1-model_v3	AF-Q8L7Z7-F1-model_v3	6.4e-280	764.2	0.00e+00	1272.30	1.292E-50	2923	platinum
Q8L8C0	Q8LBM4	AF-Q8L8C0-F1-model_v3	AF-Q8LBM4-F1-model_v3	3.9e-58	175.3	0.00e+00	287.25	1.500E-17	680	platinum
Q8L8T4	Q9SVS3	AF-Q8L8T4-F1-model_v3	AF-Q9SVS3-F1-model_v3	1.5e-12	60.8	1.63e-03	214.19	NA	NA	gold
Q8L8T7	Q8L983	AF-Q8L8T7-F1-model_v3	AF-Q8L983-F1-model_v3	2.2e-11	61.2	1.24e-02	265.07	NA	NA	gold
Q8L960	Q9M185	AF-Q8L960-F1-model_v3	AF-Q9M185-F1-model_v3	1.7e-40	138.3	1.04e-05	201.16	NA	NA	gold
Q8L9H6	Q8S8M2	AF-Q8L9H6-F1-model_v3	AF-Q8S8M2-F1-model_v3	2.2e-08	47.4	4.69e-03	131.48	NA	NA	gold
Q8L9S0	Q8VXX9	AF-Q8L9S0-F1-model_v3	AF-Q8VXX9-F1-model_v3	7.7e-83	238.8	1.68e-09	328.37	2.101E-16	517	platinum
Q8LAC4	Q9SJM7	AF-Q8LAC4-F1-model_v3	AF-Q9SJM7-F1-model_v3	1.9e-111	326.6	0.00e+00	924.06	2.517E-48	1879	platinum
Q8LAK5	Q9ZV45	AF-Q8LAK5-F1-model_v3	AF-Q9ZV45-F1-model_v3	1.7e-57	171.0	0.00e+00	239.98	1.823E-15	704	platinum
Q8LB47	Q9FLP3	AF-Q8LB47-F1-model_v3	AF-Q9FLP3-F1-model_v3	7.8e-114	331.6	4.65e-08	652.89	NA	NA	gold
Q8LBP4	Q9FYL3	AF-Q8LBP4-F1-model_v3	AF-Q9FYL3-F1-model_v3	8.6e-143	417.9	1.70e-10	993.74	2.985E-34	1734	platinum
Q8LBX7	Q9FI79	AF-Q8LBX7-F1-model_v3	AF-Q9FI79-F1-model_v3	3.0e-10	54.7	8.23e-04	227.87	1.439E-04	196	platinum
Q8LC68	Q9CA59	AF-Q8LC68-F1-model_v3	AF-Q9CA59-F1-model_v3	1.8e-142	399.4	0.00e+00	679.24	6.816E-36	1418	platinum
Q8LC83	Q9SS17	AF-Q8LC83-F1-model_v3	AF-Q9SS17-F1-model_v3	2.4e-85	245.0	0.00e+00	382.83	5.640E-25	948	platinum
Q8LC91	Q8RU85	AF-Q8LC91-F1-model_v3	AF-Q8RU85-F1-model_v3	3.3e-27	94.7	2.44e-05	185.41	NA	NA	gold
Q8LCE4	Q9M0S4	AF-Q8LCE4-F1-model_v3	AF-Q9M0S4-F1-model_v3	2.5e-05	40.8	5.14e-05	231.83	NA	NA	gold
Q8LCH5	Q9SA42	AF-Q8LCH5-F1-model_v3	AF-Q9SA42-F1-model_v3	7.0e-78	227.6	0.00e+00	427.67	2.145E-17	661	platinum
Q8LCQ3	Q94C60	AF-Q8LCQ3-F1-model_v3	AF-Q94C60-F1-model_v3	8.1e-78	224.6	0.00e+00	335.41	4.531E-24	867	platinum
Q8LCU9	Q9ZU37	AF-Q8LCU9-F1-model_v3	AF-Q9ZU37-F1-model_v3	7.5e-50	156.4	6.76e-10	353.12	8.090E-15	527	platinum
Q8LD15	Q93YW4	AF-Q8LD15-F1-model_v3	AF-Q93YW4-F1-model_v3	8.6e-159	457.6	1.23e-06	785.02	NA	NA	gold
Q8LD48	Q9FL84	AF-Q8LD48-F1-model_v3	AF-Q9FL84-F1-model_v3	1.8e-23	86.3	4.20e-05	179.12	NA	NA	gold
Q8LDG7	Q8S9K7	AF-Q8LDG7-F1-model_v3	AF-Q8S9K7-F1-model_v3	4.3e-198	548.9	0.00e+00	998.11	5.174E-37	2011	platinum
Q8LDS5	Q9M8T6	AF-Q8LDS5-F1-model_v3	AF-Q9M8T6-F1-model_v3	2.3e-123	349.4	0.00e+00	688.17	1.469E-24	876	platinum
Q8LDS7	Q9LSH0	AF-Q8LDS7-F1-model_v3	AF-Q9LSH0-F1-model_v3	9.6e-74	215.3	0.00e+00	383.91	4.960E-15	655	platinum
Q8LDV4	Q9C819	AF-Q8LDV4-F1-model_v3	AF-Q9C819-F1-model_v3	1.72e-01	146.34	1.72e-01	146.34	NA	NA	gold
Q8LE47	Q9SAB4	AF-Q8LE47-F1-model_v3	AF-Q9SAB4-F1-model_v3	7.2e-86	266.9	0.00e+00	1064.54	1.926E-36	2212	platinum
Q8LE58	Q9SSM4	AF-Q8LE58-F1-model_v3	AF-Q9SSM4-F1-model_v3	8.6e-131	365.5	0.00e+00	555.19	7.347E-26	1170	platinum
Q8LEC0	Q9SR62	AF-Q8LEC0-F1-model_v3	AF-Q9SR62-F1-model_v3	3.6e-199	547.4	0.00e+00	909.33	2.929E-65	2433	platinum
