Uniprot_arabadopsis	Uniprot_pombe	AlphaFold_arabadopsis	AlphaFold_pombe	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q93ZQ9	Q09713	AF-Q93ZQ9-F1-model_v3	AF-Q09713-F1-model_v3	2.1e-13	67.4	1.04e-03	367.41	8.500E-07	306	platinum
Q93ZR1	O14023	AF-Q93ZR1-F1-model_v3	AF-O14023-F1-model_v3	1.0e-288	792.7	0.00e+00	1511.76	2.444E-84	3606	platinum
Q93ZS6	Q09731	AF-Q93ZS6-F1-model_v3	AF-Q09731-F1-model_v3	6.8e-07	50.4	1.14e-05	1029.63	NA	NA	gold
Q93ZX1	Q09843	AF-Q93ZX1-F1-model_v3	AF-Q09843-F1-model_v3	5.5e-105	309.3	0.00e+00	938.58	4.494E-37	1812	platinum
Q93ZX4	Q09909	AF-Q93ZX4-F1-model_v3	AF-Q09909-F1-model_v3	6.0e-35	138.7	4.65e-05	801.08	5.179E-27	1202	platinum
Q940M4	Q9C101	AF-Q940M4-F1-model_v3	AF-Q9C101-F1-model_v3	2.0e-28	116.3	7.77e-15	1020.10	1.912E-19	1122	platinum
Q940P8	Q10147	AF-Q940P8-F1-model_v3	AF-Q10147-F1-model_v3	3.7e-239	664.8	0.00e+00	1550.41	7.692E-71	3479	platinum
Q940Z2	Q9Y7X8	AF-Q940Z2-F1-model_v3	AF-Q9Y7X8-F1-model_v3	3.8e-98	316.6	1.11e-15	1562.46	6.926E-50	2307	platinum
Q941I6	P54280	AF-Q941I6-F1-model_v3	AF-P54280-F1-model_v3	1.6e-135	422.9	6.77e-15	1705.84	2.583E-64	2877	platinum
Q944A6	Q10343	AF-Q944A6-F1-model_v3	AF-Q10343-F1-model_v3	8.1e-28	111.3	0.00e+00	707.97	2.631E-28	1135	platinum
Q944L8	Q9P6Q1	AF-Q944L8-F1-model_v3	AF-Q9P6Q1-F1-model_v3	1.2e-51	166.4	0.00e+00	578.61	1.308E-25	1076	platinum
Q949M9	Q9P7F8	AF-Q949M9-F1-model_v3	AF-Q9P7F8-F1-model_v3	1.8e-119	346.3	0.00e+00	856.00	6.564E-45	1759	platinum
Q949R9	O74847	AF-Q949R9-F1-model_v3	AF-O74847-F1-model_v3	1.8e-30	103.6	NA	NA	3.727E-07	370	gold
Q949U5	O94380	AF-Q949U5-F1-model_v3	AF-O94380-F1-model_v3	1.7e-56	198.4	2.66e-15	1044.59	3.897E-44	1914	platinum
Q949W8	Q9C0U6	AF-Q949W8-F1-model_v3	AF-Q9C0U6-F1-model_v3	8.9e-109	334.3	0.00e+00	1340.57	3.762E-58	2517	platinum
Q94A09	Q10224	AF-Q94A09-F1-model_v3	AF-Q10224-F1-model_v3	5.0e-42	145.6	3.33e-16	485.02	3.751E-27	1060	platinum
Q94A15	Q9USN0	AF-Q94A15-F1-model_v3	AF-Q9USN0-F1-model_v3	2.9e-73	240.0	0.00e+00	1131.64	2.154E-30	1739	platinum
Q94A20	O74888	AF-Q94A20-F1-model_v3	AF-O74888-F1-model_v3	6.8e-38	131.7	0.00e+00	613.77	2.667E-13	756	platinum
Q94A82	Q9Y7J0	AF-Q94A82-F1-model_v3	AF-Q9Y7J0-F1-model_v3	1.6e-35	132.9	1.35e-11	603.64	5.755E-26	1085	platinum
Q94AF2	O94347	AF-Q94AF2-F1-model_v3	AF-O94347-F1-model_v3	3.7e-70	220.7	0.00e+00	822.99	7.729E-31	1425	platinum
Q94AM9	Q9USW1	AF-Q94AM9-F1-model_v3	AF-Q9USW1-F1-model_v3	2.4e-23	102.4	NA	NA	3.593E-11	465	gold
Q94AQ6	Q9UR39	AF-Q94AQ6-F1-model_v3	AF-Q9UR39-F1-model_v3	6.5e-08	51.6	1.25e-06	504.97	NA	NA	gold
Q94AU2	Q9Y7L0	AF-Q94AU2-F1-model_v3	AF-Q9Y7L0-F1-model_v3	1.0e-56	177.2	0.00e+00	538.14	1.527E-18	783	platinum
Q94BQ3	O94527	AF-Q94BQ3-F1-model_v3	AF-O94527-F1-model_v3	8.1e-36	142.9	1.47e-07	1155.11	4.905E-38	1800	platinum
Q94BR4	O14011	AF-Q94BR4-F1-model_v3	AF-O14011-F1-model_v3	1.8e-48	172.6	0.00e+00	1066.32	1.990E-34	1529	platinum
Q94BV7	O43090	AF-Q94BV7-F1-model_v3	AF-O43090-F1-model_v3	8.5e-83	267.3	2.82e-13	1126.29	NA	NA	gold
Q94BX4	P87172	AF-Q94BX4-F1-model_v3	AF-P87172-F1-model_v3	5.1e-162	463.0	0.00e+00	1201.09	6.535E-62	2567	platinum
Q94C32	O13953	AF-Q94C32-F1-model_v3	AF-O13953-F1-model_v3	1.5e-40	142.5	1.58e-10	663.44	4.411E-23	980	platinum
Q94C74	O13972	AF-Q94C74-F1-model_v3	AF-O13972-F1-model_v3	5.1e-205	575.5	0.00e+00	1334.37	1.746E-68	3005	platinum
Q94CD5	O43069	AF-Q94CD5-F1-model_v3	AF-O43069-F1-model_v3	1.2e-150	450.3	0.00e+00	1563.74	1.828E-72	3044	platinum
Q94CE5	O94562	AF-Q94CE5-F1-model_v3	AF-O94562-F1-model_v3	1.2e-77	248.8	0.00e+00	1166.65	2.114E-44	1916	platinum
Q94CK1	P87151	AF-Q94CK1-F1-model_v3	AF-P87151-F1-model_v3	4.2e-14	69.7	1.19e-06	440.10	3.895E-17	694	platinum
Q94CL6	Q9Y7N7	AF-Q94CL6-F1-model_v3	AF-Q9Y7N7-F1-model_v3	4.4e-84	266.9	8.67e-13	854.65	1.808E-35	1571	platinum
Q94F26	Q9P7D2	AF-Q94F26-F1-model_v3	AF-Q9P7D2-F1-model_v3	3.4e-67	213.0	0.00e+00	794.12	1.417E-35	1430	platinum
Q94IB8	O59682	AF-Q94IB8-F1-model_v3	AF-O59682-F1-model_v3	4.4e-97	300.1	0.00e+00	1245.36	3.541E-51	2236	platinum
Q94IU8	Q9C0Y8	AF-Q94IU8-F1-model_v3	AF-Q9C0Y8-F1-model_v3	3.1e-35	129.0	0.00e+00	629.42	6.788E-25	1029	platinum
Q94JV5	O94660	AF-Q94JV5-F1-model_v3	AF-O94660-F1-model_v3	1.3e-62	197.6	NA	NA	4.877E-34	1312	gold
Q94JW0	Q9P6K9	AF-Q94JW0-F1-model_v3	AF-Q9P6K9-F1-model_v3	9.2e-57	184.1	0.00e+00	763.57	4.153E-20	1134	platinum
Q94JZ8	O14048	AF-Q94JZ8-F1-model_v3	AF-O14048-F1-model_v3	8.0e-39	143.7	1.53e-07	695.88	2.278E-30	1225	platinum
Q94K01	O13765	AF-Q94K01-F1-model_v3	AF-O13765-F1-model_v3	5.5e-90	278.5	0.00e+00	847.94	1.764E-45	1783	platinum
Q94K05	P78921	AF-Q94K05-F1-model_v3	AF-P78921-F1-model_v3	3.1e-166	481.1	0.00e+00	1530.05	1.795E-59	2937	platinum
Q94K14	Q9P7N1	AF-Q94K14-F1-model_v3	AF-Q9P7N1-F1-model_v3	1.8e-51	164.9	0.00e+00	553.88	5.184E-21	904	platinum
Q94K73	O74952	AF-Q94K73-F1-model_v3	AF-O74952-F1-model_v3	9.6e-109	325.5	0.00e+00	970.12	7.462E-45	1933	platinum
Q94KJ7	Q9P7V6	AF-Q94KJ7-F1-model_v3	AF-Q9P7V6-F1-model_v3	2.5e-79	259.6	0.00e+00	1359.40	6.032E-47	2105	platinum
Q96250	O74754	AF-Q96250-F1-model_v3	AF-O74754-F1-model_v3	5.6e-33	121.7	2.22e-16	721.24	4.364E-22	976	platinum
Q96251	O74479	AF-Q96251-F1-model_v3	AF-O74479-F1-model_v3	1.8e-29	107.8	0.00e+00	569.65	9.323E-16	726	platinum
Q96327	Q09184	AF-Q96327-F1-model_v3	AF-Q09184-F1-model_v3	4.0e-82	254.2	0.00e+00	913.20	3.721E-39	1677	platinum
Q96529	Q02787	AF-Q96529-F1-model_v3	AF-Q02787-F1-model_v3	3.0e-159	456.8	0.00e+00	1200.51	2.293E-61	2419	platinum
Q96533	O74540	AF-Q96533-F1-model_v3	AF-O74540-F1-model_v3	1.6e-168	473.8	0.00e+00	1114.90	4.029E-65	2523	platinum
Q9AR19	Q9UUK2	AF-Q9AR19-F1-model_v3	AF-Q9UUK2-F1-model_v3	3.0e-100	309.3	1.23e-06	1036.09	9.430E-38	1690	platinum
Q9ASR1	O14460	AF-Q9ASR1-F1-model_v3	AF-O14460-F1-model_v3	0.0e+00	1098.6	0.00e+00	2448.10	0.000E+00	5972	platinum
Q9ASU6	O13956	AF-Q9ASU6-F1-model_v3	AF-O13956-F1-model_v3	1.6e-88	294.3	6.99e-15	1495.92	3.231E-62	2738	platinum
Q9ASU7	O14206	AF-Q9ASU7-F1-model_v3	AF-O14206-F1-model_v3	2.6e-60	196.4	1.21e-14	788.28	4.879E-34	1379	platinum
Q9ASW4	O74452	AF-Q9ASW4-F1-model_v3	AF-O74452-F1-model_v3	1.0e-17	81.6	NA	NA	NA	NA	silver
Q9ASY8	O42999	AF-Q9ASY8-F1-model_v3	AF-O42999-F1-model_v3	9.2e-08	42.0	1.02e-06	119.46	NA	NA	gold
Q9ATY5	P28706	AF-Q9ATY5-F1-model_v3	AF-P28706-F1-model_v3	7.3e-70	254.6	1.64e-04	1574.01	2.095E-39	1731	platinum
Q9C551	Q10202	AF-Q9C551-F1-model_v3	AF-Q10202-F1-model_v3	5.9e-123	370.9	NA	NA	3.102E-53	2095	gold
Q9C566	Q11004	AF-Q9C566-F1-model_v3	AF-Q11004-F1-model_v3	1.5e-69	219.9	0.00e+00	872.62	4.568E-35	1540	platinum
Q9C578	Q09870	AF-Q9C578-F1-model_v3	AF-Q09870-F1-model_v3	2.7e-79	245.7	0.00e+00	986.82	1.357E-52	1996	platinum
Q9C580	O74746	AF-Q9C580-F1-model_v3	AF-O74746-F1-model_v3	1.5e-17	76.3	0.00e+00	541.58	6.313E-11	514	platinum
Q9C587	O60182	AF-Q9C587-F1-model_v3	AF-O60182-F1-model_v3	8.7e-95	318.5	2.05e-11	1625.59	2.791E-45	2216	platinum
Q9C5G5	O60162	AF-Q9C5G5-F1-model_v3	AF-O60162-F1-model_v3	2.7e-94	299.3	0.00e+00	1390.82	5.293E-54	2379	platinum
Q9C5H9	Q9Y705	AF-Q9C5H9-F1-model_v3	AF-Q9Y705-F1-model_v3	3.3e-89	293.1	0.00e+00	1552.90	2.609E-39	2188	platinum
Q9C5K6	Q9UTB3	AF-Q9C5K6-F1-model_v3	AF-Q9UTB3-F1-model_v3	6.8e-65	213.4	1.02e-12	859.58	1.405E-37	1496	platinum
Q9C5Q8	Q9UST9	AF-Q9C5Q8-F1-model_v3	AF-Q9UST9-F1-model_v3	6.1e-22	96.7	2.67e-07	490.03	1.552E-15	752	platinum
Q9C5U3	P41836	AF-Q9C5U3-F1-model_v3	AF-P41836-F1-model_v3	3.0e-220	607.4	0.00e+00	1170.78	6.225E-70	2772	platinum
Q9C5U8	Q9P777	AF-Q9C5U8-F1-model_v3	AF-Q9P777-F1-model_v3	3.8e-142	412.5	0.00e+00	1225.11	1.050E-58	2445	platinum
Q9C5Z2	Q9UT48	AF-Q9C5Z2-F1-model_v3	AF-Q9UT48-F1-model_v3	1.1e-36	133.3	0.00e+00	869.99	2.412E-29	1195	platinum
Q9C5Z3	O94513	AF-Q9C5Z3-F1-model_v3	AF-O94513-F1-model_v3	1.8e-104	317.4	0.00e+00	1131.30	6.593E-30	1667	platinum
Q9C609	O60141	AF-Q9C609-F1-model_v3	AF-O60141-F1-model_v3	1.5e-29	112.1	1.47e-05	486.29	8.040E-17	729	platinum
Q9C658	Q9HGL3	AF-Q9C658-F1-model_v3	AF-Q9HGL3-F1-model_v3	1.1e-24	104.8	4.64e-02	660.48	8.963E-16	660	platinum
Q9C6B6	O13875	AF-Q9C6B6-F1-model_v3	AF-O13875-F1-model_v3	8.0e-17	81.6	NA	NA	NA	NA	silver
Q9C6I6	P78790	AF-Q9C6I6-F1-model_v3	AF-P78790-F1-model_v3	2.7e-76	236.9	0.00e+00	846.08	9.910E-40	1622	platinum
Q9C6I8	O94659	AF-Q9C6I8-F1-model_v3	AF-O94659-F1-model_v3	6.3e-196	565.1	0.00e+00	1628.18	2.442E-65	2948	platinum
Q9C6T1	Q9UT88	AF-Q9C6T1-F1-model_v3	AF-Q9UT88-F1-model_v3	7.2e-47	166.4	0.00e+00	910.22	3.195E-32	1579	platinum
Q9C712	Q9UTG6	AF-Q9C712-F1-model_v3	AF-Q9UTG6-F1-model_v3	1.5e-11	62.4	0.00e+00	614.34	4.519E-22	912	platinum
Q9C723	O74940	AF-Q9C723-F1-model_v3	AF-O74940-F1-model_v3	4.5e-271	760.8	0.00e+00	1994.81	9.517E-98	4226	platinum
Q9C744	Q9UTL8	AF-Q9C744-F1-model_v3	AF-Q9UTL8-F1-model_v3	3.7e-93	309.7	3.33e-16	1803.43	5.502E-34	2146	platinum
Q9C774	O74440	AF-Q9C774-F1-model_v3	AF-O74440-F1-model_v3	7.0e-107	312.4	0.00e+00	825.19	6.301E-37	1413	platinum
Q9C7A8	O94329	AF-Q9C7A8-F1-model_v3	AF-O94329-F1-model_v3	7.3e-33	114.8	0.00e+00	485.03	8.114E-18	739	platinum
Q9C7E7	Q09856	AF-Q9C7E7-F1-model_v3	AF-Q09856-F1-model_v3	2.4e-48	177.6	3.47e-07	884.59	1.090E-29	1167	platinum
Q9C813	Q9HDY4	AF-Q9C813-F1-model_v3	AF-Q9HDY4-F1-model_v3	5.3e-153	488.8	9.64e-14	1924.53	NA	NA	gold
Q9C8I1	O94721	AF-Q9C8I1-F1-model_v3	AF-O94721-F1-model_v3	2.3e-14	67.8	NA	NA	2.067E-09	387	gold
Q9C8J2	Q9UUB8	AF-Q9C8J2-F1-model_v3	AF-Q9UUB8-F1-model_v3	2.5e-64	200.3	1.54e-14	583.72	2.962E-27	1058	platinum
Q9C8N0	O13942	AF-Q9C8N0-F1-model_v3	AF-O13942-F1-model_v3	2.1e-12	62.8	2.22e-16	468.12	3.164E-10	473	platinum
Q9C8Z4	O60179	AF-Q9C8Z4-F1-model_v3	AF-O60179-F1-model_v3	3.7e-21	99.4	3.99e-12	3314.74	5.375E-42	2683	platinum
Q9C923	O14236	AF-Q9C923-F1-model_v3	AF-O14236-F1-model_v3	2.3e-157	459.1	0.00e+00	1254.18	6.457E-56	2369	platinum
Q9C952	O13794	AF-Q9C952-F1-model_v3	AF-O13794-F1-model_v3	6.6e-212	610.9	0.00e+00	1888.91	3.584E-95	3939	platinum
Q9C9C4	P40370	AF-Q9C9C4-F1-model_v3	AF-P40370-F1-model_v3	3.6e-183	517.3	NA	NA	9.658E-67	2813	gold
Q9C9G6	Q9UTL0	AF-Q9C9G6-F1-model_v3	AF-Q9UTL0-F1-model_v3	7.1e-38	125.6	3.33e-14	374.02	1.819E-16	653	platinum
Q9CA92	O14147	AF-Q9CA92-F1-model_v3	AF-O14147-F1-model_v3	2.4e-132	414.8	1.11e-16	1697.67	7.538E-65	2933	platinum
Q9CAD1	Q9P772	AF-Q9CAD1-F1-model_v3	AF-Q9P772-F1-model_v3	3.1e-176	505.8	0.00e+00	1326.61	4.162E-68	2794	platinum
Q9CAI1	P32235	AF-Q9CAI1-F1-model_v3	AF-P32235-F1-model_v3	7.4e-159	449.5	NA	NA	2.599E-58	2356	gold
Q9CAM1	Q09915	AF-Q9CAM1-F1-model_v3	AF-Q09915-F1-model_v3	1.8e-108	371.7	0.00e+00	2718.63	NA	NA	gold
Q9CAM7	O94449	AF-Q9CAM7-F1-model_v3	AF-O94449-F1-model_v3	9.1e-140	397.5	0.00e+00	949.74	1.019E-37	1940	platinum
Q9CAP1	O14209	AF-Q9CAP1-F1-model_v3	AF-O14209-F1-model_v3	4.5e-72	231.1	0.00e+00	1020.05	5.398E-42	1817	platinum
Q9CAP6	O43086	AF-Q9CAP6-F1-model_v3	AF-O43086-F1-model_v3	4.4e-19	90.9	1.65e-02	879.49	2.862E-18	848	platinum
Q9CAQ8	O14003	AF-Q9CAQ8-F1-model_v3	AF-O14003-F1-model_v3	5.6e-108	318.2	0.00e+00	937.49	1.676E-35	1780	platinum
Q9CAT3	O74965	AF-Q9CAT3-F1-model_v3	AF-O74965-F1-model_v3	4.2e-85	271.9	8.33e-15	1158.06	1.769E-45	2069	platinum
Q9CAW4	Q09784	AF-Q9CAW4-F1-model_v3	AF-Q09784-F1-model_v3	1.2e-29	107.1	5.55e-16	414.93	1.072E-14	649	platinum
Q9CAX7	O74966	AF-Q9CAX7-F1-model_v3	AF-O74966-F1-model_v3	2.4e-20	74.7	0.00e+00	211.34	7.022E-10	465	platinum
Q9FDZ9	Q9UUC1	AF-Q9FDZ9-F1-model_v3	AF-Q9UUC1-F1-model_v3	3.3e-54	166.8	0.00e+00	435.65	9.596E-19	744	platinum
Q9FE62	P87215	AF-Q9FE62-F1-model_v3	AF-P87215-F1-model_v3	1.8e-81	234.2	0.00e+00	406.71	1.524E-28	1052	platinum
Q9FE65	O42846	AF-Q9FE65-F1-model_v3	AF-O42846-F1-model_v3	9.0e-35	114.0	0.00e+00	309.31	1.720E-14	542	platinum
Q9FE91	O60097	AF-Q9FE91-F1-model_v3	AF-O60097-F1-model_v3	3.4e-05	43.5	NA	NA	NA	NA	silver
Q9FEA2	Q9HDX9	AF-Q9FEA2-F1-model_v3	AF-Q9HDX9-F1-model_v3	3.4e-77	251.5	0.00e+00	1101.79	3.506E-38	1812	platinum
Q9FEF8	P35551	AF-Q9FEF8-F1-model_v3	AF-P35551-F1-model_v3	5.2e-131	372.9	0.00e+00	795.94	1.234E-47	1872	platinum
Q9FF17	O43053	AF-Q9FF17-F1-model_v3	AF-O43053-F1-model_v3	8.0e-95	295.8	0.00e+00	1294.36	1.465E-29	1817	platinum
Q9FFF9	Q9URV2	AF-Q9FFF9-F1-model_v3	AF-Q9URV2-F1-model_v3	3.0e-96	340.5	1.11e-16	2499.71	1.672E-56	3764	platinum
Q9FFI3	Q9USH2	AF-Q9FFI3-F1-model_v3	AF-Q9USH2-F1-model_v3	4.2e-12	57.4	1.37e-02	120.64	NA	NA	gold
Q9FFT1	Q9Y7K6	AF-Q9FFT1-F1-model_v3	AF-Q9Y7K6-F1-model_v3	1.6e-08	52.0	NA	NA	NA	NA	silver
Q9FFT9	Q9UTP9	AF-Q9FFT9-F1-model_v3	AF-Q9UTP9-F1-model_v3	5.9e-168	499.2	1.22e-15	1525.65	1.654E-67	2813	platinum
Q9FG01	O59706	AF-Q9FG01-F1-model_v3	AF-O59706-F1-model_v3	8.7e-84	265.8	5.12e-14	1008.87	4.765E-28	1500	platinum
Q9FG37	Q9USQ2	AF-Q9FG37-F1-model_v3	AF-Q9USQ2-F1-model_v3	7.5e-87	292.0	0.00e+00	1753.07	1.518E-41	2244	platinum
Q9FG93	O94726	AF-Q9FG93-F1-model_v3	AF-O94726-F1-model_v3	1.1e-121	377.1	3.33e-16	1314.54	7.963E-46	2306	platinum
Q9FGI9	O14214	AF-Q9FGI9-F1-model_v3	AF-O14214-F1-model_v3	9.8e-46	156.0	3.72e-09	630.59	3.042E-24	955	platinum
Q9FGS8	O42976	AF-Q9FGS8-F1-model_v3	AF-O42976-F1-model_v3	4.3e-05	45.1	NA	NA	NA	NA	silver
Q9FGU1	Q9P7N9	AF-Q9FGU1-F1-model_v3	AF-Q9P7N9-F1-model_v3	5.4e-57	176.8	0.00e+00	481.94	1.535E-20	841	platinum
Q9FGY9	O74739	AF-Q9FGY9-F1-model_v3	AF-O74739-F1-model_v3	1.9e-66	220.7	5.55e-16	833.38	1.002E-28	1339	platinum
Q9FH40	Q10319	AF-Q9FH40-F1-model_v3	AF-Q10319-F1-model_v3	2.7e-34	121.3	2.28e-11	459.87	3.856E-16	721	platinum
Q9FH91	Q9HGN6	AF-Q9FH91-F1-model_v3	AF-Q9HGN6-F1-model_v3	3.1e-82	256.1	0.00e+00	826.18	4.127E-34	1507	platinum
Q9FHA3	P28040	AF-Q9FHA3-F1-model_v3	AF-P28040-F1-model_v3	7.2e-196	616.7	4.44e-16	2769.75	0.000E+00	5030	platinum
Q9FI55	O74807	AF-Q9FI55-F1-model_v3	AF-O74807-F1-model_v3	4.2e-06	42.4	5.31e-10	264.81	1.745E-05	235	platinum
Q9FI61	O74810	AF-Q9FI61-F1-model_v3	AF-O74810-F1-model_v3	9.4e-59	181.4	0.00e+00	483.42	6.356E-23	944	platinum
Q9FI94	O94337	AF-Q9FI94-F1-model_v3	AF-O94337-F1-model_v3	5.8e-142	404.8	0.00e+00	898.73	9.644E-45	1979	platinum
Q9FIB6	P0CU18	AF-Q9FIB6-F1-model_v3	AF-P0CU18-F1-model_v3	9.7e-89	275.0	NA	NA	6.372E-29	1668	gold
Q9FIC3	O14280	AF-Q9FIC3-F1-model_v3	AF-O14280-F1-model_v3	7.3e-22	79.3	0.00e+00	216.55	4.555E-10	383	platinum
Q9FIE4	O74418	AF-Q9FIE4-F1-model_v3	AF-O74418-F1-model_v3	5.1e-07	46.6	1.16e-02	262.60	NA	NA	gold
Q9FIG0	Q9USX9	AF-Q9FIG0-F1-model_v3	AF-Q9USX9-F1-model_v3	7.0e-23	82.4	2.22e-16	244.60	1.040E-11	452	platinum
Q9FIR7	O13979	AF-Q9FIR7-F1-model_v3	AF-O13979-F1-model_v3	1.6e-14	70.5	1.08e-12	421.30	3.832E-14	649	platinum
Q9FIZ7	Q10094	AF-Q9FIZ7-F1-model_v3	AF-Q10094-F1-model_v3	0.0e+00	1249.2	0.00e+00	3374.76	0.000E+00	7698	platinum
Q9FJ79	P07799	AF-Q9FJ79-F1-model_v3	AF-P07799-F1-model_v3	1.2e-157	481.1	9.95e-09	1645.73	2.627E-61	2834	platinum
Q9FJ95	P36624	AF-Q9FJ95-F1-model_v3	AF-P36624-F1-model_v3	8.7e-80	246.5	0.00e+00	924.77	1.831E-44	1716	platinum
Q9FJD4	O13864	AF-Q9FJD4-F1-model_v3	AF-O13864-F1-model_v3	1.9e-195	578.9	0.00e+00	2266.61	7.431E-49	3196	platinum
Q9FJF1	P17609	AF-Q9FJF1-F1-model_v3	AF-P17609-F1-model_v3	9.3e-93	268.1	NA	NA	1.022E-32	1246	gold
Q9FJH6	O42943	AF-Q9FJH6-F1-model_v3	AF-O42943-F1-model_v3	6.0e-186	535.8	0.00e+00	1632.15	3.731E-74	3177	platinum
Q9FJI1	Q9UU88	AF-Q9FJI1-F1-model_v3	AF-Q9UU88-F1-model_v3	4.1e-52	162.5	0.00e+00	490.41	3.342E-25	942	platinum
Q9FJK6	O94503	AF-Q9FJK6-F1-model_v3	AF-O94503-F1-model_v3	4.5e-23	91.7	NA	NA	1.552E-10	609	gold
Q9FJL0	P41004	AF-Q9FJL0-F1-model_v3	AF-P41004-F1-model_v3	1.3e-199	616.3	1.47e-13	3223.64	4.976E-98	4256	platinum
Q9FJR0	Q09820	AF-Q9FJR0-F1-model_v3	AF-Q09820-F1-model_v3	0.0e+00	973.4	0.00e+00	2334.71	0.000E+00	5052	platinum
Q9FJX0	Q09928	AF-Q9FJX0-F1-model_v3	AF-Q09928-F1-model_v3	1.5e-113	346.7	1.14e-11	1101.06	4.249E-55	2234	platinum
Q9FJX2	P78946	AF-Q9FJX2-F1-model_v3	AF-P78946-F1-model_v3	1.0e-50	156.0	0.00e+00	359.50	9.105E-21	784	platinum
Q9FKB0	O42978	AF-Q9FKB0-F1-model_v3	AF-O42978-F1-model_v3	1.5e-26	90.9	7.33e-15	210.44	1.645E-09	455	platinum
Q9FKB3	Q09673	AF-Q9FKB3-F1-model_v3	AF-Q09673-F1-model_v3	6.8e-56	180.6	0.00e+00	749.17	1.769E-32	1282	platinum
Q9FKI4	Q9UTI3	AF-Q9FKI4-F1-model_v3	AF-Q9UTI3-F1-model_v3	2.5e-62	189.1	0.00e+00	453.03	1.327E-23	940	platinum
Q9FKQ8	O94599	AF-Q9FKQ8-F1-model_v3	AF-O94599-F1-model_v3	2.3e-13	70.9	2.52e-13	1052.14	1.213E-18	1087	platinum
Q9FKT5	Q9USL1	AF-Q9FKT5-F1-model_v3	AF-Q9USL1-F1-model_v3	9.9e-84	253.1	0.00e+00	840.57	4.763E-36	1628	platinum
Q9FKT8	Q10361	AF-Q9FKT8-F1-model_v3	AF-Q10361-F1-model_v3	1.3e-77	251.5	4.31e-13	928.50	6.961E-24	1366	platinum
Q9FL33	P30666	AF-Q9FL33-F1-model_v3	AF-P30666-F1-model_v3	4.7e-210	613.6	0.00e+00	1870.84	2.047E-88	3826	platinum
Q9FL69	Q9UT34	AF-Q9FL69-F1-model_v3	AF-Q9UT34-F1-model_v3	3.3e-32	123.2	NA	NA	6.806E-16	633	gold
Q9FL95	O94524	AF-Q9FL95-F1-model_v3	AF-O94524-F1-model_v3	2.3e-80	245.0	0.00e+00	777.34	6.417E-34	1485	platinum
Q9FLB0	O74764	AF-Q9FLB0-F1-model_v3	AF-O74764-F1-model_v3	1.0e-99	313.5	0.00e+00	1287.51	1.071E-48	2095	platinum
Q9FLE4	O13869	AF-Q9FLE4-F1-model_v3	AF-O13869-F1-model_v3	5.1e-219	624.0	0.00e+00	1779.69	1.828E-88	3850	platinum
Q9FLF0	Q09757	AF-Q9FLF0-F1-model_v3	AF-Q09757-F1-model_v3	6.0e-89	257.3	0.00e+00	550.04	NA	NA	gold
Q9FLH5	Q9HGP0	AF-Q9FLH5-F1-model_v3	AF-Q9HGP0-F1-model_v3	5.4e-14	67.4	NA	NA	NA	NA	silver
Q9FLI5	Q9P7G4	AF-Q9FLI5-F1-model_v3	AF-Q9P7G4-F1-model_v3	2.9e-30	118.2	3.05e-10	646.52	2.074E-18	872	platinum
Q9FLM8	P48011	AF-Q9FLM8-F1-model_v3	AF-P48011-F1-model_v3	7.2e-19	69.3	1.14e-08	142.44	1.990E-06	267	platinum
Q9FLN4	Q9HDV5	AF-Q9FLN4-F1-model_v3	AF-Q9HDV5-F1-model_v3	1.2e-22	87.0	4.66e-05	266.53	8.344E-10	424	platinum
Q9FLV1	P17476	AF-Q9FLV1-F1-model_v3	AF-P17476-F1-model_v3	1.8e-19	74.7	1.70e-09	267.85	4.444E-10	399	platinum
Q9FLX9	O74855	AF-Q9FLX9-F1-model_v3	AF-O74855-F1-model_v3	6.3e-53	183.7	0.00e+00	1276.12	1.263E-64	2789	platinum
Q9FLZ5	O94526	AF-Q9FLZ5-F1-model_v3	AF-O94526-F1-model_v3	7.4e-27	107.8	1.14e-11	605.96	4.621E-25	1048	platinum
Q9FM96	Q9USH8	AF-Q9FM96-F1-model_v3	AF-Q9USH8-F1-model_v3	9.0e-13	68.6	1.85e-05	513.42	2.548E-24	1080	platinum
Q9FMF9	Q10178	AF-Q9FMF9-F1-model_v3	AF-Q10178-F1-model_v3	0.0e+00	1175.6	0.00e+00	2800.55	7.393E-85	5609	platinum
Q9FMI5	O14028	AF-Q9FMI5-F1-model_v3	AF-O14028-F1-model_v3	8.7e-15	72.0	5.52e-12	568.02	3.386E-17	726	platinum
Q9FMP4	O59670	AF-Q9FMP4-F1-model_v3	AF-O59670-F1-model_v3	1.0e-30	104.0	3.33e-16	284.91	2.711E-13	502	platinum
Q9FMR1	Q10164	AF-Q9FMR1-F1-model_v3	AF-Q10164-F1-model_v3	1.3e-16	80.5	NA	NA	NA	NA	silver
Q9FMR9	Q9C0X6	AF-Q9FMR9-F1-model_v3	AF-Q9C0X6-F1-model_v3	2.9e-222	616.3	0.00e+00	1236.80	1.279E-69	2936	platinum
Q9FMT4	Q9P7S3	AF-Q9FMT4-F1-model_v3	AF-Q9P7S3-F1-model_v3	2.7e-61	205.7	0.00e+00	945.68	6.251E-37	1519	platinum
