Uniprot_arabadopsis	Uniprot_sorghum	AlphaFold_arabadopsis	AlphaFold_sorghum	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
O22207	A0A1B6PRR0	AF-O22207-F1-model_v3	AF-A0A1B6PRR0-F1-model_v3	0.0e+00	1028.9	4.44e-16	2084.57	0.000E+00	5228	platinum
O22212	C5WZR9	AF-O22212-F1-model_v3	AF-C5WZR9-F1-model_v3	1.6e-92	293.1	0.00e+00	1473.71	3.121E-68	3043	platinum
O22224	C5WZT7	AF-O22224-F1-model_v3	AF-C5WZT7-F1-model_v3	0.0e+00	1146.0	0.00e+00	2220.71	3.707E-75	4531	platinum
O22229	A0A1B6QG08	AF-O22229-F1-model_v3	AF-A0A1B6QG08-F1-model_v3	1.2e-274	756.9	0.00e+00	1391.89	4.052E-89	3540	platinum
O22232	A0A1Z5RI62	AF-O22232-F1-model_v3	AF-A0A1Z5RI62-F1-model_v3	6.4e-10	61.2	NA	NA	NA	NA	silver
O22243	A0A1B6Q2N7	AF-O22243-F1-model_v3	AF-A0A1B6Q2N7-F1-model_v3	0.0e+00	962.6	0.00e+00	2411.61	2.485E-103	5173	platinum
O22252	C5Y7G4	AF-O22252-F1-model_v3	AF-C5Y7G4-F1-model_v3	9.5e-252	699.5	0.00e+00	1326.14	2.009E-50	2786	platinum
O22259	C5XIU7	AF-O22259-F1-model_v3	AF-C5XIU7-F1-model_v3	5.8e-36	124.8	NA	NA	1.570E-14	565	gold
O22261	C5YWP7	AF-O22261-F1-model_v3	AF-C5YWP7-F1-model_v3	9.1e-159	446.8	0.00e+00	871.91	1.645E-31	1794	platinum
O22262	C5WMK1	AF-O22262-F1-model_v3	AF-C5WMK1-F1-model_v3	1.8e-16	70.9	NA	NA	NA	NA	silver
O22264	Q4G2I2	AF-O22264-F1-model_v3	AF-Q4G2I2-F1-model_v3	1.6e-74	236.1	NA	NA	1.155E-22	921	gold
O22265	A0A1Z5SBJ8	AF-O22265-F1-model_v3	AF-A0A1Z5SBJ8-F1-model_v3	3.2e-92	281.6	0.00e+00	877.16	1.781E-41	1797	platinum
O22268	C5XW87	AF-O22268-F1-model_v3	AF-C5XW87-F1-model_v3	3.1e-153	435.3	0.00e+00	872.96	9.604E-52	2061	platinum
O22286	C5X6J5	AF-O22286-F1-model_v3	AF-C5X6J5-F1-model_v3	2.4e-165	469.9	NA	NA	6.693E-58	2407	gold
O22446	C5XY14	AF-O22446-F1-model_v3	AF-C5XY14-F1-model_v3	7.8e-278	763.5	0.00e+00	1315.00	1.883E-81	3286	platinum
O22456	C5X4Q5	AF-O22456-F1-model_v3	AF-C5X4Q5-F1-model_v3	3.9e-88	261.5	NA	NA	5.139E-23	859	gold
O22467	C5WR88	AF-O22467-F1-model_v3	AF-C5WR88-F1-model_v3	3.5e-256	701.8	0.00e+00	1208.52	6.390E-78	3384	platinum
O22476	C5XIB8	AF-O22476-F1-model_v3	AF-C5XIB8-F1-model_v3	1.3e-228	686.4	0.00e+00	2753.35	0.000E+00	6085	platinum
O22588	C5WXD0	AF-O22588-F1-model_v3	AF-C5WXD0-F1-model_v3	3.0e-116	334.3	0.00e+00	729.16	3.570E-29	1525	platinum
O22607	C5XI77	AF-O22607-F1-model_v3	AF-C5XI77-F1-model_v3	1.9e-245	679.1	0.00e+00	1252.45	2.201E-79	3573	platinum
O22609	A0A1Z5R4G7	AF-O22609-F1-model_v3	AF-A0A1Z5R4G7-F1-model_v3	1.7e-221	614.8	0.00e+00	1109.90	NA	NA	gold
O22682	C5XN68	AF-O22682-F1-model_v3	AF-C5XN68-F1-model_v3	4.8e-162	460.7	NA	NA	2.128E-58	2259	gold
O22683	C5WYI7	AF-O22683-F1-model_v3	AF-C5WYI7-F1-model_v3	2.2e-79	233.0	0.00e+00	477.27	3.923E-24	994	platinum
O22714	C5Z388	AF-O22714-F1-model_v3	AF-C5Z388-F1-model_v3	5.0e-159	462.2	0.00e+00	1330.96	7.579E-42	2561	platinum
O22769	A0A1B6P999	AF-O22769-F1-model_v3	AF-A0A1B6P999-F1-model_v3	6.6e-144	404.4	0.00e+00	660.15	2.779E-40	1600	platinum
O22773	C5Z9A2	AF-O22773-F1-model_v3	AF-C5Z9A2-F1-model_v3	1.1e-54	174.9	5.91e-11	504.80	1.990E-15	777	platinum
O22775	C5WNE6	AF-O22775-F1-model_v3	AF-C5WNE6-F1-model_v3	3.2e-256	704.1	0.00e+00	1146.86	8.113E-74	3020	platinum
O22787	A0A1B6QQM4	AF-O22787-F1-model_v3	AF-A0A1B6QQM4-F1-model_v3	7.5e-52	187.6	5.18e-05	818.48	NA	NA	gold
O22795	C5X0K4	AF-O22795-F1-model_v3	AF-C5X0K4-F1-model_v3	2.1e-52	162.9	1.31e-09	352.21	1.806E-17	677	platinum
O22797	A0A1W0W3J4	AF-O22797-F1-model_v3	AF-A0A1W0W3J4-F1-model_v3	3.8e-113	323.9	0.00e+00	598.39	9.810E-27	1274	platinum
O22806	C5XXE9	AF-O22806-F1-model_v3	AF-C5XXE9-F1-model_v3	1.2e-120	355.9	5.71e-13	793.93	7.812E-28	1420	platinum
O22808	C5XXD8	AF-O22808-F1-model_v3	AF-C5XXD8-F1-model_v3	6.3e-151	453.0	0.00e+00	1506.77	4.428E-70	2976	platinum
O22813	C5XZW6	AF-O22813-F1-model_v3	AF-C5XZW6-F1-model_v3	8.3e-244	674.9	0.00e+00	1403.95	1.221E-74	3223	platinum
O22822	C5X5G3	AF-O22822-F1-model_v3	AF-C5X5G3-F1-model_v3	1.5e-136	401.7	0.00e+00	1174.41	NA	NA	gold
O22826	C5Z768	AF-O22826-F1-model_v3	AF-C5Z768-F1-model_v3	5.1e-148	421.0	0.00e+00	978.26	4.162E-55	2554	platinum
O22827	C5XUJ7	AF-O22827-F1-model_v3	AF-C5XUJ7-F1-model_v3	5.6e-62	191.4	0.00e+00	462.42	4.973E-26	1032	platinum
O22847	C5YBE0	AF-O22847-F1-model_v3	AF-C5YBE0-F1-model_v3	6.9e-163	459.1	1.36e-09	688.74	1.798E-48	1843	platinum
O22854	A0A1B6QJW4	AF-O22854-F1-model_v3	AF-A0A1B6QJW4-F1-model_v3	0.0e+00	903.7	0.00e+00	1607.90	0.000E+00	4363	platinum
O22870	C5YHA0	AF-O22870-F1-model_v3	AF-C5YHA0-F1-model_v3	6.0e-92	270.0	3.42e-13	553.09	NA	NA	gold
O22886	C5X0S2	AF-O22886-F1-model_v3	AF-C5X0S2-F1-model_v3	2.3e-212	588.2	NA	NA	4.633E-62	2656	gold
O22892	A0A1B6P6H2	AF-O22892-F1-model_v3	AF-A0A1B6P6H2-F1-model_v3	1.5e-103	313.2	1.51e-08	777.03	4.797E-30	1157	platinum
O22898	A0A1B6P687	AF-O22898-F1-model_v3	AF-A0A1B6P687-F1-model_v3	0.0e+00	890.2	0.00e+00	1933.86	0.000E+00	4531	platinum
O22899	A0A1B6QNL9	AF-O22899-F1-model_v3	AF-A0A1B6QNL9-F1-model_v3	0.0e+00	1270.0	0.00e+00	2048.32	0.000E+00	5369	platinum
O22907	C5WMG3	AF-O22907-F1-model_v3	AF-C5WMG3-F1-model_v3	0.0e+00	943.3	4.44e-16	1856.06	1.694E-102	4167	platinum
O22909	C5WW00	AF-O22909-F1-model_v3	AF-C5WW00-F1-model_v3	5.6e-60	206.8	1.40e-02	727.44	6.837E-23	840	platinum
O22922	C5WNF2	AF-O22922-F1-model_v3	AF-C5WNF2-F1-model_v3	3.5e-96	280.8	NA	NA	4.636E-35	1276	gold
O22926	C5XNC4	AF-O22926-F1-model_v3	AF-C5XNC4-F1-model_v3	5.7e-126	378.6	NA	NA	4.934E-32	1920	gold
O22928	C5X0R7	AF-O22928-F1-model_v3	AF-C5X0R7-F1-model_v3	4.1e-151	442.2	4.46e-12	1099.22	7.067E-60	2466	platinum
O22929	C5Y3F2	AF-O22929-F1-model_v3	AF-C5Y3F2-F1-model_v3	5.8e-48	151.8	9.95e-12	400.30	NA	NA	gold
O22938	C5XCR1	AF-O22938-F1-model_v3	AF-C5XCR1-F1-model_v3	4.8e-167	509.6	0.00e+00	2401.09	9.295E-96	5064	platinum
O22944	C5YXF5	AF-O22944-F1-model_v3	AF-C5YXF5-F1-model_v3	1.7e-76	230.7	0.00e+00	578.23	9.323E-32	1228	platinum
O22958	C5XZN6	AF-O22958-F1-model_v3	AF-C5XZN6-F1-model_v3	2.7e-100	292.4	1.33e-15	600.38	1.978E-33	1331	platinum
O22959	C5XG03	AF-O22959-F1-model_v3	AF-C5XG03-F1-model_v3	1.2e-119	350.1	0.00e+00	946.26	2.306E-41	1905	platinum
O22975	C5X610	AF-O22975-F1-model_v3	AF-C5X610-F1-model_v3	4.0e-238	655.2	0.00e+00	1041.73	5.109E-66	2811	platinum
O22978	C5WVD2	AF-O22978-F1-model_v3	AF-C5WVD2-F1-model_v3	8.0e-59	181.4	NA	NA	3.886E-22	952	gold
O23006	C5X708	AF-O23006-F1-model_v3	AF-C5X708-F1-model_v3	2.7e-63	206.1	2.44e-15	759.45	8.939E-32	1303	platinum
O23016	C5XVW9	AF-O23016-F1-model_v3	AF-C5XVW9-F1-model_v3	2.7e-217	595.1	0.00e+00	957.89	3.832E-63	2606	platinum
O23029	C5X4F9	AF-O23029-F1-model_v3	AF-C5X4F9-F1-model_v3	5.05e-02	145.49	NA	NA	NA	NA	silver
O23034	A0A194YQ00	AF-O23034-F1-model_v3	AF-A0A194YQ00-F1-model_v3	2.0e-210	588.6	0.00e+00	1088.05	2.331E-65	2607	platinum
O23038	C5YIK0	AF-O23038-F1-model_v3	AF-C5YIK0-F1-model_v3	5.9e-171	483.4	0.00e+00	975.17	5.873E-49	2322	platinum
O23049	C5WZQ4	AF-O23049-F1-model_v3	AF-C5WZQ4-F1-model_v3	9.2e-109	312.0	0.00e+00	621.81	1.448E-34	1465	platinum
O23116	C5X3X3	AF-O23116-F1-model_v3	AF-C5X3X3-F1-model_v3	1.4e-136	410.2	3.23e-05	1101.23	1.657E-36	1560	platinum
O23126	C5YVD1	AF-O23126-F1-model_v3	AF-C5YVD1-F1-model_v3	3.0e-80	250.0	0.00e+00	869.38	1.881E-20	1181	platinum
O23129	A0A1B6PL11	AF-O23129-F1-model_v3	AF-A0A1B6PL11-F1-model_v3	9.4e-285	829.3	0.00e+00	2655.53	4.602E-73	3899	platinum
O23137	C5XEM5	AF-O23137-F1-model_v3	AF-C5XEM5-F1-model_v3	9.3e-112	328.6	1.17e-10	780.03	4.913E-27	1483	platinum
O23140	C5Y0S2	AF-O23140-F1-model_v3	AF-C5Y0S2-F1-model_v3	3.9e-309	836.6	0.00e+00	1239.63	4.960E-86	3654	platinum
O23141	C5Z3B3	AF-O23141-F1-model_v3	AF-C5Z3B3-F1-model_v3	4.1e-299	833.6	0.00e+00	1796.83	5.208E-100	4293	platinum
O23144	C5XAJ9	AF-O23144-F1-model_v3	AF-C5XAJ9-F1-model_v3	1.6e-98	313.5	5.60e-10	1300.53	2.374E-34	1557	platinum
O23154	C5YQH7	AF-O23154-F1-model_v3	AF-C5YQH7-F1-model_v3	1.7e-135	402.1	NA	NA	NA	NA	silver
O23166	A0A1B6QHU2	AF-O23166-F1-model_v3	AF-A0A1B6QHU2-F1-model_v3	2.9e-101	295.8	1.23e-11	602.80	NA	NA	gold
O23167	C5YQV4	AF-O23167-F1-model_v3	AF-C5YQV4-F1-model_v3	3.4e-188	540.8	0.00e+00	1420.82	2.754E-76	3125	platinum
O23169	C5WRN2	AF-O23169-F1-model_v3	AF-C5WRN2-F1-model_v3	1.5e-168	497.7	NA	NA	5.635E-46	2984	gold
O23203	C5XDA9	AF-O23203-F1-model_v3	AF-C5XDA9-F1-model_v3	3.2e-212	595.5	0.00e+00	1285.40	1.516E-45	2662	platinum
O23207	A0A1B6QKM3	AF-O23207-F1-model_v3	AF-A0A1B6QKM3-F1-model_v3	4.2e-108	313.5	0.00e+00	653.55	1.027E-39	1516	platinum
O23212	A0A1B6PTJ4	AF-O23212-F1-model_v3	AF-A0A1B6PTJ4-F1-model_v3	3.7e-204	582.8	8.65e-10	1344.45	NA	NA	gold
O23215	C5WUN9	AF-O23215-F1-model_v3	AF-C5WUN9-F1-model_v3	8.2e-155	451.8	1.47e-06	898.55	NA	NA	gold
O23225	C5Y0B2	AF-O23225-F1-model_v3	AF-C5Y0B2-F1-model_v3	1.1e-94	310.8	NA	NA	NA	NA	silver
O23227	A0A194YRQ8	AF-O23227-F1-model_v3	AF-A0A194YRQ8-F1-model_v3	1.9e-166	470.7	5.77e-13	867.52	7.093E-51	2057	platinum
O23234	C5XHK5	AF-O23234-F1-model_v3	AF-C5XHK5-F1-model_v3	3.3e-109	325.1	0.00e+00	981.16	1.201E-45	1916	platinum
O23238	C5WLW3	AF-O23238-F1-model_v3	AF-C5WLW3-F1-model_v3	2.0e-39	132.1	2.14e-09	375.81	8.987E-16	621	platinum
O23240	A0A1B6Q9G5	AF-O23240-F1-model_v3	AF-A0A1B6Q9G5-F1-model_v3	3.8e-252	702.6	0.00e+00	1496.52	7.515E-87	3568	platinum
O23247	A0A1B6P6V7	AF-O23247-F1-model_v3	AF-A0A1B6P6V7-F1-model_v3	0.0e+00	896.3	0.00e+00	1697.58	1.176E-77	4068	platinum
O23252	C5XJC8	AF-O23252-F1-model_v3	AF-C5XJC8-F1-model_v3	7.3e-110	315.1	0.00e+00	561.46	1.075E-33	1382	platinum
O23254	C5Y297	AF-O23254-F1-model_v3	AF-C5Y297-F1-model_v3	7.8e-312	846.3	NA	NA	1.375E-86	3790	gold
O23255	A0A1B6PRP0	AF-O23255-F1-model_v3	AF-A0A1B6PRP0-F1-model_v3	0.0e+00	911.8	0.00e+00	1439.74	5.760E-94	3991	platinum
O23266	A0A1B6P925	AF-O23266-F1-model_v3	AF-A0A1B6P925-F1-model_v3	3.1e-197	567.0	0.00e+00	1737.99	1.209E-45	3121	platinum
O23277	A0A1W0VU89	AF-O23277-F1-model_v3	AF-A0A1W0VU89-F1-model_v3	1.5e-213	649.4	0.00e+00	2651.17	2.789E-52	3564	platinum
O23290	C5WT25	AF-O23290-F1-model_v3	AF-C5WT25-F1-model_v3	6.6e-72	209.1	0.00e+00	311.84	7.631E-18	719	platinum
O23304	A0A1B6PAN6	AF-O23304-F1-model_v3	AF-A0A1B6PAN6-F1-model_v3	5.4e-145	427.9	NA	NA	1.907E-42	1832	gold
O23310	C5XDX7	AF-O23310-F1-model_v3	AF-C5XDX7-F1-model_v3	1.3e-66	202.2	NA	NA	NA	NA	silver
O23315	C5Y5Q9	AF-O23315-F1-model_v3	AF-C5Y5Q9-F1-model_v3	2.1e-70	233.0	0.00e+00	1044.88	2.056E-22	1410	platinum
O23338	C5XAE1	AF-O23338-F1-model_v3	AF-C5XAE1-F1-model_v3	7.3e-32	112.1	NA	NA	4.757E-15	648	gold
O23342	C5Z5D8	AF-O23342-F1-model_v3	AF-C5Z5D8-F1-model_v3	2.5e-26	99.0	2.74e-06	349.88	NA	NA	gold
O23365	A0A1Z5RLA3	AF-O23365-F1-model_v3	AF-A0A1Z5RLA3-F1-model_v3	4.3e-307	843.2	0.00e+00	1511.13	9.006E-68	3467	platinum
O23403	A0A1Z5R6D4	AF-O23403-F1-model_v3	AF-A0A1Z5R6D4-F1-model_v3	5.5e-100	293.9	5.61e-14	643.49	7.199E-34	1433	platinum
O23463	A0A1B6QE93	AF-O23463-F1-model_v3	AF-A0A1B6QE93-F1-model_v3	3.0e-225	661.4	2.47e-09	1915.50	2.119E-77	3663	platinum
O23474	C5YJZ5	AF-O23474-F1-model_v3	AF-C5YJZ5-F1-model_v3	1.2e-125	365.5	NA	NA	6.539E-40	1897	gold
O23482	C5X0A7	AF-O23482-F1-model_v3	AF-C5X0A7-F1-model_v3	0.0e+00	1266.9	0.00e+00	2132.25	7.696E-95	5159	platinum
O23491	C5Z686	AF-O23491-F1-model_v3	AF-C5Z686-F1-model_v3	1.2e-122	365.9	NA	NA	4.202E-29	1685	gold
O23507	C5WSD4	AF-O23507-F1-model_v3	AF-C5WSD4-F1-model_v3	3.8e-105	313.9	6.72e-14	799.89	2.017E-44	1734	platinum
O23514	A0A1B6PD10	AF-O23514-F1-model_v3	AF-A0A1B6PD10-F1-model_v3	3.0e-71	213.0	0.00e+00	481.17	2.220E-25	981	platinum
O23544	C5WZ78	AF-O23544-F1-model_v3	AF-C5WZ78-F1-model_v3	2.2e-28	120.2	2.84e-02	755.45	1.414E-08	343	platinum
O23553	C5WRG3	AF-O23553-F1-model_v3	AF-C5WRG3-F1-model_v3	1.1e-252	703.4	NA	NA	1.935E-77	3343	gold
O23569	C5XRJ6	AF-O23569-F1-model_v3	AF-C5XRJ6-F1-model_v3	1.5e-168	474.2	0.00e+00	951.65	2.112E-58	2320	platinum
O23614	A0A194YT39	AF-O23614-F1-model_v3	AF-A0A194YT39-F1-model_v3	9.4e-218	612.5	1.11e-16	1209.88	1.775E-70	2914	platinum
O23627	A0A1Z5RAK5	AF-O23627-F1-model_v3	AF-A0A1Z5RAK5-F1-model_v3	0.0e+00	1019.6	0.00e+00	2022.28	0.000E+00	5015	platinum
O23661	C5YVJ4	AF-O23661-F1-model_v3	AF-C5YVJ4-F1-model_v3	1.7e-165	490.3	NA	NA	8.318E-57	2394	gold
O23673	A0A1W0W0R1	AF-O23673-F1-model_v3	AF-A0A1W0W0R1-F1-model_v3	2.0e-227	645.2	0.00e+00	1502.74	6.460E-83	3538	platinum
O23674	C5WYA2	AF-O23674-F1-model_v3	AF-C5WYA2-F1-model_v3	9.5e-172	488.8	0.00e+00	1083.03	1.210E-65	2558	platinum
O23683	C5WZZ3	AF-O23683-F1-model_v3	AF-C5WZZ3-F1-model_v3	6.3e-07	46.2	4.64e-03	227.68	NA	NA	gold
O23684	C5WRP2	AF-O23684-F1-model_v3	AF-C5WRP2-F1-model_v3	9.1e-46	154.5	7.39e-13	587.61	4.940E-26	987	platinum
O23693	C5Y663	AF-O23693-F1-model_v3	AF-C5Y663-F1-model_v3	5.0e-220	619.4	NA	NA	2.578E-46	2382	gold
O24457	C5YBS3	AF-O24457-F1-model_v3	AF-C5YBS3-F1-model_v3	1.6e-225	624.4	0.00e+00	1113.48	2.197E-57	2651	platinum
O24496	C5X1M7	AF-O24496-F1-model_v3	AF-C5X1M7-F1-model_v3	2.4e-139	392.1	0.00e+00	766.54	1.407E-47	1904	platinum
O24520	A0A1B6QPK7	AF-O24520-F1-model_v3	AF-A0A1B6QPK7-F1-model_v3	5.2e-78	229.2	0.00e+00	452.58	1.853E-17	930	platinum
O24527	Q8LKU7	AF-O24527-F1-model_v3	AF-Q8LKU7-F1-model_v3	3.2e-253	727.6	7.15e-06	1483.20	NA	NA	gold
O24610	A0A1Z5S6E2	AF-O24610-F1-model_v3	AF-A0A1Z5S6E2-F1-model_v3	8.4e-21	87.4	NA	NA	NA	NA	silver
O24616	C5X6V1	AF-O24616-F1-model_v3	AF-C5X6V1-F1-model_v3	1.1e-154	430.3	NA	NA	NA	NA	silver
O24617	C5XD67	AF-O24617-F1-model_v3	AF-C5XD67-F1-model_v3	0.0e+00	1230.7	0.00e+00	2634.86	0.000E+00	6078	platinum
O24621	C5YWK9	AF-O24621-F1-model_v3	AF-C5YWK9-F1-model_v3	2.0e-60	210.7	1.52e-09	1106.84	NA	NA	gold
O24629	C5YHG2	AF-O24629-F1-model_v3	AF-C5YHG2-F1-model_v3	1.3e-158	460.3	3.51e-13	1117.57	3.689E-40	2089	platinum
O24633	C5WNX2	AF-O24633-F1-model_v3	AF-C5WNX2-F1-model_v3	1.8e-110	314.7	0.00e+00	574.72	6.969E-36	1434	platinum
O48529	C5X860	AF-O48529-F1-model_v3	AF-C5X860-F1-model_v3	2.3e-100	291.6	3.70e-14	578.89	2.441E-36	1345	platinum
O48593	A0A1B6QE81	AF-O48593-F1-model_v3	AF-A0A1B6QE81-F1-model_v3	5.2e-290	798.5	0.00e+00	1464.11	9.420E-90	3764	platinum
O48626	A0A194YN98	AF-O48626-F1-model_v3	AF-A0A194YN98-F1-model_v3	4.0e-194	569.3	0.00e+00	1859.70	1.377E-55	3079	platinum
O48646	Q6JAG4	AF-O48646-F1-model_v3	AF-Q6JAG4-F1-model_v3	3.2e-105	301.2	NA	NA	1.104E-34	1307	gold
O48652	C5XXX7	AF-O48652-F1-model_v3	AF-C5XXX7-F1-model_v3	3.8e-277	765.4	0.00e+00	1397.68	3.497E-71	3333	platinum
O48679	C5XZ64	AF-O48679-F1-model_v3	AF-C5XZ64-F1-model_v3	1.0e-76	245.0	0.00e+00	963.37	2.583E-43	2160	platinum
O48705	A0A1Z5RLR0	AF-O48705-F1-model_v3	AF-A0A1Z5RLR0-F1-model_v3	1.6e-09	60.5	NA	NA	NA	NA	silver
O48711	C5Z5Y0	AF-O48711-F1-model_v3	AF-C5Z5Y0-F1-model_v3	4.7e-140	418.3	NA	NA	2.819E-55	2657	gold
O48717	C5WZA0	AF-O48717-F1-model_v3	AF-C5WZA0-F1-model_v3	7.3e-23	86.3	8.67e-06	207.68	1.732E-05	216	platinum
O48720	C5XSS7	AF-O48720-F1-model_v3	AF-C5XSS7-F1-model_v3	1.2e-12	68.2	1.51e-01	246.00	NA	NA	gold
O48721	C5WUW6	AF-O48721-F1-model_v3	AF-C5WUW6-F1-model_v3	1.1e-110	323.6	0.00e+00	779.99	2.123E-41	1614	platinum
O48727	A0A194YL73	AF-O48727-F1-model_v3	AF-A0A194YL73-F1-model_v3	1.2e-155	443.7	NA	NA	NA	NA	silver
O48767	C5YIH7	AF-O48767-F1-model_v3	AF-C5YIH7-F1-model_v3	9.9e-113	326.6	7.08e-07	555.07	3.933E-24	892	platinum
O48771	A0A1B6PCC0	AF-O48771-F1-model_v3	AF-A0A1B6PCC0-F1-model_v3	0.0e+00	1056.6	NA	NA	0.000E+00	5804	gold
O48781	C5Z5N3	AF-O48781-F1-model_v3	AF-C5Z5N3-F1-model_v3	2.0e-105	309.3	4.73e-08	564.16	1.137E-19	1033	platinum
O48783	C5WV77	AF-O48783-F1-model_v3	AF-C5WV77-F1-model_v3	5.1e-130	374.0	0.00e+00	839.56	1.404E-48	1895	platinum
O48791	C5XMJ3	AF-O48791-F1-model_v3	AF-C5XMJ3-F1-model_v3	1.9e-174	500.0	0.00e+00	1323.31	2.564E-55	2381	platinum
O48802	C5XQT5	AF-O48802-F1-model_v3	AF-C5XQT5-F1-model_v3	5.7e-244	698.0	2.71e-11	1618.86	1.185E-57	3088	platinum
O48809	C5XPK9	AF-O48809-F1-model_v3	AF-C5XPK9-F1-model_v3	3.0e-55	201.1	NA	NA	NA	NA	silver
O48818	C5WV02	AF-O48818-F1-model_v3	AF-C5WV02-F1-model_v3	9.0e-161	446.4	NA	NA	1.793E-47	2031	gold
O48832	A0A1B6QPE1	AF-O48832-F1-model_v3	AF-A0A1B6QPE1-F1-model_v3	1.0e-124	371.3	1.03e-09	821.37	2.441E-39	1679	platinum
O48837	C5YWH2	AF-O48837-F1-model_v3	AF-C5YWH2-F1-model_v3	9.7e-275	783.5	0.00e+00	1765.78	1.408E-86	3918	platinum
O48844	A0A1B6PN20	AF-O48844-F1-model_v3	AF-A0A1B6PN20-F1-model_v3	0.0e+00	1445.3	0.00e+00	2634.65	1.235E-100	6033	platinum
O48845	C5XJD6	AF-O48845-F1-model_v3	AF-C5XJD6-F1-model_v3	3.1e-75	219.9	NA	NA	1.226E-20	759	gold
O48847	C5XVA2	AF-O48847-F1-model_v3	AF-C5XVA2-F1-model_v3	0.0e+00	898.7	NA	NA	3.605E-85	3709	gold
O48890	C5XSB8	AF-O48890-F1-model_v3	AF-C5XSB8-F1-model_v3	8.7e-71	209.1	0.00e+00	355.44	1.292E-16	805	platinum
O48916	C5YSJ6	AF-O48916-F1-model_v3	AF-C5YSJ6-F1-model_v3	4.6e-136	382.1	0.00e+00	694.07	8.379E-29	1467	platinum
O48917	C5YXF3	AF-O48917-F1-model_v3	AF-C5YXF3-F1-model_v3	1.3e-267	734.9	0.00e+00	1288.14	1.791E-83	3370	platinum
O48963	C5YPQ1	AF-O48963-F1-model_v3	AF-C5YPQ1-F1-model_v3	0.0e+00	1189.1	0.00e+00	2172.23	NA	NA	gold
O49048	C5YKP3	AF-O49048-F1-model_v3	AF-C5YKP3-F1-model_v3	1.4e-317	869.0	0.00e+00	1626.71	1.515E-83	3926	platinum
O49160	A0A1B6QDA6	AF-O49160-F1-model_v3	AF-A0A1B6QDA6-F1-model_v3	0.0e+00	998.0	0.00e+00	2226.72	1.612E-73	4464	platinum
O49279	C5YB13	AF-O49279-F1-model_v3	AF-C5YB13-F1-model_v3	1.5e-117	347.4	0.00e+00	885.83	2.916E-42	1867	platinum
O49285	A0A194YQ94	AF-O49285-F1-model_v3	AF-A0A194YQ94-F1-model_v3	2.4e-176	501.9	0.00e+00	1103.86	8.602E-61	2654	platinum
O49287	C5Z3U2	AF-O49287-F1-model_v3	AF-C5Z3U2-F1-model_v3	2.6e-119	372.5	0.00e+00	1880.91	4.767E-41	2793	platinum
O49289	A0A1Z5R9N5	AF-O49289-F1-model_v3	AF-A0A1Z5R9N5-F1-model_v3	0.0e+00	902.5	0.00e+00	1958.37	1.407E-94	4078	platinum
O49292	C5YTA5	AF-O49292-F1-model_v3	AF-C5YTA5-F1-model_v3	1.7e-117	337.4	0.00e+00	671.46	3.100E-35	1511	platinum
O49317	C5X3T0	AF-O49317-F1-model_v3	AF-C5X3T0-F1-model_v3	1.5e-46	149.4	1.93e-08	340.89	6.182E-17	631	platinum
O49323	C5Z346	AF-O49323-F1-model_v3	AF-C5Z346-F1-model_v3	0.0e+00	1450.3	NA	NA	NA	NA	silver
O49336	A0A194YTB0	AF-O49336-F1-model_v3	AF-A0A194YTB0-F1-model_v3	6.3e-225	623.6	0.00e+00	1128.40	1.564E-42	2442	platinum
O49343	C5YXS1	AF-O49343-F1-model_v3	AF-C5YXS1-F1-model_v3	6.8e-71	233.0	0.00e+00	1169.95	1.272E-27	1699	platinum
O49347	C5YMH8	AF-O49347-F1-model_v3	AF-C5YMH8-F1-model_v3	8.6e-25	95.9	2.58e-05	314.98	5.169E-09	370	platinum
O49354	C5Z4B7	AF-O49354-F1-model_v3	AF-C5Z4B7-F1-model_v3	2.0e-135	387.5	0.00e+00	826.55	2.663E-49	1917	platinum
O49377	C5Z5C0	AF-O49377-F1-model_v3	AF-C5Z5C0-F1-model_v3	8.9e-114	324.3	0.00e+00	592.34	2.006E-31	1270	platinum
O49378	C5Y917	AF-O49378-F1-model_v3	AF-C5Y917-F1-model_v3	1.7e-182	512.7	3.33e-16	930.65	1.818E-34	1897	platinum
O49397	C5XWW5	AF-O49397-F1-model_v3	AF-C5XWW5-F1-model_v3	1.5e-103	325.1	NA	NA	NA	NA	silver
O49432	C5YFP6	AF-O49432-F1-model_v3	AF-C5YFP6-F1-model_v3	5.9e-153	444.9	0.00e+00	1211.13	5.190E-51	2666	platinum
O49434	C5Z7M6	AF-O49434-F1-model_v3	AF-C5Z7M6-F1-model_v3	1.0e-195	555.8	0.00e+00	1287.39	3.245E-72	3061	platinum
O49447	C5WZZ8	AF-O49447-F1-model_v3	AF-C5WZZ8-F1-model_v3	5.1e-204	565.8	0.00e+00	975.76	9.692E-41	2312	platinum
O49459	A0A1B6Q575	AF-O49459-F1-model_v3	AF-A0A1B6Q575-F1-model_v3	1.2e-123	357.1	4.67e-10	664.23	1.135E-34	1460	platinum
O49460	C5WT18	AF-O49460-F1-model_v3	AF-C5WT18-F1-model_v3	3.5e-154	432.2	0.00e+00	805.59	NA	NA	gold
O49472	A0A1B6QHU1	AF-O49472-F1-model_v3	AF-A0A1B6QHU1-F1-model_v3	6.7e-131	374.8	0.00e+00	798.25	1.512E-46	1823	platinum
