Uniprot_arabadopsis	Uniprot_soybean	AlphaFold_arabadopsis	AlphaFold_soybean	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
P92514	P14853	AF-P92514-F1-model_v3	AF-P14853-F1-model_v3	1.6e-186	512.3	0.00e+00	791.67	3.568E-34	1832	platinum
P92540	A0A0R0I2P6	AF-P92540-F1-model_v3	AF-A0A0R0I2P6-F1-model_v3	2.2e-07	46.2	6.21e-01	58.93	NA	NA	gold
P92934	A0A0R0KCW6	AF-P92934-F1-model_v3	AF-A0A0R0KCW6-F1-model_v3	5.2e-282	771.9	0.00e+00	1381.59	7.892E-58	3198	platinum
P92942	I1N7R1	AF-P92942-F1-model_v3	AF-I1N7R1-F1-model_v3	0.0e+00	1227.2	0.00e+00	2127.50	NA	NA	gold
P92947	I1KPF0	AF-P92947-F1-model_v3	AF-I1KPF0-F1-model_v3	3.4e-274	753.1	0.00e+00	1388.06	8.553E-88	3552	platinum
P92960	K7KIP4	AF-P92960-F1-model_v3	AF-K7KIP4-F1-model_v3	5.6e-225	640.6	0.00e+00	1580.03	6.722E-65	3149	platinum
P92961	I1JI43	AF-P92961-F1-model_v3	AF-I1JI43-F1-model_v3	7.4e-242	666.8	NA	NA	NA	NA	silver
P92963	I1L068	AF-P92963-F1-model_v3	AF-I1L068-F1-model_v3	1.9e-149	414.1	0.00e+00	622.19	2.324E-45	1706	platinum
P92964	I1MKG5	AF-P92964-F1-model_v3	AF-I1MKG5-F1-model_v3	2.7e-96	283.9	2.38e-12	566.97	7.873E-35	1365	platinum
P92990	K7K1H7	AF-P92990-F1-model_v3	AF-K7K1H7-F1-model_v3	4.7e-156	463.4	0.00e+00	1685.68	2.212E-68	3537	platinum
P93002	A0A0R0IBM0	AF-P93002-F1-model_v3	AF-A0A0R0IBM0-F1-model_v3	1.4e-178	518.1	NA	NA	8.801E-48	2599	gold
P93003	D5ID20	AF-P93003-F1-model_v3	AF-D5ID20-F1-model_v3	3.0e-99	284.3	0.00e+00	477.63	3.611E-29	1252	platinum
P93005	K7M005	AF-P93005-F1-model_v3	AF-K7M005-F1-model_v3	5.0e-268	756.9	0.00e+00	2051.20	2.663E-52	3574	platinum
P93006	I1K7B1	AF-P93006-F1-model_v3	AF-I1K7B1-F1-model_v3	4.9e-189	528.5	NA	NA	3.946E-59	2403	gold
P93009	I1K9N5	AF-P93009-F1-model_v3	AF-I1K9N5-F1-model_v3	1.4e-72	216.9	1.27e-10	449.20	1.121E-24	996	platinum
P93011	I1KLJ6	AF-P93011-F1-model_v3	AF-I1KLJ6-F1-model_v3	3.0e-238	669.5	0.00e+00	1689.12	7.707E-53	3271	platinum
P93015	I1KLM6	AF-P93015-F1-model_v3	AF-I1KLM6-F1-model_v3	1.1e-39	130.6	NA	NA	NA	NA	silver
P93033	K7LGW1	AF-P93033-F1-model_v3	AF-K7LGW1-F1-model_v3	1.9e-318	867.8	0.00e+00	1447.10	NA	NA	gold
P93039	I1NG36	AF-P93039-F1-model_v3	AF-I1NG36-F1-model_v3	4.4e-270	745.7	0.00e+00	1537.78	1.480E-67	3444	platinum
P93043	K7LQ96	AF-P93043-F1-model_v3	AF-K7LQ96-F1-model_v3	0.0e+00	1445.6	0.00e+00	2457.28	0.000E+00	6258	platinum
P93045	D7RJ53	AF-P93045-F1-model_v3	AF-D7RJ53-F1-model_v3	8.1e-138	387.1	0.00e+00	647.05	2.299E-39	1594	platinum
P93303	M1FIU8	AF-P93303-F1-model_v3	AF-M1FIU8-F1-model_v3	2.3e-86	250.4	7.43e-09	335.04	1.090E-16	570	platinum
P93306	M1FQK8	AF-P93306-F1-model_v3	AF-M1FQK8-F1-model_v3	3.1e-265	722.2	0.00e+00	1168.71	6.154E-61	3065	platinum
P93732	I1ME45	AF-P93732-F1-model_v3	AF-I1ME45-F1-model_v3	1.7e-207	575.5	0.00e+00	1024.34	4.776E-58	2609	platinum
P93733	I1JDQ3	AF-P93733-F1-model_v3	AF-I1JDQ3-F1-model_v3	0.0e+00	1442.9	5.55e-16	2713.00	0.000E+00	6850	platinum
P93736	A0A0R0I5G1	AF-P93736-F1-model_v3	AF-A0A0R0I5G1-F1-model_v3	0.0e+00	1531.5	0.00e+00	3037.61	0.000E+00	7380	platinum
P93749	I1JNM7	AF-P93749-F1-model_v3	AF-I1JNM7-F1-model_v3	1.9e-217	599.0	0.00e+00	1021.77	1.089E-58	2536	platinum
P93756	K7K9A9	AF-P93756-F1-model_v3	AF-K7K9A9-F1-model_v3	7.2e-280	789.6	0.00e+00	1912.97	7.898E-98	4185	platinum
P93820	K7MDX5	AF-P93820-F1-model_v3	AF-K7MDX5-F1-model_v3	1.5e-289	833.2	0.00e+00	2485.94	2.966E-65	4250	platinum
P93828	I1JXU2	AF-P93828-F1-model_v3	AF-I1JXU2-F1-model_v3	2.6e-59	181.8	0.00e+00	373.15	3.884E-22	900	platinum
P93829	I1LC48	AF-P93829-F1-model_v3	AF-I1LC48-F1-model_v3	3.2e-39	132.1	NA	NA	NA	NA	silver
P93831	I1LHC7	AF-P93831-F1-model_v3	AF-I1LHC7-F1-model_v3	0.0e+00	910.2	9.77e-15	1806.84	NA	NA	gold
P93836	I1M6Z4	AF-P93836-F1-model_v3	AF-I1M6Z4-F1-model_v3	9.0e-232	643.7	0.00e+00	1216.00	2.863E-79	3229	platinum
P94072	C7S8C4	AF-P94072-F1-model_v3	AF-C7S8C4-F1-model_v3	4.7e-100	289.3	0.00e+00	613.00	NA	NA	gold
P94109	I1LI02	AF-P94109-F1-model_v3	AF-I1LI02-F1-model_v3	7.6e-30	108.2	NA	NA	2.767E-12	487	gold
Q00218	A0A0R0G3L8	AF-Q00218-F1-model_v3	AF-A0A0R0G3L8-F1-model_v3	1.4e-297	813.1	NA	NA	2.720E-87	3776	gold
Q00958	I1KBW8	AF-Q00958-F1-model_v3	AF-I1KBW8-F1-model_v3	2.0e-161	461.1	5.42e-12	904.33	NA	NA	gold
Q00IB6	K7MKD8	AF-Q00IB6-F1-model_v3	AF-K7MKD8-F1-model_v3	9.5e-176	499.6	0.00e+00	1046.67	1.422E-62	2512	platinum
Q02166	I1JX86	AF-Q02166-F1-model_v3	AF-I1JX86-F1-model_v3	4.8e-171	486.1	0.00e+00	1072.55	1.917E-54	2467	platinum
Q04088	K7M987	AF-Q04088-F1-model_v3	AF-K7M987-F1-model_v3	2.3e-137	399.4	8.94e-07	785.01	NA	NA	gold
Q04614	M1FQM2	AF-Q04614-F1-model_v3	AF-M1FQM2-F1-model_v3	7.5e-46	143.3	0.00e+00	287.23	1.134E-11	499	platinum
Q04996	K7N378	AF-Q04996-F1-model_v3	AF-K7N378-F1-model_v3	5.2e-130	405.6	4.00e-04	1227.62	2.937E-43	1850	platinum
Q05085	A0A0R4J4E5	AF-Q05085-F1-model_v3	AF-A0A0R4J4E5-F1-model_v3	1.1e-250	701.4	0.00e+00	1637.02	1.445E-59	3343	platinum
Q05153	I1J7R6	AF-Q05153-F1-model_v3	AF-I1J7R6-F1-model_v3	0.0e+00	911.0	0.00e+00	1699.45	4.340E-100	4338	platinum
Q05212	I1NC74	AF-Q05212-F1-model_v3	AF-I1NC74-F1-model_v3	2.0e-154	434.5	0.00e+00	808.02	5.625E-54	2110	platinum
Q05431	Q76LA6	AF-Q05431-F1-model_v3	AF-Q76LA6-F1-model_v3	5.8e-152	423.7	0.00e+00	743.41	1.251E-37	1800	platinum
Q05728	I1K506	AF-Q05728-F1-model_v3	AF-I1K506-F1-model_v3	2.1e-188	527.3	0.00e+00	1022.42	2.682E-64	2493	platinum
Q05758	I1M3M4	AF-Q05758-F1-model_v3	AF-I1M3M4-F1-model_v3	0.0e+00	957.6	0.00e+00	1697.58	3.597E-82	4323	platinum
Q058J9	I1KJ68	AF-Q058J9-F1-model_v3	AF-I1KJ68-F1-model_v3	7.6e-138	409.1	1.09e-13	1188.44	6.687E-63	2495	platinum
Q058K9	I1KGG0	AF-Q058K9-F1-model_v3	AF-I1KGG0-F1-model_v3	1.7e-176	496.9	NA	NA	NA	NA	silver
Q058N4	K7MK03	AF-Q058N4-F1-model_v3	AF-K7MK03-F1-model_v3	1.0e-197	556.6	0.00e+00	1185.01	1.825E-52	2345	platinum
Q058P6	K7N1F3	AF-Q058P6-F1-model_v3	AF-K7N1F3-F1-model_v3	2.9e-170	485.3	0.00e+00	1138.10	3.833E-36	2098	platinum
Q07970	I1ME60	AF-Q07970-F1-model_v3	AF-I1ME60-F1-model_v3	1.1e-310	870.5	1.80e-14	2180.53	3.659E-92	3715	platinum
Q08112	C6SWG3	AF-Q08112-F1-model_v3	AF-C6SWG3-F1-model_v3	9.3e-97	276.2	NA	NA	NA	NA	silver
Q08891	A0A0R0L4Q8	AF-Q08891-F1-model_v3	AF-A0A0R0L4Q8-F1-model_v3	1.3e-260	728.0	0.00e+00	1486.87	1.884E-82	3499	platinum
Q08A71	I1NCV3	AF-Q08A71-F1-model_v3	AF-I1NCV3-F1-model_v3	1.0e-207	578.9	0.00e+00	1084.13	6.523E-70	2814	platinum
Q08A97	K7M8D6	AF-Q08A97-F1-model_v3	AF-K7M8D6-F1-model_v3	1.9e-247	682.6	0.00e+00	1225.67	6.254E-69	2951	platinum
Q08AA3	K7KFK3	AF-Q08AA3-F1-model_v3	AF-K7KFK3-F1-model_v3	3.4e-37	144.1	NA	NA	5.283E-15	602	gold
Q08AA5	I1K3L4	AF-Q08AA5-F1-model_v3	AF-I1K3L4-F1-model_v3	4.6e-222	615.9	0.00e+00	1148.88	3.628E-62	2723	platinum
Q08AA8	A0A0R0KNY8	AF-Q08AA8-F1-model_v3	AF-A0A0R0KNY8-F1-model_v3	9.4e-174	486.5	0.00e+00	907.29	2.851E-41	2053	platinum
Q0H8D7	I1MBP3	AF-Q0H8D7-F1-model_v3	AF-I1MBP3-F1-model_v3	7.7e-144	426.4	1.89e-11	1160.68	2.307E-59	2368	platinum
Q0IGH7	I1LTT4	AF-Q0IGH7-F1-model_v3	AF-I1LTT4-F1-model_v3	1.5e-89	259.6	0.00e+00	471.63	4.588E-18	925	platinum
Q0IGK1	K7LYE7	AF-Q0IGK1-F1-model_v3	AF-K7LYE7-F1-model_v3	1.3e-66	231.9	1.42e-02	796.73	NA	NA	gold
Q0IGM7	I1JSK5	AF-Q0IGM7-F1-model_v3	AF-I1JSK5-F1-model_v3	8.3e-66	207.2	NA	NA	5.252E-23	914	gold
Q0PCS3	K7K5N1	AF-Q0PCS3-F1-model_v3	AF-K7K5N1-F1-model_v3	0.0e+00	1199.1	0.00e+00	2175.63	NA	NA	gold
Q0V7R1	I1JDW9	AF-Q0V7R1-F1-model_v3	AF-I1JDW9-F1-model_v3	5.6e-192	532.7	0.00e+00	954.12	6.824E-62	2359	platinum
Q0V7S6	K7MYN6	AF-Q0V7S6-F1-model_v3	AF-K7MYN6-F1-model_v3	7.7e-165	470.3	0.00e+00	1059.97	2.032E-55	2468	platinum
Q0V7T5	I1M5X9	AF-Q0V7T5-F1-model_v3	AF-I1M5X9-F1-model_v3	1.0e-144	419.5	NA	NA	NA	NA	silver
Q0V7V2	I1KMQ3	AF-Q0V7V2-F1-model_v3	AF-I1KMQ3-F1-model_v3	2.8e-198	551.6	0.00e+00	1009.29	8.552E-62	2558	platinum
Q0V7X4	I1M4G4	AF-Q0V7X4-F1-model_v3	AF-I1M4G4-F1-model_v3	3.8e-86	262.3	4.10e-12	690.59	3.709E-33	1298	platinum
Q0V845	I1M0W7	AF-Q0V845-F1-model_v3	AF-I1M0W7-F1-model_v3	2.8e-267	736.1	1.12e-14	1167.15	1.211E-69	3215	platinum
Q0V869	K7LY97	AF-Q0V869-F1-model_v3	AF-K7LY97-F1-model_v3	1.7e-114	327.8	0.00e+00	598.75	8.164E-34	1368	platinum
Q0WKW1	I1LNW1	AF-Q0WKW1-F1-model_v3	AF-I1LNW1-F1-model_v3	4.8e-253	724.9	7.45e-07	1612.01	1.008E-74	2922	platinum
Q0WKY2	K7M1Z8	AF-Q0WKY2-F1-model_v3	AF-K7M1Z8-F1-model_v3	4.5e-176	500.4	0.00e+00	1043.64	7.925E-63	2467	platinum
Q0WL80	I1KUN0	AF-Q0WL80-F1-model_v3	AF-I1KUN0-F1-model_v3	0.0e+00	2215.3	0.00e+00	4267.34	0.000E+00	10401	platinum
Q0WL81	K7LQU8	AF-Q0WL81-F1-model_v3	AF-K7LQU8-F1-model_v3	3.8e-23	97.8	5.45e-01	204.60	NA	NA	gold
Q0WLC6	K7LSU9	AF-Q0WLC6-F1-model_v3	AF-K7LSU9-F1-model_v3	7.8e-162	509.2	4.30e-08	2453.66	5.906E-80	4536	platinum
Q0WM29	I1KQX0	AF-Q0WM29-F1-model_v3	AF-I1KQX0-F1-model_v3	3.3e-312	856.3	0.00e+00	1493.27	1.233E-96	3916	platinum
Q0WMT6	I1K4J7	AF-Q0WMT6-F1-model_v3	AF-I1K4J7-F1-model_v3	0.0e+00	1068.9	0.00e+00	1702.62	3.790E-59	3943	platinum
Q0WMV8	C6SXE4	AF-Q0WMV8-F1-model_v3	AF-C6SXE4-F1-model_v3	6.8e-85	242.7	0.00e+00	311.98	7.102E-25	908	platinum
Q0WN01	K7KXX4	AF-Q0WN01-F1-model_v3	AF-K7KXX4-F1-model_v3	2.0e-242	692.2	0.00e+00	2085.61	3.525E-48	3288	platinum
Q0WN54	I1MCE6	AF-Q0WN54-F1-model_v3	AF-I1MCE6-F1-model_v3	5.7e-224	626.3	0.00e+00	1274.61	6.149E-77	3018	platinum
Q0WN60	I1KD47	AF-Q0WN60-F1-model_v3	AF-I1KD47-F1-model_v3	0.0e+00	1027.7	0.00e+00	2698.08	1.431E-70	4672	platinum
Q0WNC2	I1LJ29	AF-Q0WNC2-F1-model_v3	AF-I1LJ29-F1-model_v3	3.0e-66	206.8	4.82e-08	575.28	3.407E-19	650	platinum
Q0WNN6	I1JTM7	AF-Q0WNN6-F1-model_v3	AF-I1JTM7-F1-model_v3	5.7e-99	293.5	0.00e+00	790.58	1.750E-35	1514	platinum
Q0WNP3	K7N0X2	AF-Q0WNP3-F1-model_v3	AF-K7N0X2-F1-model_v3	1.8e-225	647.1	NA	NA	4.690E-43	2716	gold
Q0WNP8	I1M1W6	AF-Q0WNP8-F1-model_v3	AF-I1M1W6-F1-model_v3	7.5e-84	253.4	2.29e-08	574.85	1.788E-19	693	platinum
Q0WNR2	K7L9I6	AF-Q0WNR2-F1-model_v3	AF-K7L9I6-F1-model_v3	9.1e-62	208.8	4.93e-11	932.50	1.036E-36	1551	platinum
Q0WNR6	I1K785	AF-Q0WNR6-F1-model_v3	AF-I1K785-F1-model_v3	1.8e-159	456.4	NA	NA	NA	NA	silver
Q0WNW2	K7LWD6	AF-Q0WNW2-F1-model_v3	AF-K7LWD6-F1-model_v3	3.3e-214	606.7	NA	NA	9.588E-76	2961	gold
Q0WP01	A0A0R0KCS5	AF-Q0WP01-F1-model_v3	AF-A0A0R0KCS5-F1-model_v3	2.9e-263	731.1	0.00e+00	1510.49	1.719E-57	3142	platinum
Q0WP36	I1KVA5	AF-Q0WP36-F1-model_v3	AF-I1KVA5-F1-model_v3	1.3e-195	552.0	NA	NA	4.075E-42	2292	gold
Q0WP44	I1JRJ3	AF-Q0WP44-F1-model_v3	AF-I1JRJ3-F1-model_v3	0.0e+00	1510.0	0.00e+00	3289.02	1.005E-95	6558	platinum
Q0WP85	K7KB23	AF-Q0WP85-F1-model_v3	AF-K7KB23-F1-model_v3	2.4e-144	424.9	0.00e+00	1308.60	5.592E-39	2394	platinum
Q0WP96	I1MUE6	AF-Q0WP96-F1-model_v3	AF-I1MUE6-F1-model_v3	7.7e-133	378.6	0.00e+00	832.42	4.433E-35	1783	platinum
Q0WPD9	C6T7M0	AF-Q0WPD9-F1-model_v3	AF-C6T7M0-F1-model_v3	5.4e-143	407.5	0.00e+00	900.78	8.935E-49	2017	platinum
Q0WPF2	K7N3F0	AF-Q0WPF2-F1-model_v3	AF-K7N3F0-F1-model_v3	7.4e-208	613.6	8.77e-05	1454.04	6.488E-53	2331	platinum
Q0WPJ3	I1KCS1	AF-Q0WPJ3-F1-model_v3	AF-I1KCS1-F1-model_v3	1.8e-138	394.8	0.00e+00	821.72	3.160E-46	1908	platinum
Q0WPN0	A0A0R0GK53	AF-Q0WPN0-F1-model_v3	AF-A0A0R0GK53-F1-model_v3	0.0e+00	1013.4	0.00e+00	2480.74	NA	NA	gold
Q0WPQ2	K7N4P0	AF-Q0WPQ2-F1-model_v3	AF-K7N4P0-F1-model_v3	2.2e-305	854.7	0.00e+00	1865.69	3.812E-86	4048	platinum
Q0WPS0	I1K507	AF-Q0WPS0-F1-model_v3	AF-I1K507-F1-model_v3	3.2e-195	550.4	NA	NA	1.533E-62	2465	gold
Q0WPS6	I1M1L9	AF-Q0WPS6-F1-model_v3	AF-I1M1L9-F1-model_v3	2.6e-48	158.3	1.07e-12	479.16	5.825E-13	701	platinum
Q0WPY0	I1M8B1	AF-Q0WPY0-F1-model_v3	AF-I1M8B1-F1-model_v3	2.1e-167	476.5	NA	NA	4.257E-56	2325	gold
Q0WPZ0	I1K7W7	AF-Q0WPZ0-F1-model_v3	AF-I1K7W7-F1-model_v3	0.0e+00	1048.9	0.00e+00	2258.95	9.114E-83	4535	platinum
Q0WPZ6	I1KQR5	AF-Q0WPZ6-F1-model_v3	AF-I1KQR5-F1-model_v3	7.2e-64	231.9	0.00e+00	2282.53	2.081E-60	4037	platinum
Q0WPZ7	A0A0R0HLL6	AF-Q0WPZ7-F1-model_v3	AF-A0A0R0HLL6-F1-model_v3	6.0e-134	406.8	1.17e-14	1444.78	1.387E-37	1880	platinum
Q0WQ75	K7K5W8	AF-Q0WQ75-F1-model_v3	AF-K7K5W8-F1-model_v3	0.0e+00	977.6	0.00e+00	2028.82	1.827E-66	3756	platinum
Q0WQB7	A0A368ULH4	AF-Q0WQB7-F1-model_v3	AF-A0A368ULH4-F1-model_v3	0.0e+00	1417.1	0.00e+00	2649.91	7.727E-97	5855	platinum
Q0WQD2	K7KNQ7	AF-Q0WQD2-F1-model_v3	AF-K7KNQ7-F1-model_v3	8.4e-305	845.5	0.00e+00	1636.46	6.266E-83	3586	platinum
Q0WQE7	I1MV57	AF-Q0WQE7-F1-model_v3	AF-I1MV57-F1-model_v3	0.0e+00	923.3	0.00e+00	1628.59	1.200E-64	2676	platinum
Q0WQF7	A0A0R0EDH2	AF-Q0WQF7-F1-model_v3	AF-A0A0R0EDH2-F1-model_v3	8.8e-251	705.3	0.00e+00	1592.60	6.140E-92	3657	platinum
Q0WQL0	A0A368UGN2	AF-Q0WQL0-F1-model_v3	AF-A0A368UGN2-F1-model_v3	2.3e-125	370.2	NA	NA	NA	NA	silver
Q0WQN4	A0A368UHY6	AF-Q0WQN4-F1-model_v3	AF-A0A368UHY6-F1-model_v3	1.9e-98	286.2	NA	NA	4.888E-34	1292	gold
Q0WQW5	I1KXP0	AF-Q0WQW5-F1-model_v3	AF-I1KXP0-F1-model_v3	5.6e-260	728.0	0.00e+00	1638.19	1.357E-51	3318	platinum
Q0WR59	I1JY96	AF-Q0WR59-F1-model_v3	AF-I1JY96-F1-model_v3	0.0e+00	928.3	0.00e+00	2649.33	0.000E+00	6065	platinum
Q0WR66	K7K5T9	AF-Q0WR66-F1-model_v3	AF-K7K5T9-F1-model_v3	4.3e-80	274.2	3.08e-04	1324.46	2.499E-26	866	platinum
Q0WR81	I1MV99	AF-Q0WR81-F1-model_v3	AF-I1MV99-F1-model_v3	5.6e-22	79.7	2.69e-09	154.19	9.938E-05	172	platinum
Q0WRA3	I1JEH5	AF-Q0WRA3-F1-model_v3	AF-I1JEH5-F1-model_v3	4.6e-96	276.2	1.00e-12	441.04	9.462E-27	981	platinum
Q0WRF0	A0A0R0KQI3	AF-Q0WRF0-F1-model_v3	AF-A0A0R0KQI3-F1-model_v3	5.2e-17	67.0	1.54e-10	116.42	NA	NA	gold
Q0WRF4	I1MLH2	AF-Q0WRF4-F1-model_v3	AF-I1MLH2-F1-model_v3	9.9e-104	302.4	3.52e-09	599.22	2.303E-28	1094	platinum
Q0WRV2	I1MC78	AF-Q0WRV2-F1-model_v3	AF-I1MC78-F1-model_v3	2.9e-91	293.5	0.00e+00	1477.11	1.369E-43	2515	platinum
Q0WRW8	K7KZX1	AF-Q0WRW8-F1-model_v3	AF-K7KZX1-F1-model_v3	1.3e-127	378.3	0.00e+00	959.32	7.881E-43	1934	platinum
Q0WRX7	A0A0R0GS15	AF-Q0WRX7-F1-model_v3	AF-A0A0R0GS15-F1-model_v3	2.4e-103	302.4	5.55e-16	635.70	6.602E-36	1419	platinum
Q0WSH6	I1LE43	AF-Q0WSH6-F1-model_v3	AF-I1LE43-F1-model_v3	1.7e-318	881.3	0.00e+00	1981.17	6.021E-64	3973	platinum
Q0WT48	I1L1W0	AF-Q0WT48-F1-model_v3	AF-I1L1W0-F1-model_v3	0.0e+00	1012.7	0.00e+00	1917.50	1.431E-87	4573	platinum
Q0WT61	K7MVA7	AF-Q0WT61-F1-model_v3	AF-K7MVA7-F1-model_v3	2.7e-32	131.0	NA	NA	NA	NA	silver
Q0WTB4	K7KB86	AF-Q0WTB4-F1-model_v3	AF-K7KB86-F1-model_v3	2.8e-189	547.0	6.64e-13	1220.02	1.163E-64	2529	platinum
Q0WTI8	I1N762	AF-Q0WTI8-F1-model_v3	AF-I1N762-F1-model_v3	1.6e-50	161.4	2.16e-07	353.57	3.155E-14	607	platinum
Q0WTY4	I1MHS1	AF-Q0WTY4-F1-model_v3	AF-I1MHS1-F1-model_v3	1.6e-90	265.8	5.55e-16	542.80	2.259E-22	860	platinum
Q0WUA3	A0A0R0IQ72	AF-Q0WUA3-F1-model_v3	AF-A0A0R0IQ72-F1-model_v3	1.7e-147	423.7	0.00e+00	919.48	5.246E-32	1913	platinum
Q0WUB8	A0A0R0IB32	AF-Q0WUB8-F1-model_v3	AF-A0A0R0IB32-F1-model_v3	1.1e-126	358.2	9.07e-13	575.56	3.227E-37	1364	platinum
Q0WUG6	I1L4I9	AF-Q0WUG6-F1-model_v3	AF-I1L4I9-F1-model_v3	0.0e+00	1528.8	0.00e+00	2739.04	0.000E+00	7256	platinum
Q0WUQ1	I1MQ22	AF-Q0WUQ1-F1-model_v3	AF-I1MQ22-F1-model_v3	1.3e-108	321.6	4.19e-11	804.58	1.271E-36	1485	platinum
Q0WUQ7	I1K635	AF-Q0WUQ7-F1-model_v3	AF-I1K635-F1-model_v3	7.9e-280	766.9	0.00e+00	1437.33	4.299E-90	3666	platinum
Q0WUY1	I1NI49	AF-Q0WUY1-F1-model_v3	AF-I1NI49-F1-model_v3	5.5e-226	634.0	NA	NA	7.245E-58	2920	gold
Q0WUZ5	I1L4R4	AF-Q0WUZ5-F1-model_v3	AF-I1L4R4-F1-model_v3	3.3e-272	749.6	0.00e+00	1334.31	2.324E-73	3390	platinum
Q0WV12	I1L6R2	AF-Q0WV12-F1-model_v3	AF-I1L6R2-F1-model_v3	0.0e+00	1002.3	NA	NA	3.207E-99	4628	gold
Q0WV47	I1M3J5	AF-Q0WV47-F1-model_v3	AF-I1M3J5-F1-model_v3	1.5e-243	671.0	0.00e+00	1181.19	1.003E-49	2683	platinum
Q0WVA1	I1M7F1	AF-Q0WVA1-F1-model_v3	AF-I1M7F1-F1-model_v3	4.9e-298	821.2	0.00e+00	1670.22	6.273E-93	4048	platinum
Q0WVF5	I1LPZ2	AF-Q0WVF5-F1-model_v3	AF-I1LPZ2-F1-model_v3	0.0e+00	1177.5	0.00e+00	2246.93	NA	NA	gold
Q0WVF7	I1LP75	AF-Q0WVF7-F1-model_v3	AF-I1LP75-F1-model_v3	6.9e-319	877.1	NA	NA	1.637E-73	3118	gold
Q0WVF8	K7M923	AF-Q0WVF8-F1-model_v3	AF-K7M923-F1-model_v3	0.0e+00	967.6	0.00e+00	2819.55	3.516E-71	4882	platinum
Q0WVH0	K7MMG2	AF-Q0WVH0-F1-model_v3	AF-K7MMG2-F1-model_v3	7.9e-182	530.8	NA	NA	2.965E-41	2474	gold
Q0WVH7	I1LNE9	AF-Q0WVH7-F1-model_v3	AF-I1LNE9-F1-model_v3	3.5e-233	674.5	3.74e-12	1893.07	4.034E-60	3403	platinum
Q0WVJ5	I1JT73	AF-Q0WVJ5-F1-model_v3	AF-I1JT73-F1-model_v3	1.4e-197	554.7	NA	NA	3.726E-63	2579	gold
Q0WVK7	A0A0R0IUH4	AF-Q0WVK7-F1-model_v3	AF-A0A0R0IUH4-F1-model_v3	9.0e-104	335.1	0.00e+00	2035.47	1.178E-59	3645	platinum
Q0WVM5	I1LHS8	AF-Q0WVM5-F1-model_v3	AF-I1LHS8-F1-model_v3	0.0e+00	1343.9	0.00e+00	2907.46	0.000E+00	6710	platinum
Q0WVP2	K7MGQ7	AF-Q0WVP2-F1-model_v3	AF-K7MGQ7-F1-model_v3	1.6e-112	345.5	NA	NA	NA	NA	silver
Q0WVR4	A0A0R0HNK5	AF-Q0WVR4-F1-model_v3	AF-A0A0R0HNK5-F1-model_v3	9.0e-160	451.4	0.00e+00	954.67	3.613E-57	2254	platinum
Q0WVR7	I1K1M6	AF-Q0WVR7-F1-model_v3	AF-I1K1M6-F1-model_v3	3.0e-215	605.5	1.16e-11	1083.54	1.063E-66	2699	platinum
Q0WVU0	I1J8I4	AF-Q0WVU0-F1-model_v3	AF-I1J8I4-F1-model_v3	1.2e-139	416.0	NA	NA	4.353E-32	2017	gold
Q0WVU3	I1N974	AF-Q0WVU3-F1-model_v3	AF-I1N974-F1-model_v3	1.0e-49	172.6	NA	NA	NA	NA	silver
Q0WVU7	I1LD73	AF-Q0WVU7-F1-model_v3	AF-I1LD73-F1-model_v3	9.7e-219	619.8	1.55e-09	1256.07	4.494E-54	2436	platinum
Q0WVV0	I1KUM0	AF-Q0WVV0-F1-model_v3	AF-I1KUM0-F1-model_v3	7.8e-155	462.2	0.00e+00	1788.63	1.338E-49	3189	platinum
Q0WVW7	I1KRZ4	AF-Q0WVW7-F1-model_v3	AF-I1KRZ4-F1-model_v3	5.5e-315	890.2	1.54e-12	2169.66	1.428E-96	4586	platinum
Q0WVX5	I1K307	AF-Q0WVX5-F1-model_v3	AF-I1K307-F1-model_v3	0.0e+00	1077.0	2.53e-13	2510.16	NA	NA	gold
Q0WVZ1	I1N413	AF-Q0WVZ1-F1-model_v3	AF-I1N413-F1-model_v3	5.9e-315	877.1	0.00e+00	1960.97	0.000E+00	4539	platinum
Q0WVZ7	K7LKM1	AF-Q0WVZ7-F1-model_v3	AF-K7LKM1-F1-model_v3	0.0e+00	1064.3	0.00e+00	2513.14	0.000E+00	5847	platinum
Q0WW17	A0A0R0F7Q1	AF-Q0WW17-F1-model_v3	AF-A0A0R0F7Q1-F1-model_v3	9.4e-309	845.1	NA	NA	6.012E-62	3323	gold
Q0WW53	A0A0R0G766	AF-Q0WW53-F1-model_v3	AF-A0A0R0G766-F1-model_v3	9.9e-104	299.7	0.00e+00	622.44	8.218E-35	1410	platinum
Q0WW55	I1M384	AF-Q0WW55-F1-model_v3	AF-I1M384-F1-model_v3	2.6e-117	337.0	0.00e+00	725.98	3.653E-40	1587	platinum
Q0WW84	I1JEW3	AF-Q0WW84-F1-model_v3	AF-I1JEW3-F1-model_v3	2.2e-162	464.9	NA	NA	NA	NA	silver
Q0WWE3	C6SZG8	AF-Q0WWE3-F1-model_v3	AF-C6SZG8-F1-model_v3	2.0e-45	139.8	0.00e+00	191.88	5.104E-09	420	platinum
Q0WWQ1	C6TK09	AF-Q0WWQ1-F1-model_v3	AF-C6TK09-F1-model_v3	3.9e-202	555.8	1.49e-11	730.74	1.871E-49	2038	platinum
