Uniprot_arabadopsis	Uniprot_maize	AlphaFold_arabadopsis	AlphaFold_maize	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
O04647	A0A1D6NWQ3	AF-O04647-F1-model_v3	AF-A0A1D6NWQ3-F1-model_v3	3.9e-81	286.2	0.00e+00	2676.46	8.647E-59	3889	platinum
O04663	B6T1D2	AF-O04663-F1-model_v3	AF-B6T1D2-F1-model_v3	2.2e-87	256.1	NA	NA	9.981E-29	1205	gold
O04712	K7W082	AF-O04712-F1-model_v3	AF-K7W082-F1-model_v3	8.3e-19	80.5	2.78e-04	282.58	1.830E-12	493	platinum
O04714	A0A1D6LUJ1	AF-O04714-F1-model_v3	AF-A0A1D6LUJ1-F1-model_v3	1.2e-140	401.7	0.00e+00	802.38	3.083E-28	1608	platinum
O04834	B4FPT6	AF-O04834-F1-model_v3	AF-B4FPT6-F1-model_v3	8.3e-133	370.2	0.00e+00	575.34	9.305E-41	1547	platinum
O04846	B4FZG4	AF-O04846-F1-model_v3	AF-B4FZG4-F1-model_v3	2.6e-70	221.5	0.00e+00	703.04	2.367E-37	1506	platinum
O04904	B6U6Z4	AF-O04904-F1-model_v3	AF-B6U6Z4-F1-model_v3	4.8e-204	566.6	0.00e+00	1076.97	1.820E-68	2656	platinum
O04905	A0A1D6HM29	AF-O04905-F1-model_v3	AF-A0A1D6HM29-F1-model_v3	4.4e-106	304.3	NA	NA	9.307E-31	1257	gold
O04921	A0A1D6HAT0	AF-O04921-F1-model_v3	AF-A0A1D6HAT0-F1-model_v3	7.7e-263	728.8	5.77e-13	1278.67	NA	NA	gold
O05000	Q6R9J9	AF-O05000-F1-model_v3	AF-Q6R9J9-F1-model_v3	1.4e-300	819.7	0.00e+00	1435.05	4.525E-58	3305	platinum
O22042	A0A1D6EPI1	AF-O22042-F1-model_v3	AF-A0A1D6EPI1-F1-model_v3	3.2e-189	550.4	1.51e-09	1327.38	4.882E-58	2407	platinum
O22056	A0A1D6PSU5	AF-O22056-F1-model_v3	AF-A0A1D6PSU5-F1-model_v3	6.7e-117	357.8	8.55e-10	1144.96	5.505E-35	1897	platinum
O22130	B4FUV5	AF-O22130-F1-model_v3	AF-B4FUV5-F1-model_v3	2.1e-92	277.3	NA	NA	NA	NA	silver
O22131	B4FGE2	AF-O22131-F1-model_v3	AF-B4FGE2-F1-model_v3	1.0e-75	231.1	2.53e-07	488.36	7.598E-23	912	platinum
O22136	A0A1D6HRP7	AF-O22136-F1-model_v3	AF-A0A1D6HRP7-F1-model_v3	8.1e-34	120.9	1.40e-09	388.47	2.189E-18	754	platinum
O22145	A0A1D6MRJ0	AF-O22145-F1-model_v3	AF-A0A1D6MRJ0-F1-model_v3	6.7e-133	388.3	NA	NA	1.145E-35	1563	gold
O22146	A0A1D6QG28	AF-O22146-F1-model_v3	AF-A0A1D6QG28-F1-model_v3	9.7e-189	544.7	3.18e-14	1057.08	3.023E-45	2106	platinum
O22150	K7U6V1	AF-O22150-F1-model_v3	AF-K7U6V1-F1-model_v3	1.8e-24	94.0	NA	NA	NA	NA	silver
O22151	C0PCF2	AF-O22151-F1-model_v3	AF-C0PCF2-F1-model_v3	3.5e-90	266.9	0.00e+00	659.96	3.046E-21	959	platinum
O22152	B4FG85	AF-O22152-F1-model_v3	AF-B4FG85-F1-model_v3	1.8e-74	226.5	6.04e-07	430.23	7.708E-21	799	platinum
O22160	K7VAE7	AF-O22160-F1-model_v3	AF-K7VAE7-F1-model_v3	6.1e-23	92.0	9.99e-16	520.18	2.293E-27	1205	platinum
O22164	A0A1D6K8X5	AF-O22164-F1-model_v3	AF-A0A1D6K8X5-F1-model_v3	3.6e-70	215.3	1.16e-09	589.92	1.763E-19	754	platinum
O22165	A0A1D6IKY1	AF-O22165-F1-model_v3	AF-A0A1D6IKY1-F1-model_v3	3.2e-55	170.6	3.14e-09	318.80	1.491E-14	558	platinum
O22166	K7U718	AF-O22166-F1-model_v3	AF-K7U718-F1-model_v3	1.2e-75	238.4	0.00e+00	698.49	1.133E-32	1352	platinum
O22174	A0A1D6LLJ9	AF-O22174-F1-model_v3	AF-A0A1D6LLJ9-F1-model_v3	1.4e-40	135.2	NA	NA	8.392E-15	623	gold
O22193	A0A1D6LDT6	AF-O22193-F1-model_v3	AF-A0A1D6LDT6-F1-model_v3	7.3e-132	414.8	3.89e-15	1948.59	NA	NA	gold
O22207	A0A1D6EGP6	AF-O22207-F1-model_v3	AF-A0A1D6EGP6-F1-model_v3	0.0e+00	971.1	4.83e-14	2049.30	0.000E+00	5166	platinum
O22212	A0A1D6K3B9	AF-O22212-F1-model_v3	AF-A0A1D6K3B9-F1-model_v3	7.0e-92	292.4	0.00e+00	1439.57	3.884E-66	2958	platinum
O22224	A0A1D6K314	AF-O22224-F1-model_v3	AF-A0A1D6K314-F1-model_v3	0.0e+00	1153.3	0.00e+00	2244.10	4.978E-74	4473	platinum
O22225	K7VCJ3	AF-O22225-F1-model_v3	AF-K7VCJ3-F1-model_v3	1.5e-173	499.2	0.00e+00	1291.94	1.316E-70	2772	platinum
O22229	A0A1D6ILW6	AF-O22229-F1-model_v3	AF-A0A1D6ILW6-F1-model_v3	1.0e-270	748.0	0.00e+00	1423.43	1.740E-88	3521	platinum
O22243	K7VP12	AF-O22243-F1-model_v3	AF-K7VP12-F1-model_v3	0.0e+00	949.5	0.00e+00	2336.36	1.434E-100	5044	platinum
O22248	K7VEI4	AF-O22248-F1-model_v3	AF-K7VEI4-F1-model_v3	1.3e-164	463.4	NA	NA	9.234E-57	2215	gold
O22252	B4G0C9	AF-O22252-F1-model_v3	AF-B4G0C9-F1-model_v3	5.5e-245	682.6	0.00e+00	1325.26	3.396E-49	2728	platinum
O22261	A0A1X7YGA7	AF-O22261-F1-model_v3	AF-A0A1X7YGA7-F1-model_v3	4.8e-156	439.9	0.00e+00	855.71	1.170E-31	1810	platinum
O22262	C0P507	AF-O22262-F1-model_v3	AF-C0P507-F1-model_v3	1.4e-13	63.2	NA	NA	NA	NA	silver
O22263	Q5EUD7	AF-O22263-F1-model_v3	AF-Q5EUD7-F1-model_v3	7.5e-191	531.2	0.00e+00	1021.66	3.384E-55	2423	platinum
O22265	A0A1D6JMT9	AF-O22265-F1-model_v3	AF-A0A1D6JMT9-F1-model_v3	7.2e-91	278.1	9.99e-16	866.91	2.048E-39	1717	platinum
O22267	A0A1D6GEQ7	AF-O22267-F1-model_v3	AF-A0A1D6GEQ7-F1-model_v3	5.8e-123	395.2	NA	NA	4.453E-52	2346	gold
O22268	B6TPK7	AF-O22268-F1-model_v3	AF-B6TPK7-F1-model_v3	5.3e-155	439.5	0.00e+00	920.83	1.677E-52	2096	platinum
O22282	A0A1D6JXX1	AF-O22282-F1-model_v3	AF-A0A1D6JXX1-F1-model_v3	5.0e-141	411.4	NA	NA	NA	NA	silver
O22287	B4FEP8	AF-O22287-F1-model_v3	AF-B4FEP8-F1-model_v3	8.7e-237	647.1	0.00e+00	1079.09	1.374E-67	3023	platinum
O22446	Q94F82	AF-O22446-F1-model_v3	AF-Q94F82-F1-model_v3	9.1e-279	765.8	0.00e+00	1307.46	2.117E-83	3369	platinum
O22467	A0A1D6KX72	AF-O22467-F1-model_v3	AF-A0A1D6KX72-F1-model_v3	5.1e-258	706.4	0.00e+00	1214.85	7.946E-81	3514	platinum
O22533	K7WD05	AF-O22533-F1-model_v3	AF-K7WD05-F1-model_v3	5.4e-30	110.5	NA	NA	3.521E-10	397	gold
O22607	A0A1D6NE84	AF-O22607-F1-model_v3	AF-A0A1D6NE84-F1-model_v3	1.9e-240	669.5	0.00e+00	1227.84	1.137E-72	3283	platinum
O22666	C0P439	AF-O22666-F1-model_v3	AF-C0P439-F1-model_v3	2.4e-241	658.7	NA	NA	3.092E-73	2819	gold
O22683	B6TTW1	AF-O22683-F1-model_v3	AF-B6TTW1-F1-model_v3	6.1e-79	231.9	0.00e+00	476.43	1.263E-23	980	platinum
O22704	A0A1D6KPJ2	AF-O22704-F1-model_v3	AF-A0A1D6KPJ2-F1-model_v3	6.0e-38	124.4	2.55e-10	279.91	1.233E-15	592	platinum
O22714	K7VSV1	AF-O22714-F1-model_v3	AF-K7VSV1-F1-model_v3	5.3e-157	459.1	0.00e+00	1324.37	1.451E-41	2553	platinum
O22769	B4FPX5	AF-O22769-F1-model_v3	AF-B4FPX5-F1-model_v3	9.5e-142	400.6	0.00e+00	660.53	5.260E-40	1595	platinum
O22773	B4FU98	AF-O22773-F1-model_v3	AF-B4FU98-F1-model_v3	1.2e-54	174.9	2.39e-09	476.67	NA	NA	gold
O22787	A0A1D6JN93	AF-O22787-F1-model_v3	AF-A0A1D6JN93-F1-model_v3	9.8e-42	159.5	1.24e-04	715.83	NA	NA	gold
O22793	B4FBH1	AF-O22793-F1-model_v3	AF-B4FBH1-F1-model_v3	5.8e-104	299.3	3.69e-11	536.89	1.192E-30	1161	platinum
O22795	C0P656	AF-O22795-F1-model_v3	AF-C0P656-F1-model_v3	7.5e-54	166.4	1.14e-09	341.28	3.495E-17	672	platinum
O22797	A0A096QUD1	AF-O22797-F1-model_v3	AF-A0A096QUD1-F1-model_v3	2.9e-110	313.9	0.00e+00	597.31	6.390E-27	1289	platinum
O22806	A0A1D6H4F3	AF-O22806-F1-model_v3	AF-A0A1D6H4F3-F1-model_v3	1.9e-114	339.3	4.01e-10	779.00	2.094E-26	1358	platinum
O22812	B4FRQ6	AF-O22812-F1-model_v3	AF-B4FRQ6-F1-model_v3	1.2e-85	263.5	NA	NA	NA	NA	silver
O22813	A0A1D6HI77	AF-O22813-F1-model_v3	AF-A0A1D6HI77-F1-model_v3	1.9e-236	656.8	0.00e+00	1398.39	1.876E-73	3179	platinum
O22815	B7ZZR3	AF-O22815-F1-model_v3	AF-B7ZZR3-F1-model_v3	1.8e-187	533.1	NA	NA	NA	NA	silver
O22822	A0A1D6ET47	AF-O22822-F1-model_v3	AF-A0A1D6ET47-F1-model_v3	2.8e-134	395.2	0.00e+00	1199.14	8.679E-50	2188	platinum
O22826	A0A1D6P5H9	AF-O22826-F1-model_v3	AF-A0A1D6P5H9-F1-model_v3	3.1e-147	418.3	0.00e+00	957.65	3.702E-56	2608	platinum
O22827	C0PD54	AF-O22827-F1-model_v3	AF-C0PD54-F1-model_v3	6.0e-61	188.3	0.00e+00	433.06	1.457E-25	1020	platinum
O22847	A0A1D6E7G4	AF-O22847-F1-model_v3	AF-A0A1D6E7G4-F1-model_v3	2.9e-154	440.3	7.99e-11	731.78	9.079E-44	1675	platinum
O22854	A0A1D6KQU5	AF-O22854-F1-model_v3	AF-A0A1D6KQU5-F1-model_v3	0.0e+00	879.4	0.00e+00	1620.48	1.444E-103	4290	platinum
O22860	A0A1D6KKT1	AF-O22860-F1-model_v3	AF-A0A1D6KKT1-F1-model_v3	1.4e-39	125.6	0.00e+00	191.81	5.819E-13	517	platinum
O22870	A0A1D6KKS1	AF-O22870-F1-model_v3	AF-A0A1D6KKS1-F1-model_v3	3.1e-92	270.4	4.12e-12	563.71	NA	NA	gold
O22886	A0A1D6K2B5	AF-O22886-F1-model_v3	AF-A0A1D6K2B5-F1-model_v3	2.0e-203	566.6	0.00e+00	1093.49	5.572E-61	2617	platinum
O22892	A0A1D6J201	AF-O22892-F1-model_v3	AF-A0A1D6J201-F1-model_v3	7.2e-104	314.3	3.86e-08	774.39	NA	NA	gold
O22898	B7ZX64	AF-O22898-F1-model_v3	AF-B7ZX64-F1-model_v3	0.0e+00	891.0	0.00e+00	1932.75	0.000E+00	4502	platinum
O22914	A0A1D6K0A0	AF-O22914-F1-model_v3	AF-A0A1D6K0A0-F1-model_v3	2.6e-34	115.5	2.61e-07	261.67	7.711E-09	395	platinum
O22922	B4FK63	AF-O22922-F1-model_v3	AF-B4FK63-F1-model_v3	9.5e-96	279.6	0.00e+00	596.07	8.207E-39	1412	platinum
O22926	B6SP54	AF-O22926-F1-model_v3	AF-B6SP54-F1-model_v3	5.3e-126	377.9	NA	NA	1.574E-33	2014	gold
O22928	B4FLR5	AF-O22928-F1-model_v3	AF-B4FLR5-F1-model_v3	5.3e-145	426.4	5.28e-14	1088.67	4.314E-57	2360	platinum
O22929	A0A1D6LS42	AF-O22929-F1-model_v3	AF-A0A1D6LS42-F1-model_v3	9.7e-11	55.1	3.24e-04	144.31	NA	NA	gold
O22938	A0A1D6ELC9	AF-O22938-F1-model_v3	AF-A0A1D6ELC9-F1-model_v3	2.5e-168	513.1	0.00e+00	2353.28	9.579E-97	5123	platinum
O22944	A0A1D6M2Z5	AF-O22944-F1-model_v3	AF-A0A1D6M2Z5-F1-model_v3	4.4e-73	222.6	0.00e+00	578.79	2.034E-30	1184	platinum
O22958	C0P5T3	AF-O22958-F1-model_v3	AF-C0P5T3-F1-model_v3	9.5e-99	288.5	1.89e-15	617.61	2.609E-33	1332	platinum
O22959	A0A1D6NGC5	AF-O22959-F1-model_v3	AF-A0A1D6NGC5-F1-model_v3	3.2e-117	344.0	0.00e+00	931.67	1.097E-39	1837	platinum
O22975	B4FAQ7	AF-O22975-F1-model_v3	AF-B4FAQ7-F1-model_v3	1.1e-233	644.0	0.00e+00	1039.09	1.834E-65	2794	platinum
O22977	K7V7D6	AF-O22977-F1-model_v3	AF-K7V7D6-F1-model_v3	4.3e-173	496.9	NA	NA	NA	NA	silver
O22978	A0A1D6KQQ6	AF-O22978-F1-model_v3	AF-A0A1D6KQQ6-F1-model_v3	3.4e-58	179.5	NA	NA	1.360E-21	936	gold
O22980	A0A1D6JL57	AF-O22980-F1-model_v3	AF-A0A1D6JL57-F1-model_v3	8.2e-15	71.6	NA	NA	1.190E-15	755	gold
O22985	B6UB33	AF-O22985-F1-model_v3	AF-B6UB33-F1-model_v3	3.7e-149	424.1	NA	NA	NA	NA	silver
O23029	B6SJ93	AF-O23029-F1-model_v3	AF-B6SJ93-F1-model_v3	1.6e-70	211.5	0.00e+00	435.56	3.650E-15	763	platinum
O23034	A0A1D6H8W5	AF-O23034-F1-model_v3	AF-A0A1D6H8W5-F1-model_v3	1.1e-128	393.3	2.78e-05	813.23	1.150E-47	1923	platinum
O23086	A0A1D6HFS9	AF-O23086-F1-model_v3	AF-A0A1D6HFS9-F1-model_v3	2.0e-145	426.0	NA	NA	8.638E-33	1963	gold
O23116	C0P2W7	AF-O23116-F1-model_v3	AF-C0P2W7-F1-model_v3	4.3e-135	406.4	1.75e-05	1123.57	1.002E-37	1616	platinum
O23126	B4FHI1	AF-O23126-F1-model_v3	AF-B4FHI1-F1-model_v3	1.2e-80	251.1	0.00e+00	877.76	4.959E-21	1220	platinum
O23129	A0A1D6EA43	AF-O23129-F1-model_v3	AF-A0A1D6EA43-F1-model_v3	1.3e-284	828.9	0.00e+00	2678.29	1.442E-73	3933	platinum
O23140	A0A1D6HGI4	AF-O23140-F1-model_v3	AF-A0A1D6HGI4-F1-model_v3	6.5e-273	748.4	NA	NA	1.091E-73	3145	gold
O23141	K7W734	AF-O23141-F1-model_v3	AF-K7W734-F1-model_v3	3.1e-299	833.6	0.00e+00	1805.99	5.870E-100	4297	platinum
O23166	A0A096QB26	AF-O23166-F1-model_v3	AF-A0A096QB26-F1-model_v3	4.4e-98	287.7	1.59e-08	576.87	1.876E-29	1122	platinum
O23167	A0A1D6KET8	AF-O23167-F1-model_v3	AF-A0A1D6KET8-F1-model_v3	8.5e-187	538.5	0.00e+00	1388.91	7.116E-74	3034	platinum
O23169	B4FXU5	AF-O23169-F1-model_v3	AF-B4FXU5-F1-model_v3	1.3e-166	492.7	NA	NA	NA	NA	silver
O23193	B6T3S5	AF-O23193-F1-model_v3	AF-B6T3S5-F1-model_v3	3.7e-84	250.4	1.39e-10	537.12	1.758E-28	1058	platinum
O23203	A0A1D6HVY9	AF-O23203-F1-model_v3	AF-A0A1D6HVY9-F1-model_v3	6.5e-214	599.7	0.00e+00	1294.29	1.083E-44	2622	platinum
O23207	B6SPB2	AF-O23207-F1-model_v3	AF-B6SPB2-F1-model_v3	7.8e-109	315.1	0.00e+00	636.41	8.190E-40	1525	platinum
O23212	A0A1D6PPZ8	AF-O23212-F1-model_v3	AF-A0A1D6PPZ8-F1-model_v3	1.1e-207	591.7	4.71e-09	1384.47	NA	NA	gold
O23215	A0A1D6PIC7	AF-O23215-F1-model_v3	AF-A0A1D6PIC7-F1-model_v3	1.1e-159	464.2	1.57e-06	974.42	NA	NA	gold
O23217	B4G083	AF-O23217-F1-model_v3	AF-B4G083-F1-model_v3	4.2e-108	315.8	NA	NA	1.347E-32	1425	gold
O23225	B6SV52	AF-O23225-F1-model_v3	AF-B6SV52-F1-model_v3	1.0e-94	310.8	NA	NA	NA	NA	silver
O23227	A0A1D6Q835	AF-O23227-F1-model_v3	AF-A0A1D6Q835-F1-model_v3	1.2e-160	456.4	3.41e-13	864.48	1.707E-47	1930	platinum
O23234	A0A1D6NEK8	AF-O23234-F1-model_v3	AF-A0A1D6NEK8-F1-model_v3	1.1e-105	315.8	0.00e+00	1001.28	1.371E-44	1879	platinum
O23238	A0A1D6GI62	AF-O23238-F1-model_v3	AF-A0A1D6GI62-F1-model_v3	7.1e-37	125.6	5.20e-09	378.31	NA	NA	gold
O23240	A0A1D6HUM7	AF-O23240-F1-model_v3	AF-A0A1D6HUM7-F1-model_v3	6.1e-233	656.0	0.00e+00	1368.04	1.214E-82	3404	platinum
O23249	B4FSK8	AF-O23249-F1-model_v3	AF-B4FSK8-F1-model_v3	6.3e-57	169.9	0.00e+00	239.83	5.057E-15	649	platinum
O23252	B4G0T4	AF-O23252-F1-model_v3	AF-B4G0T4-F1-model_v3	1.3e-109	314.3	NA	NA	3.426E-33	1368	gold
O23254	K7TSD2	AF-O23254-F1-model_v3	AF-K7TSD2-F1-model_v3	7.2e-312	848.6	0.00e+00	1390.97	3.865E-86	3777	platinum
O23266	A0A1D6M4J1	AF-O23266-F1-model_v3	AF-A0A1D6M4J1-F1-model_v3	2.1e-183	533.5	0.00e+00	1747.90	2.148E-44	3048	platinum
O23277	A0A1D6P5Q4	AF-O23277-F1-model_v3	AF-A0A1D6P5Q4-F1-model_v3	1.0e-251	756.5	0.00e+00	3082.10	1.090E-61	4197	platinum
O23290	B6SIY6	AF-O23290-F1-model_v3	AF-B6SIY6-F1-model_v3	1.1e-70	206.1	0.00e+00	311.83	8.879E-18	722	platinum
O23298	K7VQA2	AF-O23298-F1-model_v3	AF-K7VQA2-F1-model_v3	1.4e-61	187.2	NA	NA	7.283E-15	748	gold
O23304	A0A1D6IQX3	AF-O23304-F1-model_v3	AF-A0A1D6IQX3-F1-model_v3	1.5e-142	421.4	NA	NA	2.824E-42	1831	gold
O23315	A0A1D6EHL9	AF-O23315-F1-model_v3	AF-A0A1D6EHL9-F1-model_v3	2.9e-75	245.7	0.00e+00	1075.84	1.306E-25	1607	platinum
O23341	A0A1D6JP56	AF-O23341-F1-model_v3	AF-A0A1D6JP56-F1-model_v3	4.3e-14	67.0	NA	NA	NA	NA	silver
O23342	K7V6D4	AF-O23342-F1-model_v3	AF-K7V6D4-F1-model_v3	2.7e-28	104.0	1.43e-04	344.58	1.439E-09	353	platinum
O23344	Q6JAD2	AF-O23344-F1-model_v3	AF-Q6JAD2-F1-model_v3	1.5e-53	166.4	NA	NA	5.765E-21	807	gold
O23346	A0A1D6DZA5	AF-O23346-F1-model_v3	AF-A0A1D6DZA5-F1-model_v3	8.1e-106	309.7	4.44e-16	690.85	8.178E-36	1456	platinum
O23365	A0A1D6QS83	AF-O23365-F1-model_v3	AF-A0A1D6QS83-F1-model_v3	8.2e-299	823.5	0.00e+00	1558.07	4.808E-69	3538	platinum
O23366	B6SPA9	AF-O23366-F1-model_v3	AF-B6SPA9-F1-model_v3	8.1e-12	62.0	NA	NA	NA	NA	silver
O23403	A0A1D6KDA7	AF-O23403-F1-model_v3	AF-A0A1D6KDA7-F1-model_v3	3.9e-101	300.1	5.28e-11	556.93	1.783E-31	1342	platinum
O23470	A0A1D6PBX8	AF-O23470-F1-model_v3	AF-A0A1D6PBX8-F1-model_v3	1.8e-147	422.2	0.00e+00	1010.31	1.970E-50	2141	platinum
O23474	B4FTQ3	AF-O23474-F1-model_v3	AF-B4FTQ3-F1-model_v3	2.5e-126	367.1	0.00e+00	860.13	2.945E-38	1828	platinum
O23482	A0A1D6L4S2	AF-O23482-F1-model_v3	AF-A0A1D6L4S2-F1-model_v3	0.0e+00	1243.8	NA	NA	5.006E-86	4695	gold
O23491	K7VB36	AF-O23491-F1-model_v3	AF-K7VB36-F1-model_v3	2.6e-118	354.8	NA	NA	2.659E-29	1704	gold
O23507	A0A1D6K8F9	AF-O23507-F1-model_v3	AF-A0A1D6K8F9-F1-model_v3	3.5e-104	311.2	2.92e-12	790.52	4.677E-43	1688	platinum
O23514	A0A1D6LFC4	AF-O23514-F1-model_v3	AF-A0A1D6LFC4-F1-model_v3	1.5e-69	208.8	0.00e+00	462.63	6.638E-25	969	platinum
O23523	B4FR90	AF-O23523-F1-model_v3	AF-B4FR90-F1-model_v3	2.6e-43	154.1	6.30e-03	419.62	NA	NA	gold
O23544	C4JBI0	AF-O23544-F1-model_v3	AF-C4JBI0-F1-model_v3	1.6e-28	120.6	2.40e-03	838.27	5.476E-10	396	platinum
O23614	A0A1D6HP95	AF-O23614-F1-model_v3	AF-A0A1D6HP95-F1-model_v3	5.7e-219	615.5	1.11e-16	1199.86	5.371E-69	2860	platinum
O23619	C4JAD6	AF-O23619-F1-model_v3	AF-C4JAD6-F1-model_v3	6.3e-119	340.5	NA	NA	4.926E-24	1366	gold
O23654	C0PHC0	AF-O23654-F1-model_v3	AF-C0PHC0-F1-model_v3	0.0e+00	1144.4	0.00e+00	1845.73	0.000E+00	5213	platinum
O23673	A0A1D6N5J5	AF-O23673-F1-model_v3	AF-A0A1D6N5J5-F1-model_v3	5.9e-216	615.9	0.00e+00	1506.78	8.199E-81	3456	platinum
O23674	B4FUZ6	AF-O23674-F1-model_v3	AF-B4FUZ6-F1-model_v3	4.1e-174	491.1	0.00e+00	1099.84	1.111E-65	2565	platinum
O23676	B4FKM4	AF-O23676-F1-model_v3	AF-B4FKM4-F1-model_v3	1.1e-91	263.1	0.00e+00	418.66	6.778E-26	1101	platinum
O23683	A0A1D6JMD7	AF-O23683-F1-model_v3	AF-A0A1D6JMD7-F1-model_v3	2.7e-09	52.4	4.31e-04	220.08	NA	NA	gold
O23684	B4F9W1	AF-O23684-F1-model_v3	AF-B4F9W1-F1-model_v3	3.4e-45	152.9	1.44e-15	601.53	5.020E-26	992	platinum
O23693	A0A1D6QLT3	AF-O23693-F1-model_v3	AF-A0A1D6QLT3-F1-model_v3	2.0e-218	615.5	NA	NA	3.825E-40	2082	gold
O24412	A0A1D6DUW9	AF-O24412-F1-model_v3	AF-A0A1D6DUW9-F1-model_v3	1.5e-197	543.9	NA	NA	6.521E-52	1987	gold
O24457	A0A1D6EFN9	AF-O24457-F1-model_v3	AF-A0A1D6EFN9-F1-model_v3	3.4e-226	625.9	0.00e+00	1130.03	9.492E-59	2719	platinum
O24496	A0A1D6K1V4	AF-O24496-F1-model_v3	AF-A0A1D6K1V4-F1-model_v3	3.1e-132	374.8	0.00e+00	737.59	3.713E-44	1777	platinum
O24520	Q9FY42	AF-O24520-F1-model_v3	AF-Q9FY42-F1-model_v3	4.8e-76	224.2	0.00e+00	451.99	5.772E-17	913	platinum
O24527	A0A1D6L513	AF-O24527-F1-model_v3	AF-A0A1D6L513-F1-model_v3	2.5e-254	730.3	9.78e-07	1440.50	1.819E-71	3308	platinum
O24610	A0A1D6IW93	AF-O24610-F1-model_v3	AF-A0A1D6IW93-F1-model_v3	0.0e+00	1005.7	0.00e+00	2833.59	1.979E-74	5028	platinum
O24617	Q9XGC9	AF-O24617-F1-model_v3	AF-Q9XGC9-F1-model_v3	0.0e+00	1238.0	0.00e+00	2642.64	0.000E+00	6173	platinum
O24621	C0PCY3	AF-O24621-F1-model_v3	AF-C0PCY3-F1-model_v3	3.1e-62	214.9	5.89e-09	1062.74	NA	NA	gold
O24646	A0A1D6H3I5	AF-O24646-F1-model_v3	AF-A0A1D6H3I5-F1-model_v3	1.5e-41	137.5	2.80e-07	338.95	1.719E-09	327	platinum
O24658	B4FTS6	AF-O24658-F1-model_v3	AF-B4FTS6-F1-model_v3	3.5e-110	319.3	NA	NA	NA	NA	silver
O48520	C0P521	AF-O48520-F1-model_v3	AF-C0P521-F1-model_v3	2.2e-229	634.8	0.00e+00	1273.88	1.801E-78	3193	platinum
O48526	B4FZI9	AF-O48526-F1-model_v3	AF-B4FZI9-F1-model_v3	3.0e-14	65.1	NA	NA	NA	NA	silver
O48528	B4FFR3	AF-O48528-F1-model_v3	AF-B4FFR3-F1-model_v3	1.9e-71	211.8	5.11e-15	371.11	4.991E-12	630	platinum
O48529	A0A1D6I0S8	AF-O48529-F1-model_v3	AF-A0A1D6I0S8-F1-model_v3	3.9e-98	289.3	2.22e-16	561.90	1.246E-33	1254	platinum
O48532	A0A1D6J2Y8	AF-O48532-F1-model_v3	AF-A0A1D6J2Y8-F1-model_v3	1.4e-115	351.7	NA	NA	NA	NA	silver
O48533	B4FCP3	AF-O48533-F1-model_v3	AF-B4FCP3-F1-model_v3	1.1e-08	54.3	9.16e-03	249.78	NA	NA	gold
O48587	K7VXI7	AF-O48587-F1-model_v3	AF-K7VXI7-F1-model_v3	1.3e-145	408.3	0.00e+00	708.49	1.782E-43	1733	platinum
O48588	A0A1D6EVE2	AF-O48588-F1-model_v3	AF-A0A1D6EVE2-F1-model_v3	3.3e-122	353.2	0.00e+00	804.21	2.138E-47	1824	platinum
O48626	A0A1D6F7B0	AF-O48626-F1-model_v3	AF-A0A1D6F7B0-F1-model_v3	2.8e-179	531.6	0.00e+00	1791.37	7.651E-52	2885	platinum
O48652	A0A1D6H3E6	AF-O48652-F1-model_v3	AF-A0A1D6H3E6-F1-model_v3	3.8e-139	407.5	NA	NA	2.206E-32	1561	gold
O48670	A0A1D6GVV4	AF-O48670-F1-model_v3	AF-A0A1D6GVV4-F1-model_v3	1.3e-96	278.5	NA	NA	2.707E-20	887	gold
O48679	A0A1D6HJU5	AF-O48679-F1-model_v3	AF-A0A1D6HJU5-F1-model_v3	1.6e-65	213.4	NA	NA	NA	NA	silver
O48711	K7W5K6	AF-O48711-F1-model_v3	AF-K7W5K6-F1-model_v3	5.8e-136	407.5	NA	NA	9.689E-54	2592	gold
O48713	A4L9Q6	AF-O48713-F1-model_v3	AF-A4L9Q6-F1-model_v3	3.9e-235	660.6	1.52e-06	982.43	NA	NA	gold
O48717	C0PC18	AF-O48717-F1-model_v3	AF-C0PC18-F1-model_v3	3.4e-23	87.0	5.49e-04	179.56	NA	NA	gold
O48720	K7U229	AF-O48720-F1-model_v3	AF-K7U229-F1-model_v3	2.1e-10	61.2	3.70e-01	252.87	NA	NA	gold
O48721	B4FD25	AF-O48721-F1-model_v3	AF-B4FD25-F1-model_v3	6.4e-110	321.6	0.00e+00	777.79	6.436E-42	1639	platinum
O48722	B4FQ96	AF-O48722-F1-model_v3	AF-B4FQ96-F1-model_v3	2.3e-83	253.8	7.38e-14	732.65	2.833E-24	1247	platinum
O48723	A0A1D6ERI5	AF-O48723-F1-model_v3	AF-A0A1D6ERI5-F1-model_v3	1.5e-187	526.2	NA	NA	5.431E-58	2618	gold
O48726	A0A1D6MDW7	AF-O48726-F1-model_v3	AF-A0A1D6MDW7-F1-model_v3	1.5e-94	283.9	1.16e-09	585.05	7.669E-30	1250	platinum
O48767	A0A1D6IYK3	AF-O48767-F1-model_v3	AF-A0A1D6IYK3-F1-model_v3	3.6e-107	312.8	1.38e-07	558.43	1.994E-21	803	platinum
