Uniprot_arabadopsis	Uniprot_rice	AlphaFold_arabadopsis	AlphaFold_rice	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q5W9E7	Q8GT06	AF-Q5W9E7-F1-model_v3	AF-Q8GT06-F1-model_v3	2.0e-179	525.0	1.13e-11	1345.92	2.499E-58	2656	platinum
Q5XEN2	Q6ZHR8	AF-Q5XEN2-F1-model_v3	AF-Q6ZHR8-F1-model_v3	2.4e-32	120.2	1.50e-04	384.87	1.443E-15	600	platinum
Q5XET4	Q6ZGL2	AF-Q5XET4-F1-model_v3	AF-Q6ZGL2-F1-model_v3	4.5e-114	345.1	3.25e-12	1054.86	9.404E-30	1712	platinum
Q5XET5	Q5N789	AF-Q5XET5-F1-model_v3	AF-Q5N789-F1-model_v3	1.5e-99	305.1	NA	NA	NA	NA	silver
Q5XET6	Q0J4D4	AF-Q5XET6-F1-model_v3	AF-Q0J4D4-F1-model_v3	1.4e-208	585.1	1.14e-14	1052.78	2.312E-65	2682	platinum
Q5XEV4	Q0ILW8	AF-Q5XEV4-F1-model_v3	AF-Q0ILW8-F1-model_v3	3.4e-72	224.6	NA	NA	1.678E-27	1226	gold
Q5XEV6	A0A0P0XQV0	AF-Q5XEV6-F1-model_v3	AF-A0A0P0XQV0-F1-model_v3	2.1e-50	165.6	1.55e-15	516.91	1.336E-13	660	platinum
Q5XEY7	A0A0P0WM96	AF-Q5XEY7-F1-model_v3	AF-A0A0P0WM96-F1-model_v3	8.0e-113	339.7	NA	NA	1.608E-28	1763	gold
Q5XF05	Q0DL11	AF-Q5XF05-F1-model_v3	AF-Q0DL11-F1-model_v3	3.0e-97	298.5	4.69e-10	888.36	NA	NA	gold
Q5XF06	Q69V11	AF-Q5XF06-F1-model_v3	AF-Q69V11-F1-model_v3	9.4e-137	402.1	8.19e-11	1036.97	1.447E-45	1802	platinum
Q5XF07	Q2QTX4	AF-Q5XF07-F1-model_v3	AF-Q2QTX4-F1-model_v3	3.2e-190	530.0	0.00e+00	995.19	1.756E-63	2507	platinum
Q5XF11	Q7XE39	AF-Q5XF11-F1-model_v3	AF-Q7XE39-F1-model_v3	4.3e-61	195.7	5.60e-05	454.55	NA	NA	gold
Q5XF12	Q336N9	AF-Q5XF12-F1-model_v3	AF-Q336N9-F1-model_v3	2.7e-107	315.8	0.00e+00	762.12	1.501E-42	1701	platinum
Q5XF13	A0A0N7KN54	AF-Q5XF13-F1-model_v3	AF-A0A0N7KN54-F1-model_v3	1.6e-67	211.5	2.91e-06	484.10	1.294E-15	756	platinum
Q5XF33	Q53RM0	AF-Q5XF33-F1-model_v3	AF-Q53RM0-F1-model_v3	1.7e-217	602.8	0.00e+00	1141.57	3.437E-65	2776	platinum
Q5XF36	Q5ZCF3	AF-Q5XF36-F1-model_v3	AF-Q5ZCF3-F1-model_v3	2.3e-194	545.0	NA	NA	4.071E-37	2077	gold
Q5XF57	Q6YW24	AF-Q5XF57-F1-model_v3	AF-Q6YW24-F1-model_v3	9.9e-160	469.5	1.11e-15	1229.08	1.310E-61	2613	platinum
Q5XF75	Q6ZJS7	AF-Q5XF75-F1-model_v3	AF-Q6ZJS7-F1-model_v3	6.5e-152	433.7	0.00e+00	983.51	4.161E-51	2080	platinum
Q5XF81	Q5Z9P5	AF-Q5XF81-F1-model_v3	AF-Q5Z9P5-F1-model_v3	2.7e-138	399.4	0.00e+00	996.14	1.288E-44	2020	platinum
Q5XQC7	A0A0P0WLH0	AF-Q5XQC7-F1-model_v3	AF-A0A0P0WLH0-F1-model_v3	2.9e-258	720.3	0.00e+00	1546.48	6.069E-91	3775	platinum
Q5XUX6	Q7XRV0	AF-Q5XUX6-F1-model_v3	AF-Q7XRV0-F1-model_v3	1.8e-119	374.8	1.37e-05	1291.28	NA	NA	gold
Q5XV04	A0A0P0WM57	AF-Q5XV04-F1-model_v3	AF-A0A0P0WM57-F1-model_v3	1.1e-113	332.0	0.00e+00	660.89	2.003E-38	1584	platinum
Q5XV34	Q2R935	AF-Q5XV34-F1-model_v3	AF-Q2R935-F1-model_v3	1.2e-68	223.8	1.11e-16	829.96	1.885E-27	1356	platinum
Q5XV37	Q10R03	AF-Q5XV37-F1-model_v3	AF-Q10R03-F1-model_v3	9.0e-14	62.0	7.43e-05	212.71	NA	NA	gold
Q5XV40	Q2R435	AF-Q5XV40-F1-model_v3	AF-Q2R435-F1-model_v3	4.4e-06	48.1	1.73e-01	279.68	5.032E-04	191	platinum
Q5XV66	Q5JKR3	AF-Q5XV66-F1-model_v3	AF-Q5JKR3-F1-model_v3	1.9e-94	280.8	6.32e-14	696.82	NA	NA	gold
Q5XV94	Q657N8	AF-Q5XV94-F1-model_v3	AF-Q657N8-F1-model_v3	2.2e-56	177.9	4.43e-06	414.83	5.437E-14	492	platinum
Q5XVA1	Q851G7	AF-Q5XVA1-F1-model_v3	AF-Q851G7-F1-model_v3	8.1e-23	104.0	3.02e-02	892.64	3.678E-12	506	platinum
Q5XVA8	A0A0P0XJC2	AF-Q5XVA8-F1-model_v3	AF-A0A0P0XJC2-F1-model_v3	1.3e-44	161.4	NA	NA	8.401E-10	377	gold
Q5XVC2	Q6L4W6	AF-Q5XVC2-F1-model_v3	AF-Q6L4W6-F1-model_v3	1.9e-145	430.3	1.40e-13	877.19	1.473E-36	1744	platinum
Q5XVE2	A0A0P0XQP4	AF-Q5XVE2-F1-model_v3	AF-A0A0P0XQP4-F1-model_v3	6.0e-101	305.8	4.73e-06	784.99	9.346E-39	1546	platinum
Q5XVF0	Q5W770	AF-Q5XVF0-F1-model_v3	AF-Q5W770-F1-model_v3	2.0e-95	307.4	1.33e-10	1130.95	7.499E-31	1730	platinum
Q5XVI1	A0A0P0Y3X2	AF-Q5XVI1-F1-model_v3	AF-A0A0P0Y3X2-F1-model_v3	3.3e-140	414.1	NA	NA	4.217E-31	1790	gold
Q5XVJ4	Q5SNL7	AF-Q5XVJ4-F1-model_v3	AF-Q5SNL7-F1-model_v3	1.9e-274	787.7	1.44e-15	2092.61	3.215E-80	4298	platinum
Q5XVK1	Q6ZGP4	AF-Q5XVK1-F1-model_v3	AF-Q6ZGP4-F1-model_v3	2.0e-22	95.1	1.78e-02	376.25	1.176E-10	430	platinum
Q5YDB5	Q5N890	AF-Q5YDB5-F1-model_v3	AF-Q5N890-F1-model_v3	2.5e-213	619.4	NA	NA	2.319E-78	3309	gold
Q5YDB6	Q6H5U8	AF-Q5YDB6-F1-model_v3	AF-Q6H5U8-F1-model_v3	2.7e-307	873.6	1.40e-12	2001.74	NA	NA	gold
Q63Z96	Q10S37	AF-Q63Z96-F1-model_v3	AF-Q10S37-F1-model_v3	9.4e-47	149.4	9.17e-11	321.11	1.430E-11	502	platinum
Q64FQ2	Q94E49	AF-Q64FQ2-F1-model_v3	AF-Q94E49-F1-model_v3	4.2e-165	477.2	2.56e-12	1076.26	2.076E-57	2463	platinum
Q66GI5	Q7XTZ0	AF-Q66GI5-F1-model_v3	AF-Q7XTZ0-F1-model_v3	1.1e-231	652.1	0.00e+00	1459.01	8.787E-86	3563	platinum
Q66GJ0	Q0JAF3	AF-Q66GJ0-F1-model_v3	AF-Q0JAF3-F1-model_v3	3.8e-149	431.8	0.00e+00	902.41	1.187E-51	2047	platinum
Q66GK1	Q5JKG7	AF-Q66GK1-F1-model_v3	AF-Q5JKG7-F1-model_v3	1.0e-75	246.9	NA	NA	NA	NA	silver
Q66GN3	Q337L2	AF-Q66GN3-F1-model_v3	AF-Q337L2-F1-model_v3	3.8e-255	723.8	NA	NA	4.847E-52	3142	gold
Q66GP0	Q8H069	AF-Q66GP0-F1-model_v3	AF-Q8H069-F1-model_v3	6.1e-193	556.2	4.44e-16	1334.92	1.680E-46	2706	platinum
Q66GP4	Q7XNE0	AF-Q66GP4-F1-model_v3	AF-Q7XNE0-F1-model_v3	1.2e-57	204.1	0.00e+00	1503.92	1.280E-34	2181	platinum
Q66GP9	Q6YPG5	AF-Q66GP9-F1-model_v3	AF-Q6YPG5-F1-model_v3	6.4e-237	663.3	0.00e+00	1363.74	3.706E-81	3222	platinum
Q66GQ1	Q6Z9X4	AF-Q66GQ1-F1-model_v3	AF-Q6Z9X4-F1-model_v3	3.5e-230	646.4	0.00e+00	1335.03	2.765E-70	3081	platinum
Q66GQ2	A0A0P0VH95	AF-Q66GQ2-F1-model_v3	AF-A0A0P0VH95-F1-model_v3	2.3e-69	233.4	NA	NA	NA	NA	silver
Q66GQ3	Q5WA72	AF-Q66GQ3-F1-model_v3	AF-Q5WA72-F1-model_v3	1.2e-166	483.0	0.00e+00	1431.35	2.819E-70	2852	platinum
Q66GQ6	Q6Z8I9	AF-Q66GQ6-F1-model_v3	AF-Q6Z8I9-F1-model_v3	2.9e-202	574.7	NA	NA	7.316E-66	2685	gold
Q66GR2	A0A0P0XBQ4	AF-Q66GR2-F1-model_v3	AF-A0A0P0XBQ4-F1-model_v3	1.6e-173	488.8	0.00e+00	882.38	6.750E-55	2192	platinum
Q66GR3	Q6Z3R6	AF-Q66GR3-F1-model_v3	AF-Q6Z3R6-F1-model_v3	9.7e-61	200.3	NA	NA	1.352E-17	657	gold
Q66GR6	Q5VP52	AF-Q66GR6-F1-model_v3	AF-Q5VP52-F1-model_v3	2.7e-93	276.2	2.04e-10	602.93	1.278E-30	1304	platinum
Q66GR7	Q5N8X0	AF-Q66GR7-F1-model_v3	AF-Q5N8X0-F1-model_v3	6.3e-128	370.5	0.00e+00	823.60	7.709E-43	1763	platinum
Q66GR8	Q8H487	AF-Q66GR8-F1-model_v3	AF-Q8H487-F1-model_v3	5.2e-32	119.4	NA	NA	3.767E-11	449	gold
Q66LG9	Q0JL80	AF-Q66LG9-F1-model_v3	AF-Q0JL80-F1-model_v3	1.1e-16	84.3	2.27e-02	920.23	9.295E-20	774	platinum
Q67XD6	Q10SU2	AF-Q67XD6-F1-model_v3	AF-Q10SU2-F1-model_v3	4.1e-86	258.8	0.00e+00	689.59	1.758E-35	1453	platinum
Q67XD9	Q69T31	AF-Q67XD9-F1-model_v3	AF-Q69T31-F1-model_v3	0.0e+00	933.7	0.00e+00	1546.49	6.774E-81	3980	platinum
Q67XG0	Q69XE4	AF-Q67XG0-F1-model_v3	AF-Q69XE4-F1-model_v3	5.4e-82	240.0	0.00e+00	477.37	4.179E-19	1005	platinum
Q67XL4	Q7XSB6	AF-Q67XL4-F1-model_v3	AF-Q7XSB6-F1-model_v3	2.4e-120	359.4	5.82e-08	877.24	5.864E-35	1425	platinum
Q67XT3	Q7XUW8	AF-Q67XT3-F1-model_v3	AF-Q7XUW8-F1-model_v3	1.0e-11	61.2	1.11e-11	529.32	1.178E-10	440	platinum
Q67XV2	A0A0P0VYA7	AF-Q67XV2-F1-model_v3	AF-A0A0P0VYA7-F1-model_v3	1.2e-12	65.9	1.88e-02	241.21	NA	NA	gold
Q67XX3	Q2R2A5	AF-Q67XX3-F1-model_v3	AF-Q2R2A5-F1-model_v3	1.0e-223	626.3	0.00e+00	1335.60	6.015E-71	3000	platinum
Q67Y01	Q0JFF8	AF-Q67Y01-F1-model_v3	AF-Q0JFF8-F1-model_v3	3.0e-104	308.9	NA	NA	NA	NA	silver
Q67Y99	Q6YYJ6	AF-Q67Y99-F1-model_v3	AF-Q6YYJ6-F1-model_v3	1.1e-125	363.2	4.80e-12	781.18	2.643E-35	1473	platinum
Q67YE6	Q6H595	AF-Q67YE6-F1-model_v3	AF-Q6H595-F1-model_v3	1.9e-55	173.7	9.98e-09	415.77	1.767E-23	845	platinum
Q67YJ7	Q0DCP4	AF-Q67YJ7-F1-model_v3	AF-Q0DCP4-F1-model_v3	2.1e-115	338.2	4.33e-12	799.59	4.987E-38	1508	platinum
Q67YJ9	Q5N719	AF-Q67YJ9-F1-model_v3	AF-Q5N719-F1-model_v3	6.7e-192	554.3	8.88e-16	1435.39	1.436E-43	2558	platinum
Q67YR4	A0A0P0X3A4	AF-Q67YR4-F1-model_v3	AF-A0A0P0X3A4-F1-model_v3	4.0e-66	210.7	NA	NA	1.675E-24	1074	gold
Q67YS6	Q10CF0	AF-Q67YS6-F1-model_v3	AF-Q10CF0-F1-model_v3	6.9e-149	423.3	NA	NA	1.065E-50	2017	gold
Q67YU0	Q5ZAY9	AF-Q67YU0-F1-model_v3	AF-Q5ZAY9-F1-model_v3	3.2e-238	665.2	0.00e+00	1321.50	2.372E-82	3239	platinum
Q67Z52	Q0J8Q8	AF-Q67Z52-F1-model_v3	AF-Q0J8Q8-F1-model_v3	6.8e-115	328.9	0.00e+00	650.89	1.946E-37	1502	platinum
Q67Z64	B7F8U2	AF-Q67Z64-F1-model_v3	AF-B7F8U2-F1-model_v3	4.6e-11	56.6	1.04e-03	205.89	NA	NA	gold
Q67Z79	A0A0P0WHV8	AF-Q67Z79-F1-model_v3	AF-A0A0P0WHV8-F1-model_v3	3.5e-184	533.1	NA	NA	6.971E-35	2039	gold
Q67Z93	Q851Y5	AF-Q67Z93-F1-model_v3	AF-Q851Y5-F1-model_v3	6.2e-21	92.4	NA	NA	1.456E-10	600	gold
Q67ZB6	A0A0P0V3U4	AF-Q67ZB6-F1-model_v3	AF-A0A0P0V3U4-F1-model_v3	1.9e-137	401.0	0.00e+00	935.38	2.164E-42	1864	platinum
Q67ZE1	Q7Y0G4	AF-Q67ZE1-F1-model_v3	AF-Q7Y0G4-F1-model_v3	1.3e-240	673.3	0.00e+00	1594.02	8.650E-75	3236	platinum
Q67ZF6	Q10DW5	AF-Q67ZF6-F1-model_v3	AF-Q10DW5-F1-model_v3	8.6e-55	174.9	0.00e+00	625.06	6.870E-16	896	platinum
Q67ZM7	Q5N9J9	AF-Q67ZM7-F1-model_v3	AF-Q5N9J9-F1-model_v3	2.0e-103	304.7	0.00e+00	754.68	1.074E-26	1446	platinum
Q67ZW1	Q8LMQ0	AF-Q67ZW1-F1-model_v3	AF-Q8LMQ0-F1-model_v3	3.0e-68	203.4	NA	NA	NA	NA	silver
Q67ZW2	Q69IM0	AF-Q67ZW2-F1-model_v3	AF-Q69IM0-F1-model_v3	4.2e-300	837.8	1.89e-15	1844.42	NA	NA	gold
Q67ZZ1	Q5N817	AF-Q67ZZ1-F1-model_v3	AF-Q5N817-F1-model_v3	1.1e-126	377.9	4.94e-05	734.22	9.953E-40	1466	platinum
Q680A5	Q6ZFT5	AF-Q680A5-F1-model_v3	AF-Q6ZFT5-F1-model_v3	8.3e-187	518.1	NA	NA	4.943E-59	2420	gold
Q680C0	Q6KA57	AF-Q680C0-F1-model_v3	AF-Q6KA57-F1-model_v3	2.7e-135	389.0	0.00e+00	907.98	8.001E-43	1858	platinum
Q680K2	Q6ZDS0	AF-Q680K2-F1-model_v3	AF-Q6ZDS0-F1-model_v3	8.4e-139	395.6	0.00e+00	848.92	6.245E-47	1871	platinum
Q680K8	Q6Z5C8	AF-Q680K8-F1-model_v3	AF-Q6Z5C8-F1-model_v3	5.7e-132	379.0	0.00e+00	896.91	5.269E-47	1945	platinum
Q680L3	Q0E4I9	AF-Q680L3-F1-model_v3	AF-Q0E4I9-F1-model_v3	1.8e-66	201.4	0.00e+00	446.41	2.203E-19	877	platinum
Q680P8	Q7XZX4	AF-Q680P8-F1-model_v3	AF-Q7XZX4-F1-model_v3	1.5e-38	120.9	0.00e+00	143.97	4.065E-11	408	platinum
Q680Q4	Q6L4L4	AF-Q680Q4-F1-model_v3	AF-Q6L4L4-F1-model_v3	1.0e-294	835.9	6.56e-10	1754.96	4.906E-88	3529	platinum
Q680U9	Q7XKD9	AF-Q680U9-F1-model_v3	AF-Q7XKD9-F1-model_v3	4.2e-238	657.9	0.00e+00	1260.74	1.753E-58	2862	platinum
Q680Z7	A0A0P0V9J9	AF-Q680Z7-F1-model_v3	AF-A0A0P0V9J9-F1-model_v3	1.1e-112	341.7	NA	NA	3.816E-28	1742	gold
Q681K7	Q67UU1	AF-Q681K7-F1-model_v3	AF-Q67UU1-F1-model_v3	1.1e-137	414.8	3.64e-13	1454.77	1.726E-33	1551	platinum
Q681N2	Q6Z250	AF-Q681N2-F1-model_v3	AF-Q6Z250-F1-model_v3	1.1e-131	401.7	NA	NA	1.530E-47	2943	gold
Q681Q7	Q9AUZ3	AF-Q681Q7-F1-model_v3	AF-Q9AUZ3-F1-model_v3	2.9e-126	360.5	2.05e-09	562.86	1.324E-33	1396	platinum
Q681W7	Q5ZA53	AF-Q681W7-F1-model_v3	AF-Q5ZA53-F1-model_v3	2.6e-77	231.5	2.79e-11	468.87	1.130E-17	876	platinum
Q682E0	A0A0P0W9I9	AF-Q682E0-F1-model_v3	AF-A0A0P0W9I9-F1-model_v3	5.9e-148	421.8	0.00e+00	922.11	1.262E-47	2011	platinum
Q682E1	Q10LW2	AF-Q682E1-F1-model_v3	AF-Q10LW2-F1-model_v3	2.7e-08	55.8	3.44e-06	669.22	NA	NA	gold
Q682H0	A0A0P0V7P7	AF-Q682H0-F1-model_v3	AF-A0A0P0V7P7-F1-model_v3	2.4e-67	204.5	3.54e-09	407.91	6.608E-14	581	platinum
Q682H4	A0A0N7KN59	AF-Q682H4-F1-model_v3	AF-A0A0N7KN59-F1-model_v3	4.7e-73	235.0	1.02e-06	747.48	NA	NA	gold
Q682I4	Q108W6	AF-Q682I4-F1-model_v3	AF-Q108W6-F1-model_v3	3.9e-41	134.4	3.95e-05	219.22	7.903E-09	377	platinum
Q682J5	C7J9B2	AF-Q682J5-F1-model_v3	AF-C7J9B2-F1-model_v3	3.2e-26	100.5	NA	NA	NA	NA	silver
Q682P6	Q5ZCN1	AF-Q682P6-F1-model_v3	AF-Q5ZCN1-F1-model_v3	1.6e-170	492.3	0.00e+00	1313.45	3.986E-70	2852	platinum
Q682V0	Q7Y1H0	AF-Q682V0-F1-model_v3	AF-Q7Y1H0-F1-model_v3	7.1e-83	249.6	0.00e+00	648.25	7.080E-24	1063	platinum
Q683D2	Q6Z4A0	AF-Q683D2-F1-model_v3	AF-Q6Z4A0-F1-model_v3	5.9e-155	462.6	4.72e-10	1205.32	1.867E-39	2120	platinum
Q683D4	A0A0P0WG07	AF-Q683D4-F1-model_v3	AF-A0A0P0WG07-F1-model_v3	2.8e-12	60.8	NA	NA	NA	NA	silver
Q683G3	Q10AI1	AF-Q683G3-F1-model_v3	AF-Q10AI1-F1-model_v3	2.1e-166	475.7	0.00e+00	1019.43	2.802E-53	2390	platinum
Q689D6	A0A0P0V5B6	AF-Q689D6-F1-model_v3	AF-A0A0P0V5B6-F1-model_v3	7.3e-134	393.7	0.00e+00	1007.31	3.830E-40	1953	platinum
Q6AWU6	B7E650	AF-Q6AWU6-F1-model_v3	AF-B7E650-F1-model_v3	8.7e-98	285.0	0.00e+00	601.08	7.959E-34	1353	platinum
Q6AWV1	A0A0P0WJY7	AF-Q6AWV1-F1-model_v3	AF-A0A0P0WJY7-F1-model_v3	6.4e-53	164.5	0.00e+00	389.77	1.528E-21	803	platinum
Q6AWV5	B7F8D0	AF-Q6AWV5-F1-model_v3	AF-B7F8D0-F1-model_v3	4.9e-10	54.3	3.54e-06	255.20	NA	NA	gold
Q6AWX2	Q7XIK4	AF-Q6AWX2-F1-model_v3	AF-Q7XIK4-F1-model_v3	1.7e-49	176.4	NA	NA	1.435E-18	931	gold
Q6BDA0	Q10RP4	AF-Q6BDA0-F1-model_v3	AF-Q10RP4-F1-model_v3	2.1e-231	709.5	NA	NA	5.973E-97	4129	gold
Q6DBA5	B7F9H3	AF-Q6DBA5-F1-model_v3	AF-B7F9H3-F1-model_v3	8.1e-31	112.8	2.67e-05	453.00	4.742E-13	587	platinum
Q6DBD7	Q9LDD9	AF-Q6DBD7-F1-model_v3	AF-Q9LDD9-F1-model_v3	1.4e-163	471.1	1.11e-16	1046.97	1.679E-61	2360	platinum
Q6DBE3	Q2R164	AF-Q6DBE3-F1-model_v3	AF-Q2R164-F1-model_v3	2.5e-78	251.5	1.06e-03	708.20	1.474E-21	764	platinum
Q6DBF6	A0A0P0W1V6	AF-Q6DBF6-F1-model_v3	AF-A0A0P0W1V6-F1-model_v3	2.5e-43	139.0	3.65e-10	260.59	8.678E-10	404	platinum
Q6DBG8	A0A0P0X7X1	AF-Q6DBG8-F1-model_v3	AF-A0A0P0X7X1-F1-model_v3	6.4e-170	487.3	0.00e+00	1069.60	3.760E-54	2378	platinum
Q6DBH4	Q6ETL6	AF-Q6DBH4-F1-model_v3	AF-Q6ETL6-F1-model_v3	1.3e-95	280.0	NA	NA	3.323E-23	1125	gold
Q6DBI9	Q6ZJG4	AF-Q6DBI9-F1-model_v3	AF-Q6ZJG4-F1-model_v3	1.3e-145	411.8	0.00e+00	881.82	3.173E-47	1944	platinum
Q6DBN0	Q7XKF2	AF-Q6DBN0-F1-model_v3	AF-Q7XKF2-F1-model_v3	2.0e-85	255.4	0.00e+00	670.75	2.756E-33	1382	platinum
Q6DBN1	Q7F241	AF-Q6DBN1-F1-model_v3	AF-Q7F241-F1-model_v3	1.9e-100	292.4	0.00e+00	623.74	1.858E-27	1186	platinum
Q6DBN3	Q0J0N0	AF-Q6DBN3-F1-model_v3	AF-Q0J0N0-F1-model_v3	1.9e-60	192.2	5.97e-09	527.74	2.949E-28	1091	platinum
Q6DBP4	Q6YVK6	AF-Q6DBP4-F1-model_v3	AF-Q6YVK6-F1-model_v3	1.5e-201	560.8	0.00e+00	1115.69	3.043E-65	2584	platinum
Q6DR41	Q10NZ3	AF-Q6DR41-F1-model_v3	AF-Q10NZ3-F1-model_v3	1.6e-67	214.2	0.00e+00	826.80	3.782E-25	1308	platinum
Q6DST9	Q8RZK0	AF-Q6DST9-F1-model_v3	AF-Q8RZK0-F1-model_v3	3.6e-36	131.3	2.37e-06	479.48	NA	NA	gold
Q6DYC0	A3BMZ6	AF-Q6DYC0-F1-model_v3	AF-A3BMZ6-F1-model_v3	1.1e-06	48.1	1.53e-03	302.85	NA	NA	gold
Q6DYC8	Q7XBU9	AF-Q6DYC8-F1-model_v3	AF-Q7XBU9-F1-model_v3	2.1e-18	81.3	9.92e-02	194.58	NA	NA	gold
Q6DYE4	Q0DY73	AF-Q6DYE4-F1-model_v3	AF-Q0DY73-F1-model_v3	8.1e-59	192.2	NA	NA	4.097E-18	810	gold
Q6E297	Q0DNW7	AF-Q6E297-F1-model_v3	AF-Q0DNW7-F1-model_v3	3.1e-108	317.4	0.00e+00	759.51	2.572E-44	1691	platinum
Q6E7H0	Q0IY07	AF-Q6E7H0-F1-model_v3	AF-Q0IY07-F1-model_v3	1.2e-191	561.2	4.44e-16	1613.72	3.379E-51	2875	platinum
Q6EWX0	Q10CI8	AF-Q6EWX0-F1-model_v3	AF-Q10CI8-F1-model_v3	6.3e-151	442.6	0.00e+00	1186.82	2.447E-48	2225	platinum
Q6EWX1	Q5N8Q4	AF-Q6EWX1-F1-model_v3	AF-Q5N8Q4-F1-model_v3	5.4e-172	489.6	0.00e+00	1160.01	4.196E-48	2444	platinum
Q6F6B5	Q0IZQ8	AF-Q6F6B5-F1-model_v3	AF-Q0IZQ8-F1-model_v3	4.8e-82	276.6	6.90e-09	1406.14	NA	NA	gold
Q6GKU7	Q6YU81	AF-Q6GKU7-F1-model_v3	AF-Q6YU81-F1-model_v3	2.8e-149	436.8	5.36e-11	1088.34	4.082E-49	2030	platinum
Q6GKV1	C7IWM8	AF-Q6GKV1-F1-model_v3	AF-C7IWM8-F1-model_v3	6.9e-19	81.3	NA	NA	NA	NA	silver
Q6GKW8	Q6ZK15	AF-Q6GKW8-F1-model_v3	AF-Q6ZK15-F1-model_v3	2.9e-44	162.5	NA	NA	NA	NA	silver
Q6GKX1	Q6Z4C8	AF-Q6GKX1-F1-model_v3	AF-Q6Z4C8-F1-model_v3	4.1e-04	40.0	1.13e-01	161.45	NA	NA	gold
Q6GKX4	B7F8P3	AF-Q6GKX4-F1-model_v3	AF-B7F8P3-F1-model_v3	8.3e-63	190.7	2.55e-15	434.43	2.743E-15	777	platinum
Q6GKX7	Q6ER17	AF-Q6GKX7-F1-model_v3	AF-Q6ER17-F1-model_v3	3.0e-39	126.7	1.25e-10	257.38	5.038E-13	518	platinum
Q6GKY0	Q7EZT2	AF-Q6GKY0-F1-model_v3	AF-Q7EZT2-F1-model_v3	1.6e-35	121.7	5.90e-06	273.24	1.698E-10	402	platinum
Q6ICW6	Q0D541	AF-Q6ICW6-F1-model_v3	AF-Q0D541-F1-model_v3	1.2e-150	425.6	NA	NA	6.977E-45	1879	gold
Q6ICX4	Q0DHV7	AF-Q6ICX4-F1-model_v3	AF-Q0DHV7-F1-model_v3	1.1e-233	645.6	0.00e+00	1162.25	2.475E-73	2975	platinum
Q6ICY4	Q6K961	AF-Q6ICY4-F1-model_v3	AF-Q6K961-F1-model_v3	1.7e-109	322.4	NA	NA	1.411E-23	1176	gold
Q6ID68	A0A0P0VSN6	AF-Q6ID68-F1-model_v3	AF-A0A0P0VSN6-F1-model_v3	1.5e-49	157.5	9.55e-15	327.79	1.817E-12	503	platinum
Q6ID70	A0A0P0W1L4	AF-Q6ID70-F1-model_v3	AF-A0A0P0W1L4-F1-model_v3	2.2e-60	183.7	2.92e-12	352.43	8.899E-18	813	platinum
Q6ID77	Q6YUV3	AF-Q6ID77-F1-model_v3	AF-Q6YUV3-F1-model_v3	1.9e-45	142.9	0.00e+00	291.98	7.001E-10	411	platinum
Q6ID84	A0A0N7KJJ9	AF-Q6ID84-F1-model_v3	AF-A0A0N7KJJ9-F1-model_v3	1.5e-74	226.5	3.26e-08	481.22	1.815E-26	1064	platinum
Q6ID86	A0A0P0Y3I0	AF-Q6ID86-F1-model_v3	AF-A0A0P0Y3I0-F1-model_v3	1.2e-115	332.0	0.00e+00	618.51	1.644E-36	1490	platinum
Q6IDB0	A0A0P0WQQ1	AF-Q6IDB0-F1-model_v3	AF-A0A0P0WQQ1-F1-model_v3	1.2e-10	56.2	NA	NA	NA	NA	silver
Q6IDB5	Q6YYC4	AF-Q6IDB5-F1-model_v3	AF-Q6YYC4-F1-model_v3	4.1e-32	109.8	NA	NA	NA	NA	silver
Q6IDB6	Q10M63	AF-Q6IDB6-F1-model_v3	AF-Q10M63-F1-model_v3	1.7e-87	254.6	0.00e+00	480.82	4.202E-31	1157	platinum
Q6IDC0	Q84T58	AF-Q6IDC0-F1-model_v3	AF-Q84T58-F1-model_v3	1.7e-91	282.7	3.76e-11	937.94	8.009E-24	1078	platinum
Q6IDC7	Q10QY3	AF-Q6IDC7-F1-model_v3	AF-Q10QY3-F1-model_v3	0.0e+00	936.4	0.00e+00	2030.15	0.000E+00	4470	platinum
Q6IDL4	Q69TX8	AF-Q6IDL4-F1-model_v3	AF-Q69TX8-F1-model_v3	1.8e-92	269.6	NA	NA	4.969E-25	1101	gold
Q6IM95	A0A0P0XLE0	AF-Q6IM95-F1-model_v3	AF-A0A0P0XLE0-F1-model_v3	8.9e-11	49.7	NA	NA	NA	NA	silver
Q6J9Q2	Q8H3Q1	AF-Q6J9Q2-F1-model_v3	AF-Q8H3Q1-F1-model_v3	9.9e-35	129.4	1.95e-04	451.32	NA	NA	gold
Q6JDV7	Q0DQB4	AF-Q6JDV7-F1-model_v3	AF-Q0DQB4-F1-model_v3	2.4e-205	590.1	6.29e-13	1324.23	5.007E-63	2744	platinum
Q6LA42	Q689G6	AF-Q6LA42-F1-model_v3	AF-Q689G6-F1-model_v3	3.1e-69	234.6	NA	NA	4.314E-33	1213	gold
Q6NKN9	A0A0P0W2I2	AF-Q6NKN9-F1-model_v3	AF-A0A0P0W2I2-F1-model_v3	1.6e-48	164.9	NA	NA	NA	NA	silver
Q6NKP9	Q0JKN5	AF-Q6NKP9-F1-model_v3	AF-Q0JKN5-F1-model_v3	4.1e-84	251.5	NA	NA	4.071E-34	1308	gold
