Uniprot_arabadopsis	Uniprot_human	AlphaFold_arabadopsis	AlphaFold_human	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q42551	P63279	AF-Q42551-F1-model_v3	AF-P63279-F1-model_v3	3.8e-78	229.2	0.00e+00	447.35	1.948E-25	1003	platinum
Q42577	O75251	AF-Q42577-F1-model_v3	AF-O75251-F1-model_v3	3.3e-97	282.0	6.66e-16	555.27	1.209E-33	1274	platinum
Q42586	P11172	AF-Q42586-F1-model_v3	AF-P11172-F1-model_v3	4.0e-173	495.4	0.00e+00	1303.27	3.003E-65	2779	platinum
Q42601	P31327	AF-Q42601-F1-model_v3	AF-P31327-F1-model_v3	3.6e-255	766.9	0.00e+00	2819.30	0.000E+00	5420	platinum
Q43292	P61927	AF-Q43292-F1-model_v3	AF-P61927-F1-model_v3	6.1e-43	135.2	7.04e-11	253.55	4.475E-13	466	platinum
Q4PSF4	Q86VL8	AF-Q4PSF4-F1-model_v3	AF-Q86VL8-F1-model_v3	1.0e-65	223.4	NA	NA	NA	NA	silver
Q4V3C7	Q6P4Q7	AF-Q4V3C7-F1-model_v3	AF-Q6P4Q7-F1-model_v3	5.8e-52	188.3	NA	NA	NA	NA	silver
Q4V3C8	O15530	AF-Q4V3C8-F1-model_v3	AF-O15530-F1-model_v3	6.7e-98	305.8	0.00e+00	1076.77	8.961E-42	1923	platinum
Q500V9	P56282	AF-Q500V9-F1-model_v3	AF-P56282-F1-model_v3	1.4e-90	287.3	0.00e+00	1243.20	9.507E-55	2286	platinum
Q500W4	Q9BT23	AF-Q500W4-F1-model_v3	AF-Q9BT23-F1-model_v3	4.9e-20	82.0	NA	NA	NA	NA	silver
Q500W7	Q9H3S5	AF-Q500W7-F1-model_v3	AF-Q9H3S5-F1-model_v3	1.6e-94	291.6	0.00e+00	1107.73	4.036E-28	1652	platinum
Q500W8	Q9BRT8	AF-Q500W8-F1-model_v3	AF-Q9BRT8-F1-model_v3	1.1e-81	255.0	0.00e+00	905.10	2.721E-41	1633	platinum
Q500Z1	Q9NVA1	AF-Q500Z1-F1-model_v3	AF-Q9NVA1-F1-model_v3	1.2e-13	69.7	9.21e-08	453.61	1.029E-07	471	platinum
Q501A2	P16152	AF-Q501A2-F1-model_v3	AF-P16152-F1-model_v3	1.5e-52	174.1	NA	NA	8.799E-27	1120	gold
Q501D4	Q16854	AF-Q501D4-F1-model_v3	AF-Q16854-F1-model_v3	7.7e-35	132.9	6.19e-11	532.48	NA	NA	gold
Q501D5	Q9BTE3	AF-Q501D5-F1-model_v3	AF-Q9BTE3-F1-model_v3	1.4e-82	271.6	6.00e-15	1174.01	7.458E-57	2356	platinum
Q564K3	Q15003	AF-Q564K3-F1-model_v3	AF-Q15003-F1-model_v3	1.3e-41	161.8	3.43e-03	862.24	5.090E-30	1227	platinum
Q56W08	Q8N3E9	AF-Q56W08-F1-model_v3	AF-Q8N3E9-F1-model_v3	1.0e-72	247.7	NA	NA	NA	NA	silver
Q56W64	P20933	AF-Q56W64-F1-model_v3	AF-P20933-F1-model_v3	1.9e-97	293.1	0.00e+00	836.81	6.609E-47	1820	platinum
Q56XE4	P09234	AF-Q56XE4-F1-model_v3	AF-P09234-F1-model_v3	4.8e-20	82.8	6.29e-05	265.03	NA	NA	gold
Q56XY2	Q9H9Y4	AF-Q56XY2-F1-model_v3	AF-Q9H9Y4-F1-model_v3	4.7e-114	331.6	0.00e+00	820.53	1.075E-35	1627	platinum
Q56YN8	Q9UQE7	AF-Q56YN8-F1-model_v3	AF-Q9UQE7-F1-model_v3	3.6e-249	743.0	0.00e+00	3306.37	0.000E+00	4741	platinum
Q56YP2	O14986	AF-Q56YP2-F1-model_v3	AF-O14986-F1-model_v3	1.6e-67	232.6	NA	NA	NA	NA	silver
Q5D892	A2PYH4	AF-Q5D892-F1-model_v3	AF-A2PYH4-F1-model_v3	2.9e-167	532.3	3.52e-11	2298.22	NA	NA	gold
Q5E913	Q14807	AF-Q5E913-F1-model_v3	AF-Q14807-F1-model_v3	1.0e-68	236.1	NA	NA	NA	NA	silver
Q5E915	Q15291	AF-Q5E915-F1-model_v3	AF-Q15291-F1-model_v3	1.8e-74	246.1	7.17e-12	1003.01	NA	NA	gold
Q5E916	Q96SW2	AF-Q5E916-F1-model_v3	AF-Q96SW2-F1-model_v3	4.4e-38	145.6	9.38e-11	789.90	2.082E-32	1403	platinum
Q5HZ38	Q96RR4	AF-Q5HZ38-F1-model_v3	AF-Q96RR4-F1-model_v3	4.7e-59	202.2	NA	NA	NA	NA	silver
Q5IBC5	Q14674	AF-Q5IBC5-F1-model_v3	AF-Q14674-F1-model_v3	3.8e-43	174.5	NA	NA	NA	NA	silver
Q5M759	Q96H20	AF-Q5M759-F1-model_v3	AF-Q96H20-F1-model_v3	1.7e-79	240.0	0.00e+00	705.03	9.155E-27	1128	platinum
Q5PNU3	O95630	AF-Q5PNU3-F1-model_v3	AF-O95630-F1-model_v3	3.2e-51	180.3	7.93e-07	739.19	NA	NA	gold
Q5PP23	Q96MT1	AF-Q5PP23-F1-model_v3	AF-Q96MT1-F1-model_v3	3.3e-06	50.1	NA	NA	NA	NA	silver
Q5PP39	Q9P2S5	AF-Q5PP39-F1-model_v3	AF-Q9P2S5-F1-model_v3	9.3e-147	426.8	0.00e+00	1238.04	3.827E-58	2788	platinum
Q5PP70	Q9BV86	AF-Q5PP70-F1-model_v3	AF-Q9BV86-F1-model_v3	1.0e-58	186.8	0.00e+00	580.96	3.609E-29	1123	platinum
Q5XF05	Q9H6T3	AF-Q5XF05-F1-model_v3	AF-Q9H6T3-F1-model_v3	2.2e-20	94.4	1.11e-04	817.65	NA	NA	gold
Q5XF36	Q96GC9	AF-Q5XF36-F1-model_v3	AF-Q96GC9-F1-model_v3	9.5e-64	210.3	0.00e+00	878.45	2.172E-20	1178	platinum
Q5XF85	Q9Y252	AF-Q5XF85-F1-model_v3	AF-Q9Y252-F1-model_v3	1.8e-12	69.3	NA	NA	NA	NA	silver
Q5XVC2	Q96PZ0	AF-Q5XVC2-F1-model_v3	AF-Q96PZ0-F1-model_v3	4.3e-99	319.3	6.65e-10	1259.98	7.571E-54	2537	platinum
Q5XVJ4	Q9Y2M0	AF-Q5XVJ4-F1-model_v3	AF-Q9Y2M0-F1-model_v3	6.2e-75	265.4	1.89e-10	1504.86	NA	NA	gold
Q66GQ1	Q969Y2	AF-Q66GQ1-F1-model_v3	AF-Q969Y2-F1-model_v3	8.8e-42	157.1	2.71e-13	949.52	6.641E-35	1563	platinum
Q67Y83	Q9HB40	AF-Q67Y83-F1-model_v3	AF-Q9HB40-F1-model_v3	2.2e-125	372.1	0.00e+00	1116.14	2.220E-52	2229	platinum
Q67Y93	P46527	AF-Q67Y93-F1-model_v3	AF-P46527-F1-model_v3	5.7e-04	39.3	2.74e-02	129.47	NA	NA	gold
Q67YE6	Q8TCF1	AF-Q67YE6-F1-model_v3	AF-Q8TCF1-F1-model_v3	7.7e-14	67.8	NA	NA	NA	NA	silver
Q67YS0	Q9H0Z9	AF-Q67YS0-F1-model_v3	AF-Q9H0Z9-F1-model_v3	6.2e-33	119.8	NA	NA	NA	NA	silver
Q67Z52	Q99426	AF-Q67Z52-F1-model_v3	AF-Q99426-F1-model_v3	2.3e-41	141.7	1.50e-13	548.51	1.283E-24	1008	platinum
Q67Z79	Q5C9Z4	AF-Q67Z79-F1-model_v3	AF-Q5C9Z4-F1-model_v3	1.2e-67	240.4	2.23e-08	1512.44	3.136E-30	1779	platinum
Q67ZB6	Q9H9V9	AF-Q67ZB6-F1-model_v3	AF-Q9H9V9-F1-model_v3	1.5e-71	233.8	0.00e+00	946.36	3.881E-36	1599	platinum
Q67ZW2	P46199	AF-Q67ZW2-F1-model_v3	AF-P46199-F1-model_v3	1.8e-132	409.5	5.77e-15	1626.77	NA	NA	gold
Q67ZZ1	O60828	AF-Q67ZZ1-F1-model_v3	AF-O60828-F1-model_v3	3.2e-22	95.9	9.19e-02	208.27	NA	NA	gold
Q680P8	P62273	AF-Q680P8-F1-model_v3	AF-P62273-F1-model_v3	9.5e-27	91.3	5.08e-14	143.77	1.438E-08	326	platinum
Q680U9	Q92759	AF-Q680U9-F1-model_v3	AF-Q92759-F1-model_v3	7.1e-81	257.7	0.00e+00	1118.87	5.157E-38	1886	platinum
Q681Q7	Q9NVZ3	AF-Q681Q7-F1-model_v3	AF-Q9NVZ3-F1-model_v3	4.1e-42	145.2	NA	NA	NA	NA	silver
Q683D4	Q9NV31	AF-Q683D4-F1-model_v3	AF-Q9NV31-F1-model_v3	2.2e-65	198.7	0.00e+00	524.30	4.295E-20	965	platinum
Q683D5	Q8N9V3	AF-Q683D5-F1-model_v3	AF-Q8N9V3-F1-model_v3	3.5e-15	77.0	NA	NA	NA	NA	silver
Q6A331	Q5TKA1	AF-Q6A331-F1-model_v3	AF-Q5TKA1-F1-model_v3	3.4e-14	76.6	NA	NA	NA	NA	silver
Q6DBN1	Q9NXS3	AF-Q6DBN1-F1-model_v3	AF-Q9NXS3-F1-model_v3	7.5e-14	70.5	NA	NA	NA	NA	silver
Q6EWX1	O43929	AF-Q6EWX1-F1-model_v3	AF-O43929-F1-model_v3	2.8e-52	181.0	0.00e+00	966.60	6.944E-30	1547	platinum
Q6ID68	Q9BSD7	AF-Q6ID68-F1-model_v3	AF-Q9BSD7-F1-model_v3	1.6e-32	115.5	0.00e+00	448.89	9.466E-21	802	platinum
Q6ID86	P0DPD7	AF-Q6ID86-F1-model_v3	AF-P0DPD7-F1-model_v3	4.7e-45	151.8	0.00e+00	578.71	3.762E-24	1006	platinum
Q6IDA8	Q86V88	AF-Q6IDA8-F1-model_v3	AF-Q86V88-F1-model_v3	4.6e-31	111.3	0.00e+00	406.53	7.551E-16	646	platinum
Q6IDB6	Q7Z6V5	AF-Q6IDB6-F1-model_v3	AF-Q7Z6V5-F1-model_v3	9.2e-54	169.5	0.00e+00	439.76	6.217E-24	903	platinum
Q6IDC7	Q14166	AF-Q6IDC7-F1-model_v3	AF-Q14166-F1-model_v3	1.6e-92	305.1	7.32e-10	1086.00	5.384E-51	2190	platinum
Q6JDV7	Q9UBT6	AF-Q6JDV7-F1-model_v3	AF-Q9UBT6-F1-model_v3	2.4e-111	355.9	2.37e-07	1439.11	2.884E-52	2287	platinum
Q6NKT6	Q9NUD9	AF-Q6NKT6-F1-model_v3	AF-Q9NUD9-F1-model_v3	2.5e-51	181.8	0.00e+00	1029.06	2.256E-25	1490	platinum
Q6NLC1	O14678	AF-Q6NLC1-F1-model_v3	AF-O14678-F1-model_v3	6.9e-57	204.1	NA	NA	NA	NA	silver
Q6NLG3	P56597	AF-Q6NLG3-F1-model_v3	AF-P56597-F1-model_v3	1.4e-33	117.1	NA	NA	6.318E-15	608	gold
Q6NLH0	P36954	AF-Q6NLH0-F1-model_v3	AF-P36954-F1-model_v3	7.0e-55	167.2	7.60e-09	265.59	3.182E-15	670	platinum
Q6NLH7	Q5T280	AF-Q6NLH7-F1-model_v3	AF-Q5T280-F1-model_v3	2.1e-86	267.3	0.00e+00	743.50	2.642E-42	1659	platinum
Q6NLV4	Q9C0J8	AF-Q6NLV4-F1-model_v3	AF-Q9C0J8-F1-model_v3	8.2e-45	172.6	1.47e-04	1360.77	NA	NA	gold
Q6NM52	Q9Y221	AF-Q6NM52-F1-model_v3	AF-Q9Y221-F1-model_v3	2.6e-76	226.5	0.00e+00	509.09	2.144E-30	1128	platinum
Q6NM71	Q9ULW3	AF-Q6NM71-F1-model_v3	AF-Q9ULW3-F1-model_v3	5.5e-31	115.9	1.27e-06	498.33	1.071E-16	640	platinum
Q6NMB4	Q9BU70	AF-Q6NMB4-F1-model_v3	AF-Q9BU70-F1-model_v3	7.7e-43	154.1	5.96e-12	473.11	NA	NA	gold
Q6NMD4	Q9NX01	AF-Q6NMD4-F1-model_v3	AF-Q9NX01-F1-model_v3	3.7e-62	188.3	0.00e+00	405.84	9.760E-25	937	platinum
Q6NMI3	Q9Y2V7	AF-Q6NMI3-F1-model_v3	AF-Q9Y2V7-F1-model_v3	3.6e-116	362.8	0.00e+00	1659.93	2.336E-34	2106	platinum
Q6NMN6	Q9H2V7	AF-Q6NMN6-F1-model_v3	AF-Q9H2V7-F1-model_v3	1.4e-38	147.5	NA	NA	NA	NA	silver
Q6NNH6	Q9BRX5	AF-Q6NNH6-F1-model_v3	AF-Q9BRX5-F1-model_v3	5.5e-13	64.7	5.89e-13	395.96	4.508E-11	491	platinum
Q6NNP0	Q676U5	AF-Q6NNP0-F1-model_v3	AF-Q676U5-F1-model_v3	5.1e-42	158.7	0.00e+00	1341.14	4.957E-36	1630	platinum
Q6NPC9	Q7L2J0	AF-Q6NPC9-F1-model_v3	AF-Q7L2J0-F1-model_v3	2.3e-56	193.7	5.45e-06	598.15	1.910E-27	1088	platinum
Q6NPP7	Q9NST1	AF-Q6NPP7-F1-model_v3	AF-Q9NST1-F1-model_v3	3.9e-19	88.6	3.59e-10	478.48	NA	NA	gold
Q6NPS1	Q9H8W4	AF-Q6NPS1-F1-model_v3	AF-Q9H8W4-F1-model_v3	2.3e-11	65.5	NA	NA	NA	NA	silver
Q6NPS8	Q9UHB4	AF-Q6NPS8-F1-model_v3	AF-Q9UHB4-F1-model_v3	2.2e-138	416.4	0.00e+00	1430.94	6.665E-66	2725	platinum
Q6NQ98	Q9BY42	AF-Q6NQ98-F1-model_v3	AF-Q9BY42-F1-model_v3	7.3e-32	121.7	3.54e-08	496.88	7.139E-20	811	platinum
Q6NQG5	Q8WUR7	AF-Q6NQG5-F1-model_v3	AF-Q8WUR7-F1-model_v3	3.4e-19	77.8	1.54e-11	307.69	1.586E-13	547	platinum
Q6NQH4	Q15543	AF-Q6NQH4-F1-model_v3	AF-Q15543-F1-model_v3	3.2e-35	117.9	2.50e-09	274.16	2.164E-09	386	platinum
Q6NQP5	Q9BRT9	AF-Q6NQP5-F1-model_v3	AF-Q9BRT9-F1-model_v3	6.2e-28	105.5	5.55e-16	452.55	3.991E-17	752	platinum
Q6Q151	Q8WUA2	AF-Q6Q151-F1-model_v3	AF-Q8WUA2-F1-model_v3	1.4e-126	378.3	5.18e-08	953.61	5.391E-52	2054	platinum
Q6Q152	Q6UX04	AF-Q6Q152-F1-model_v3	AF-Q6UX04-F1-model_v3	7.1e-93	290.8	1.36e-06	830.42	1.878E-41	1604	platinum
Q6Q4D0	P59047	AF-Q6Q4D0-F1-model_v3	AF-P59047-F1-model_v3	1.2e-07	56.6	NA	NA	NA	NA	silver
Q6R032	P10242	AF-Q6R032-F1-model_v3	AF-P10242-F1-model_v3	5.1e-71	239.6	NA	NA	NA	NA	silver
Q6S7B0	Q15542	AF-Q6S7B0-F1-model_v3	AF-Q15542-F1-model_v3	7.0e-46	174.9	1.60e-11	1338.96	2.896E-57	2467	platinum
Q6USK2	Q8TCT0	AF-Q6USK2-F1-model_v3	AF-Q8TCT0-F1-model_v3	9.6e-66	224.6	0.00e+00	1051.59	1.265E-47	2044	platinum
Q766Z3	O60673	AF-Q766Z3-F1-model_v3	AF-O60673-F7-model_v3	2.8e-223	698.7	2.13e-03	2394.31	6.064E-22	1100	platinum
Q7DLR9	P28070	AF-Q7DLR9-F1-model_v3	AF-P28070-F1-model_v3	2.8e-68	211.5	0.00e+00	626.04	3.062E-30	1234	platinum
Q7DLS1	Q99436	AF-Q7DLS1-F1-model_v3	AF-Q99436-F1-model_v3	9.0e-110	318.5	0.00e+00	713.24	2.451E-40	1632	platinum
Q7FGZ2	Q8N8A6	AF-Q7FGZ2-F1-model_v3	AF-Q8N8A6-F1-model_v3	8.8e-92	294.3	0.00e+00	1131.86	1.868E-42	1938	platinum
Q7PC79	O43592	AF-Q7PC79-F1-model_v3	AF-O43592-F1-model_v3	1.8e-117	383.6	0.00e+00	2342.33	5.563E-40	2744	platinum
Q7X9V2	Q6ZRS2	AF-Q7X9V2-F1-model_v3	AF-Q6ZRS2-F1-model_v3	2.9e-169	557.4	NA	NA	NA	NA	silver
Q7XA87	Q9H2D1	AF-Q7XA87-F1-model_v3	AF-Q9H2D1-F1-model_v3	2.4e-71	223.4	0.00e+00	781.19	2.365E-21	1233	platinum
Q7XJN0	Q9H8H2	AF-Q7XJN0-F1-model_v3	AF-Q9H8H2-F1-model_v3	4.7e-123	384.0	NA	NA	3.650E-56	2385	gold
Q7XZU0	O95817	AF-Q7XZU0-F1-model_v3	AF-O95817-F1-model_v3	3.1e-06	52.0	NA	NA	NA	NA	silver
Q7XZU3	Q92562	AF-Q7XZU3-F1-model_v3	AF-Q92562-F1-model_v3	1.8e-140	441.0	8.41e-11	1541.28	1.030E-64	2830	platinum
Q7Y1Z8	O95822	AF-Q7Y1Z8-F1-model_v3	AF-O95822-F1-model_v3	4.6e-90	284.6	0.00e+00	1145.28	2.378E-41	2062	platinum
Q7Y216	Q9H6E5	AF-Q7Y216-F1-model_v3	AF-Q9H6E5-F1-model_v3	2.4e-15	80.1	NA	NA	NA	NA	silver
Q84J75	P53611	AF-Q84J75-F1-model_v3	AF-P53611-F1-model_v3	4.0e-62	200.7	0.00e+00	909.28	2.327E-35	1759	platinum
Q84JC0	O43159	AF-Q84JC0-F1-model_v3	AF-O43159-F1-model_v3	1.6e-61	201.4	7.04e-13	655.97	4.192E-29	1150	platinum
Q84JF2	Q14197	AF-Q84JF2-F1-model_v3	AF-Q14197-F1-model_v3	7.3e-26	100.1	2.39e-07	431.72	6.597E-15	615	platinum
Q84K25	Q96MW5	AF-Q84K25-F1-model_v3	AF-Q96MW5-F1-model_v3	2.1e-102	322.0	1.52e-14	1326.60	3.112E-30	1721	platinum
Q84K41	O75940	AF-Q84K41-F1-model_v3	AF-O75940-F1-model_v3	7.9e-18	80.9	2.46e-07	409.26	3.401E-12	515	platinum
Q84K50	Q96FX7	AF-Q84K50-F1-model_v3	AF-Q96FX7-F1-model_v3	2.6e-75	233.0	0.00e+00	758.82	2.810E-39	1531	platinum
Q84LM4	P13798	AF-Q84LM4-F1-model_v3	AF-P13798-F1-model_v3	8.7e-104	335.1	0.00e+00	1639.64	1.474E-67	3014	platinum
Q84M24	Q99758	AF-Q84M24-F1-model_v3	AF-Q99758-F1-model_v3	1.1e-228	723.8	0.00e+00	3613.43	0.000E+00	6313	platinum
Q84MA1	Q8TEA1	AF-Q84MA1-F1-model_v3	AF-Q8TEA1-F1-model_v3	3.5e-62	213.0	0.00e+00	977.93	1.643E-47	1885	platinum
Q84MD8	Q969G6	AF-Q84MD8-F1-model_v3	AF-Q969G6-F1-model_v3	1.8e-44	151.0	NA	NA	NA	NA	silver
Q84QC1	Q8WUX2	AF-Q84QC1-F1-model_v3	AF-Q8WUX2-F1-model_v3	6.6e-41	137.1	0.00e+00	464.46	1.234E-22	918	platinum
Q84R09	Q96F25	AF-Q84R09-F1-model_v3	AF-Q96F25-F1-model_v3	2.2e-47	156.0	0.00e+00	574.55	2.415E-25	990	platinum
Q84TF0	P14550	AF-Q84TF0-F1-model_v3	AF-P14550-F1-model_v3	1.2e-86	263.1	NA	NA	9.137E-37	1492	gold
Q84TF1	Q9NRN9	AF-Q84TF1-F1-model_v3	AF-Q9NRN9-F1-model_v3	2.1e-68	208.4	0.00e+00	541.21	1.084E-29	1190	platinum
Q84TG1	Q9Y2R4	AF-Q84TG1-F1-model_v3	AF-Q9Y2R4-F1-model_v3	5.0e-123	374.0	0.00e+00	1267.47	2.884E-59	2341	platinum
Q84V22	Q9UG56	AF-Q84V22-F1-model_v3	AF-Q9UG56-F1-model_v3	1.7e-65	216.1	2.12e-14	807.28	5.169E-35	1486	platinum
Q84VX3	Q92990	AF-Q84VX3-F1-model_v3	AF-Q92990-F1-model_v3	3.4e-05	47.0	1.39e-13	978.56	2.548E-10	699	platinum
Q84VX4	P33981	AF-Q84VX4-F1-model_v3	AF-P33981-F1-model_v3	1.0e-67	240.4	1.30e-04	1093.72	8.535E-31	1360	platinum
Q84W92	Q86X55	AF-Q84W92-F1-model_v3	AF-Q86X55-F1-model_v3	8.7e-115	352.8	0.00e+00	1193.22	9.732E-57	2476	platinum
Q84WB7	Q93063	AF-Q84WB7-F1-model_v3	AF-Q93063-F1-model_v3	4.0e-28	120.9	NA	NA	NA	NA	silver
Q84WJ2	P49643	AF-Q84WJ2-F1-model_v3	AF-P49643-F1-model_v3	4.9e-111	337.0	0.00e+00	1118.15	8.462E-32	1805	platinum
Q84WK5	Q9NWU2	AF-Q84WK5-F1-model_v3	AF-Q9NWU2-F1-model_v3	2.4e-73	223.0	0.00e+00	656.90	2.742E-19	976	platinum
Q84WL9	P53680	AF-Q84WL9-F1-model_v3	AF-P53680-F1-model_v3	2.1e-60	183.0	0.00e+00	407.15	3.940E-21	881	platinum
Q84WU5	O95747	AF-Q84WU5-F1-model_v3	AF-O95747-F1-model_v3	1.6e-100	317.8	NA	NA	NA	NA	silver
Q84WU8	Q9Y4W6	AF-Q84WU8-F1-model_v3	AF-Q9Y4W6-F1-model_v3	1.8e-221	643.3	NA	NA	NA	NA	silver
Q84WV1	P49368	AF-Q84WV1-F1-model_v3	AF-P49368-F1-model_v3	1.2e-233	654.8	0.00e+00	1540.76	8.632E-68	3373	platinum
Q84WV8	Q6XQN6	AF-Q84WV8-F1-model_v3	AF-Q6XQN6-F1-model_v3	1.8e-155	455.7	0.00e+00	1435.70	4.871E-70	2943	platinum
Q84XU2	P53041	AF-Q84XU2-F1-model_v3	AF-P53041-F1-model_v3	3.2e-165	478.4	0.00e+00	1330.99	5.205E-59	2793	platinum
Q84Y95	Q86SX6	AF-Q84Y95-F1-model_v3	AF-Q86SX6-F1-model_v3	2.0e-32	113.6	NA	NA	1.695E-12	563	gold
Q8GRL7	Q15813	AF-Q8GRL7-F1-model_v3	AF-Q15813-F1-model_v3	8.3e-53	187.6	1.65e-14	1079.03	5.061E-38	1740	platinum
Q8GT74	Q9Y3C5	AF-Q8GT74-F1-model_v3	AF-Q9Y3C5-F1-model_v3	7.0e-11	58.9	NA	NA	NA	NA	silver
Q8GUK6	O14735	AF-Q8GUK6-F1-model_v3	AF-O14735-F1-model_v3	5.2e-29	108.2	0.00e+00	505.68	1.747E-09	537	platinum
Q8GUK8	Q96P16	AF-Q8GUK8-F1-model_v3	AF-Q96P16-F1-model_v3	8.2e-28	112.8	NA	NA	3.571E-13	702	gold
Q8GUN6	Q9H1X3	AF-Q8GUN6-F1-model_v3	AF-Q9H1X3-F1-model_v3	6.6e-46	158.7	7.14e-13	732.29	1.194E-18	909	platinum
Q8GUN8	Q9UET6	AF-Q8GUN8-F1-model_v3	AF-Q9UET6-F1-model_v3	4.6e-124	358.2	0.00e+00	697.89	1.048E-43	1648	platinum
Q8GUP1	Q12996	AF-Q8GUP1-F1-model_v3	AF-Q12996-F1-model_v3	7.1e-121	378.6	1.01e-13	1484.89	NA	NA	gold
Q8GUQ8	P47989	AF-Q8GUQ8-F1-model_v3	AF-P47989-F1-model_v3	0.0e+00	1194.1	0.00e+00	3576.88	0.000E+00	7796	platinum
Q8GUU3	Q5TA45	AF-Q8GUU3-F1-model_v3	AF-Q5TA45-F1-model_v3	7.5e-188	542.7	0.00e+00	1545.89	1.000E-79	3264	platinum
Q8GW13	Q99417	AF-Q8GW13-F1-model_v3	AF-Q99417-F1-model_v3	5.0e-16	68.2	4.22e-08	237.51	7.570E-05	202	platinum
Q8GW19	Q9Y256	AF-Q8GW19-F1-model_v3	AF-Q9Y256-F1-model_v3	2.3e-32	122.5	0.00e+00	664.66	4.305E-16	954	platinum
Q8GW43	O75600	AF-Q8GW43-F1-model_v3	AF-O75600-F1-model_v3	5.5e-52	181.4	NA	NA	NA	NA	silver
Q8GW44	O60282	AF-Q8GW44-F1-model_v3	AF-O60282-F1-model_v3	1.2e-82	274.2	NA	NA	NA	NA	silver
Q8GWB4	Q9BQ75	AF-Q8GWB4-F1-model_v3	AF-Q9BQ75-F1-model_v3	4.3e-17	79.3	2.70e-06	481.34	8.006E-15	611	platinum
Q8GWB7	P46976	AF-Q8GWB7-F1-model_v3	AF-P46976-F1-model_v3	2.9e-25	107.1	8.81e-08	602.56	1.151E-17	871	platinum
Q8GWE1	P15374	AF-Q8GWE1-F1-model_v3	AF-P15374-F1-model_v3	1.9e-70	215.3	0.00e+00	609.10	5.635E-32	1220	platinum
Q8GWE6	Q5JVF3	AF-Q8GWE6-F1-model_v3	AF-Q5JVF3-F1-model_v3	1.6e-77	245.7	0.00e+00	979.81	1.404E-22	1383	platinum
Q8GWH6	Q07326	AF-Q8GWH6-F1-model_v3	AF-Q07326-F1-model_v3	1.3e-22	91.7	0.00e+00	503.07	2.066E-08	504	platinum
Q8GWI5	Q6PII3	AF-Q8GWI5-F1-model_v3	AF-Q6PII3-F1-model_v3	1.6e-09	57.8	8.89e-03	332.27	NA	NA	gold
Q8GWP1	O94763	AF-Q8GWP1-F1-model_v3	AF-O94763-F1-model_v3	3.4e-18	86.3	2.06e-05	720.31	3.364E-15	625	platinum
Q8GWR0	Q9Y6N1	AF-Q8GWR0-F1-model_v3	AF-Q9Y6N1-F1-model_v3	6.1e-62	197.2	3.18e-09	564.79	8.801E-30	1193	platinum
Q8GWT4	O14744	AF-Q8GWT4-F1-model_v3	AF-O14744-F1-model_v3	4.0e-194	561.2	0.00e+00	1605.87	2.308E-82	3385	platinum
Q8GX84	O15541	AF-Q8GX84-F1-model_v3	AF-O15541-F1-model_v3	1.4e-65	210.7	NA	NA	4.567E-25	946	gold
Q8GXB7	Q9UBP6	AF-Q8GXB7-F1-model_v3	AF-Q9UBP6-F1-model_v3	1.8e-88	263.5	0.00e+00	650.93	9.203E-37	1364	platinum
Q8GXF0	O43502	AF-Q8GXF0-F1-model_v3	AF-O43502-F1-model_v3	4.2e-76	239.6	0.00e+00	914.17	2.580E-42	1738	platinum
Q8GXN9	Q9BRR8	AF-Q8GXN9-F1-model_v3	AF-Q9BRR8-F1-model_v3	3.9e-41	163.7	3.50e-02	765.23	1.385E-20	907	platinum
Q8GXS3	O43809	AF-Q8GXS3-F1-model_v3	AF-O43809-F1-model_v3	1.9e-85	251.9	0.00e+00	565.39	5.972E-33	1298	platinum
Q8GXX0	P55789	AF-Q8GXX0-F1-model_v3	AF-P55789-F1-model_v3	9.1e-32	114.0	1.41e-07	344.39	8.999E-12	541	platinum
Q8GY84	Q9H0S4	AF-Q8GY84-F1-model_v3	AF-Q9H0S4-F1-model_v3	8.5e-181	513.1	0.00e+00	1202.73	3.943E-57	2406	platinum
Q8GYD2	Q9BWT6	AF-Q8GYD2-F1-model_v3	AF-Q9BWT6-F1-model_v3	2.8e-50	162.9	0.00e+00	572.26	5.435E-19	740	platinum
Q8GYE8	Q96P11	AF-Q8GYE8-F1-model_v3	AF-Q96P11-F1-model_v3	4.5e-81	260.8	0.00e+00	980.47	2.163E-39	1784	platinum
Q8GYI6	Q92643	AF-Q8GYI6-F1-model_v3	AF-Q92643-F1-model_v3	9.9e-112	332.4	1.11e-16	890.94	7.892E-46	1822	platinum
Q8GYL4	Q9HC36	AF-Q8GYL4-F1-model_v3	AF-Q9HC36-F1-model_v3	2.2e-10	61.6	9.28e-10	525.85	6.826E-19	769	platinum
Q8GYN9	Q9NTX5	AF-Q8GYN9-F1-model_v3	AF-Q9NTX5-F1-model_v3	5.1e-11	62.8	NA	NA	NA	NA	silver
Q8GZ75	Q99598	AF-Q8GZ75-F1-model_v3	AF-Q99598-F1-model_v3	4.3e-38	136.0	2.19e-13	598.18	1.058E-13	749	platinum
Q8H0T9	Q9BVA0	AF-Q8H0T9-F1-model_v3	AF-Q9BVA0-F1-model_v3	7.6e-17	85.1	3.71e-09	1465.16	4.999E-54	2492	platinum
